"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"02/01/2017 15:00:00 - 02/01/2017 16:00:00","BZN|GB","Without Sequence","50.95","",""
"02/01/2017 16:00:00 - 02/01/2017 17:00:00","BZN|GB","Without Sequence","64.42","",""
"02/01/2017 17:00:00 - 02/01/2017 18:00:00","BZN|GB","Without Sequence","90.00","",""
"02/01/2017 18:00:00 - 02/01/2017 19:00:00","BZN|GB","Without Sequence","66.27","",""
"02/01/2017 19:00:00 - 02/01/2017 20:00:00","BZN|GB","Without Sequence","58.60","",""
"02/01/2017 20:00:00 - 02/01/2017 21:00:00","BZN|GB","Without Sequence","51.16","",""
"02/01/2017 21:00:00 - 02/01/2017 22:00:00","BZN|GB","Without Sequence","50.23","",""
"02/01/2017 22:00:00 - 02/01/2017 23:00:00","BZN|GB","Without Sequence","43.05","",""
"02/01/2017 23:00:00 - 03/01/2017 00:00:00","BZN|GB","Without Sequence","45.54","",""
"03/01/2017 00:00:00 - 03/01/2017 01:00:00","BZN|GB","Without Sequence","46.03","",""
"03/01/2017 01:00:00 - 03/01/2017 02:00:00","BZN|GB","Without Sequence","42.98","",""
"03/01/2017 02:00:00 - 03/01/2017 03:00:00","BZN|GB","Without Sequence","39.27","",""
"03/01/2017 03:00:00 - 03/01/2017 04:00:00","BZN|GB","Without Sequence","37.72","",""
"03/01/2017 04:00:00 - 03/01/2017 05:00:00","BZN|GB","Without Sequence","40.42","",""
"03/01/2017 05:00:00 - 03/01/2017 06:00:00","BZN|GB","Without Sequence","42.80","",""
"03/01/2017 06:00:00 - 03/01/2017 07:00:00","BZN|GB","Without Sequence","50.55","",""
"03/01/2017 07:00:00 - 03/01/2017 08:00:00","BZN|GB","Without Sequence","47.57","",""
"03/01/2017 08:00:00 - 03/01/2017 09:00:00","BZN|GB","Without Sequence","52.10","",""
"03/01/2017 09:00:00 - 03/01/2017 10:00:00","BZN|GB","Without Sequence","56.27","",""
"03/01/2017 10:00:00 - 03/01/2017 11:00:00","BZN|GB","Without Sequence","51.63","",""
"03/01/2017 11:00:00 - 03/01/2017 12:00:00","BZN|GB","Without Sequence","48.18","",""
"03/01/2017 12:00:00 - 03/01/2017 13:00:00","BZN|GB","Without Sequence","47.60","",""
"03/01/2017 13:00:00 - 03/01/2017 14:00:00","BZN|GB","Without Sequence","47.58","",""
"03/01/2017 14:00:00 - 03/01/2017 15:00:00","BZN|GB","Without Sequence","47.57","",""
"03/01/2017 15:00:00 - 03/01/2017 16:00:00","BZN|GB","Without Sequence","50.70","",""
"03/01/2017 16:00:00 - 03/01/2017 17:00:00","BZN|GB","Without Sequence","68.88","",""
"03/01/2017 17:00:00 - 03/01/2017 18:00:00","BZN|GB","Without Sequence","114.28","",""
"03/01/2017 18:00:00 - 03/01/2017 19:00:00","BZN|GB","Without Sequence","75.10","",""
"03/01/2017 19:00:00 - 03/01/2017 20:00:00","BZN|GB","Without Sequence","56.33","",""
"03/01/2017 20:00:00 - 03/01/2017 21:00:00","BZN|GB","Without Sequence","59.48","",""
"03/01/2017 21:00:00 - 03/01/2017 22:00:00","BZN|GB","Without Sequence","46.08","",""
"03/01/2017 22:00:00 - 03/01/2017 23:00:00","BZN|GB","Without Sequence","42.51","",""
"03/01/2017 23:00:00 - 04/01/2017 00:00:00","BZN|GB","Without Sequence","39.50","",""
"04/01/2017 00:00:00 - 04/01/2017 01:00:00","BZN|GB","Without Sequence","43.96","",""
"04/01/2017 01:00:00 - 04/01/2017 02:00:00","BZN|GB","Without Sequence","42.06","",""
"04/01/2017 02:00:00 - 04/01/2017 03:00:00","BZN|GB","Without Sequence","40.86","",""
"04/01/2017 03:00:00 - 04/01/2017 04:00:00","BZN|GB","Without Sequence","38.00","",""
"04/01/2017 04:00:00 - 04/01/2017 05:00:00","BZN|GB","Without Sequence","37.99","",""
"04/01/2017 05:00:00 - 04/01/2017 06:00:00","BZN|GB","Without Sequence","41.45","",""
"04/01/2017 06:00:00 - 04/01/2017 07:00:00","BZN|GB","Without Sequence","48.73","",""
"04/01/2017 07:00:00 - 04/01/2017 08:00:00","BZN|GB","Without Sequence","47.53","",""
"04/01/2017 08:00:00 - 04/01/2017 09:00:00","BZN|GB","Without Sequence","50.54","",""
"04/01/2017 09:00:00 - 04/01/2017 10:00:00","BZN|GB","Without Sequence","53.72","",""
"04/01/2017 10:00:00 - 04/01/2017 11:00:00","BZN|GB","Without Sequence","54.88","",""
"04/01/2017 11:00:00 - 04/01/2017 12:00:00","BZN|GB","Without Sequence","51.99","",""
"04/01/2017 12:00:00 - 04/01/2017 13:00:00","BZN|GB","Without Sequence","48.05","",""
"04/01/2017 13:00:00 - 04/01/2017 14:00:00","BZN|GB","Without Sequence","47.57","",""
"04/01/2017 14:00:00 - 04/01/2017 15:00:00","BZN|GB","Without Sequence","47.27","",""
"04/01/2017 15:00:00 - 04/01/2017 16:00:00","BZN|GB","Without Sequence","56.46","",""
"04/01/2017 16:00:00 - 04/01/2017 17:00:00","BZN|GB","Without Sequence","62.99","",""
"04/01/2017 17:00:00 - 04/01/2017 18:00:00","BZN|GB","Without Sequence","122.37","",""
"04/01/2017 18:00:00 - 04/01/2017 19:00:00","BZN|GB","Without Sequence","80.01","",""
"04/01/2017 19:00:00 - 04/01/2017 20:00:00","BZN|GB","Without Sequence","59.95","",""
"04/01/2017 20:00:00 - 04/01/2017 21:00:00","BZN|GB","Without Sequence","54.33","",""
"04/01/2017 21:00:00 - 04/01/2017 22:00:00","BZN|GB","Without Sequence","49.83","",""
"04/01/2017 22:00:00 - 04/01/2017 23:00:00","BZN|GB","Without Sequence","43.59","",""
"04/01/2017 23:00:00 - 05/01/2017 00:00:00","BZN|GB","Without Sequence","42.55","",""
"05/01/2017 00:00:00 - 05/01/2017 01:00:00","BZN|GB","Without Sequence","42.15","",""
"05/01/2017 01:00:00 - 05/01/2017 02:00:00","BZN|GB","Without Sequence","41.54","",""
"05/01/2017 02:00:00 - 05/01/2017 03:00:00","BZN|GB","Without Sequence","39.43","",""
"05/01/2017 03:00:00 - 05/01/2017 04:00:00","BZN|GB","Without Sequence","36.86","",""
"05/01/2017 04:00:00 - 05/01/2017 05:00:00","BZN|GB","Without Sequence","37.54","",""
"05/01/2017 05:00:00 - 05/01/2017 06:00:00","BZN|GB","Without Sequence","41.53","",""
"05/01/2017 06:00:00 - 05/01/2017 07:00:00","BZN|GB","Without Sequence","48.88","",""
"05/01/2017 07:00:00 - 05/01/2017 08:00:00","BZN|GB","Without Sequence","50.84","",""
"05/01/2017 08:00:00 - 05/01/2017 09:00:00","BZN|GB","Without Sequence","53.00","",""
"05/01/2017 09:00:00 - 05/01/2017 10:00:00","BZN|GB","Without Sequence","58.96","",""
"05/01/2017 10:00:00 - 05/01/2017 11:00:00","BZN|GB","Without Sequence","52.96","",""
"05/01/2017 11:00:00 - 05/01/2017 12:00:00","BZN|GB","Without Sequence","46.57","",""
"05/01/2017 12:00:00 - 05/01/2017 13:00:00","BZN|GB","Without Sequence","46.51","",""
"05/01/2017 13:00:00 - 05/01/2017 14:00:00","BZN|GB","Without Sequence","46.08","",""
"05/01/2017 14:00:00 - 05/01/2017 15:00:00","BZN|GB","Without Sequence","47.42","",""
"05/01/2017 15:00:00 - 05/01/2017 16:00:00","BZN|GB","Without Sequence","57.50","",""
"05/01/2017 16:00:00 - 05/01/2017 17:00:00","BZN|GB","Without Sequence","65.59","",""
"05/01/2017 17:00:00 - 05/01/2017 18:00:00","BZN|GB","Without Sequence","125.00","",""
"05/01/2017 18:00:00 - 05/01/2017 19:00:00","BZN|GB","Without Sequence","77.95","",""
"05/01/2017 19:00:00 - 05/01/2017 20:00:00","BZN|GB","Without Sequence","59.02","",""
"05/01/2017 20:00:00 - 05/01/2017 21:00:00","BZN|GB","Without Sequence","52.17","",""
"05/01/2017 21:00:00 - 05/01/2017 22:00:00","BZN|GB","Without Sequence","47.29","",""
"05/01/2017 22:00:00 - 05/01/2017 23:00:00","BZN|GB","Without Sequence","41.53","",""
"05/01/2017 23:00:00 - 06/01/2017 00:00:00","BZN|GB","Without Sequence","43.60","",""
"06/01/2017 00:00:00 - 06/01/2017 01:00:00","BZN|GB","Without Sequence","44.96","",""
"06/01/2017 01:00:00 - 06/01/2017 02:00:00","BZN|GB","Without Sequence","43.41","",""
"06/01/2017 02:00:00 - 06/01/2017 03:00:00","BZN|GB","Without Sequence","40.10","",""
"06/01/2017 03:00:00 - 06/01/2017 04:00:00","BZN|GB","Without Sequence","38.93","",""
"06/01/2017 04:00:00 - 06/01/2017 05:00:00","BZN|GB","Without Sequence","38.00","",""
"06/01/2017 05:00:00 - 06/01/2017 06:00:00","BZN|GB","Without Sequence","41.91","",""
"06/01/2017 06:00:00 - 06/01/2017 07:00:00","BZN|GB","Without Sequence","46.69","",""
"06/01/2017 07:00:00 - 06/01/2017 08:00:00","BZN|GB","Without Sequence","46.67","",""
"06/01/2017 08:00:00 - 06/01/2017 09:00:00","BZN|GB","Without Sequence","54.98","",""
"06/01/2017 09:00:00 - 06/01/2017 10:00:00","BZN|GB","Without Sequence","54.47","",""
"06/01/2017 10:00:00 - 06/01/2017 11:00:00","BZN|GB","Without Sequence","50.72","",""
"06/01/2017 11:00:00 - 06/01/2017 12:00:00","BZN|GB","Without Sequence","47.06","",""
"06/01/2017 12:00:00 - 06/01/2017 13:00:00","BZN|GB","Without Sequence","48.34","",""
"06/01/2017 13:00:00 - 06/01/2017 14:00:00","BZN|GB","Without Sequence","46.59","",""
"06/01/2017 14:00:00 - 06/01/2017 15:00:00","BZN|GB","Without Sequence","46.06","",""
"06/01/2017 15:00:00 - 06/01/2017 16:00:00","BZN|GB","Without Sequence","46.53","",""
"06/01/2017 16:00:00 - 06/01/2017 17:00:00","BZN|GB","Without Sequence","58.74","",""
"06/01/2017 17:00:00 - 06/01/2017 18:00:00","BZN|GB","Without Sequence","99.00","",""
"06/01/2017 18:00:00 - 06/01/2017 19:00:00","BZN|GB","Without Sequence","61.23","",""
"06/01/2017 19:00:00 - 06/01/2017 20:00:00","BZN|GB","Without Sequence","50.07","",""
"06/01/2017 20:00:00 - 06/01/2017 21:00:00","BZN|GB","Without Sequence","50.00","",""
"06/01/2017 21:00:00 - 06/01/2017 22:00:00","BZN|GB","Without Sequence","51.51","",""
"06/01/2017 22:00:00 - 06/01/2017 23:00:00","BZN|GB","Without Sequence","42.07","",""
"06/01/2017 23:00:00 - 07/01/2017 00:00:00","BZN|GB","Without Sequence","45.97","",""
"07/01/2017 00:00:00 - 07/01/2017 01:00:00","BZN|GB","Without Sequence","46.06","",""
"07/01/2017 01:00:00 - 07/01/2017 02:00:00","BZN|GB","Without Sequence","43.30","",""
"07/01/2017 02:00:00 - 07/01/2017 03:00:00","BZN|GB","Without Sequence","41.40","",""
"07/01/2017 03:00:00 - 07/01/2017 04:00:00","BZN|GB","Without Sequence","40.10","",""
"07/01/2017 04:00:00 - 07/01/2017 05:00:00","BZN|GB","Without Sequence","40.92","",""
"07/01/2017 05:00:00 - 07/01/2017 06:00:00","BZN|GB","Without Sequence","40.34","",""
"07/01/2017 06:00:00 - 07/01/2017 07:00:00","BZN|GB","Without Sequence","37.91","",""
"07/01/2017 07:00:00 - 07/01/2017 08:00:00","BZN|GB","Without Sequence","40.00","",""
"07/01/2017 08:00:00 - 07/01/2017 09:00:00","BZN|GB","Without Sequence","41.83","",""
"07/01/2017 09:00:00 - 07/01/2017 10:00:00","BZN|GB","Without Sequence","53.00","",""
"07/01/2017 10:00:00 - 07/01/2017 11:00:00","BZN|GB","Without Sequence","53.91","",""
"07/01/2017 11:00:00 - 07/01/2017 12:00:00","BZN|GB","Without Sequence","53.47","",""
"07/01/2017 12:00:00 - 07/01/2017 13:00:00","BZN|GB","Without Sequence","53.26","",""
"07/01/2017 13:00:00 - 07/01/2017 14:00:00","BZN|GB","Without Sequence","46.04","",""
"07/01/2017 14:00:00 - 07/01/2017 15:00:00","BZN|GB","Without Sequence","44.51","",""
"07/01/2017 15:00:00 - 07/01/2017 16:00:00","BZN|GB","Without Sequence","49.38","",""
"07/01/2017 16:00:00 - 07/01/2017 17:00:00","BZN|GB","Without Sequence","61.53","",""
"07/01/2017 17:00:00 - 07/01/2017 18:00:00","BZN|GB","Without Sequence","92.60","",""
"07/01/2017 18:00:00 - 07/01/2017 19:00:00","BZN|GB","Without Sequence","68.55","",""
"07/01/2017 19:00:00 - 07/01/2017 20:00:00","BZN|GB","Without Sequence","57.02","",""
"07/01/2017 20:00:00 - 07/01/2017 21:00:00","BZN|GB","Without Sequence","50.14","",""
"07/01/2017 21:00:00 - 07/01/2017 22:00:00","BZN|GB","Without Sequence","48.52","",""
"07/01/2017 22:00:00 - 07/01/2017 23:00:00","BZN|GB","Without Sequence","40.99","",""
"07/01/2017 23:00:00 - 08/01/2017 00:00:00","BZN|GB","Without Sequence","44.03","",""
"08/01/2017 00:00:00 - 08/01/2017 01:00:00","BZN|GB","Without Sequence","44.80","",""
"08/01/2017 01:00:00 - 08/01/2017 02:00:00","BZN|GB","Without Sequence","46.32","",""
"08/01/2017 02:00:00 - 08/01/2017 03:00:00","BZN|GB","Without Sequence","41.94","",""
"08/01/2017 03:00:00 - 08/01/2017 04:00:00","BZN|GB","Without Sequence","40.08","",""
"08/01/2017 04:00:00 - 08/01/2017 05:00:00","BZN|GB","Without Sequence","40.08","",""
"08/01/2017 05:00:00 - 08/01/2017 06:00:00","BZN|GB","Without Sequence","39.37","",""
"08/01/2017 06:00:00 - 08/01/2017 07:00:00","BZN|GB","Without Sequence","41.86","",""
"08/01/2017 07:00:00 - 08/01/2017 08:00:00","BZN|GB","Without Sequence","35.01","",""
"08/01/2017 08:00:00 - 08/01/2017 09:00:00","BZN|GB","Without Sequence","39.00","",""
"08/01/2017 09:00:00 - 08/01/2017 10:00:00","BZN|GB","Without Sequence","48.49","",""
"08/01/2017 10:00:00 - 08/01/2017 11:00:00","BZN|GB","Without Sequence","49.07","",""
"08/01/2017 11:00:00 - 08/01/2017 12:00:00","BZN|GB","Without Sequence","56.03","",""
"08/01/2017 12:00:00 - 08/01/2017 13:00:00","BZN|GB","Without Sequence","53.95","",""
"08/01/2017 13:00:00 - 08/01/2017 14:00:00","BZN|GB","Without Sequence","47.90","",""
"08/01/2017 14:00:00 - 08/01/2017 15:00:00","BZN|GB","Without Sequence","46.38","",""
"08/01/2017 15:00:00 - 08/01/2017 16:00:00","BZN|GB","Without Sequence","47.32","",""
"08/01/2017 16:00:00 - 08/01/2017 17:00:00","BZN|GB","Without Sequence","60.76","",""
"08/01/2017 17:00:00 - 08/01/2017 18:00:00","BZN|GB","Without Sequence","94.95","",""
"08/01/2017 18:00:00 - 08/01/2017 19:00:00","BZN|GB","Without Sequence","67.48","",""
"08/01/2017 19:00:00 - 08/01/2017 20:00:00","BZN|GB","Without Sequence","58.82","",""
"08/01/2017 20:00:00 - 08/01/2017 21:00:00","BZN|GB","Without Sequence","55.00","",""
"08/01/2017 21:00:00 - 08/01/2017 22:00:00","BZN|GB","Without Sequence","41.16","",""
"08/01/2017 22:00:00 - 08/01/2017 23:00:00","BZN|GB","Without Sequence","35.65","",""
"08/01/2017 23:00:00 - 09/01/2017 00:00:00","BZN|GB","Without Sequence","39.78","",""
"09/01/2017 00:00:00 - 09/01/2017 01:00:00","BZN|GB","Without Sequence","42.57","",""
"09/01/2017 01:00:00 - 09/01/2017 02:00:00","BZN|GB","Without Sequence","41.79","",""
"09/01/2017 02:00:00 - 09/01/2017 03:00:00","BZN|GB","Without Sequence","37.49","",""
"09/01/2017 03:00:00 - 09/01/2017 04:00:00","BZN|GB","Without Sequence","34.00","",""
"09/01/2017 04:00:00 - 09/01/2017 05:00:00","BZN|GB","Without Sequence","33.00","",""
"09/01/2017 05:00:00 - 09/01/2017 06:00:00","BZN|GB","Without Sequence","37.55","",""
"09/01/2017 06:00:00 - 09/01/2017 07:00:00","BZN|GB","Without Sequence","47.82","",""
"09/01/2017 07:00:00 - 09/01/2017 08:00:00","BZN|GB","Without Sequence","46.39","",""
"09/01/2017 08:00:00 - 09/01/2017 09:00:00","BZN|GB","Without Sequence","56.29","",""
"09/01/2017 09:00:00 - 09/01/2017 10:00:00","BZN|GB","Without Sequence","55.21","",""
"09/01/2017 10:00:00 - 09/01/2017 11:00:00","BZN|GB","Without Sequence","51.39","",""
"09/01/2017 11:00:00 - 09/01/2017 12:00:00","BZN|GB","Without Sequence","50.20","",""
"09/01/2017 12:00:00 - 09/01/2017 13:00:00","BZN|GB","Without Sequence","46.96","",""
"09/01/2017 13:00:00 - 09/01/2017 14:00:00","BZN|GB","Without Sequence","43.54","",""
"09/01/2017 14:00:00 - 09/01/2017 15:00:00","BZN|GB","Without Sequence","41.46","",""
"09/01/2017 15:00:00 - 09/01/2017 16:00:00","BZN|GB","Without Sequence","43.54","",""
"09/01/2017 16:00:00 - 09/01/2017 17:00:00","BZN|GB","Without Sequence","64.73","",""
"09/01/2017 17:00:00 - 09/01/2017 18:00:00","BZN|GB","Without Sequence","82.38","",""
"09/01/2017 18:00:00 - 09/01/2017 19:00:00","BZN|GB","Without Sequence","66.89","",""
"09/01/2017 19:00:00 - 09/01/2017 20:00:00","BZN|GB","Without Sequence","59.83","",""
"09/01/2017 20:00:00 - 09/01/2017 21:00:00","BZN|GB","Without Sequence","52.46","",""
"09/01/2017 21:00:00 - 09/01/2017 22:00:00","BZN|GB","Without Sequence","40.48","",""
"09/01/2017 22:00:00 - 09/01/2017 23:00:00","BZN|GB","Without Sequence","28.87","",""
"09/01/2017 23:00:00 - 10/01/2017 00:00:00","BZN|GB","Without Sequence","41.90","",""
"10/01/2017 00:00:00 - 10/01/2017 01:00:00","BZN|GB","Without Sequence","42.56","",""
"10/01/2017 01:00:00 - 10/01/2017 02:00:00","BZN|GB","Without Sequence","40.93","",""
"10/01/2017 02:00:00 - 10/01/2017 03:00:00","BZN|GB","Without Sequence","40.02","",""
"10/01/2017 03:00:00 - 10/01/2017 04:00:00","BZN|GB","Without Sequence","36.54","",""
"10/01/2017 04:00:00 - 10/01/2017 05:00:00","BZN|GB","Without Sequence","33.70","",""
"10/01/2017 05:00:00 - 10/01/2017 06:00:00","BZN|GB","Without Sequence","38.99","",""
"10/01/2017 06:00:00 - 10/01/2017 07:00:00","BZN|GB","Without Sequence","46.10","",""
"10/01/2017 07:00:00 - 10/01/2017 08:00:00","BZN|GB","Without Sequence","44.82","",""
"10/01/2017 08:00:00 - 10/01/2017 09:00:00","BZN|GB","Without Sequence","49.50","",""
"10/01/2017 09:00:00 - 10/01/2017 10:00:00","BZN|GB","Without Sequence","49.13","",""
"10/01/2017 10:00:00 - 10/01/2017 11:00:00","BZN|GB","Without Sequence","47.85","",""
"10/01/2017 11:00:00 - 10/01/2017 12:00:00","BZN|GB","Without Sequence","51.06","",""
"10/01/2017 12:00:00 - 10/01/2017 13:00:00","BZN|GB","Without Sequence","45.99","",""
"10/01/2017 13:00:00 - 10/01/2017 14:00:00","BZN|GB","Without Sequence","51.43","",""
"10/01/2017 14:00:00 - 10/01/2017 15:00:00","BZN|GB","Without Sequence","54.50","",""
"10/01/2017 15:00:00 - 10/01/2017 16:00:00","BZN|GB","Without Sequence","55.31","",""
"10/01/2017 16:00:00 - 10/01/2017 17:00:00","BZN|GB","Without Sequence","74.69","",""
"10/01/2017 17:00:00 - 10/01/2017 18:00:00","BZN|GB","Without Sequence","89.20","",""
"10/01/2017 18:00:00 - 10/01/2017 19:00:00","BZN|GB","Without Sequence","74.59","",""
"10/01/2017 19:00:00 - 10/01/2017 20:00:00","BZN|GB","Without Sequence","55.11","",""
"10/01/2017 20:00:00 - 10/01/2017 21:00:00","BZN|GB","Without Sequence","58.39","",""
"10/01/2017 21:00:00 - 10/01/2017 22:00:00","BZN|GB","Without Sequence","47.06","",""
"10/01/2017 22:00:00 - 10/01/2017 23:00:00","BZN|GB","Without Sequence","40.81","",""
"10/01/2017 23:00:00 - 11/01/2017 00:00:00","BZN|GB","Without Sequence","45.06","",""
"11/01/2017 00:00:00 - 11/01/2017 01:00:00","BZN|GB","Without Sequence","49.91","",""
"11/01/2017 01:00:00 - 11/01/2017 02:00:00","BZN|GB","Without Sequence","45.04","",""
"11/01/2017 02:00:00 - 11/01/2017 03:00:00","BZN|GB","Without Sequence","41.96","",""
"11/01/2017 03:00:00 - 11/01/2017 04:00:00","BZN|GB","Without Sequence","39.91","",""
"11/01/2017 04:00:00 - 11/01/2017 05:00:00","BZN|GB","Without Sequence","35.91","",""
"11/01/2017 05:00:00 - 11/01/2017 06:00:00","BZN|GB","Without Sequence","40.02","",""
"11/01/2017 06:00:00 - 11/01/2017 07:00:00","BZN|GB","Without Sequence","45.93","",""
"11/01/2017 07:00:00 - 11/01/2017 08:00:00","BZN|GB","Without Sequence","49.40","",""
"11/01/2017 08:00:00 - 11/01/2017 09:00:00","BZN|GB","Without Sequence","48.82","",""
"11/01/2017 09:00:00 - 11/01/2017 10:00:00","BZN|GB","Without Sequence","52.96","",""
"11/01/2017 10:00:00 - 11/01/2017 11:00:00","BZN|GB","Without Sequence","55.00","",""
"11/01/2017 11:00:00 - 11/01/2017 12:00:00","BZN|GB","Without Sequence","51.32","",""
"11/01/2017 12:00:00 - 11/01/2017 13:00:00","BZN|GB","Without Sequence","46.85","",""
"11/01/2017 13:00:00 - 11/01/2017 14:00:00","BZN|GB","Without Sequence","48.56","",""
"11/01/2017 14:00:00 - 11/01/2017 15:00:00","BZN|GB","Without Sequence","53.04","",""
"11/01/2017 15:00:00 - 11/01/2017 16:00:00","BZN|GB","Without Sequence","50.00","",""
"11/01/2017 16:00:00 - 11/01/2017 17:00:00","BZN|GB","Without Sequence","59.82","",""
"11/01/2017 17:00:00 - 11/01/2017 18:00:00","BZN|GB","Without Sequence","81.51","",""
"11/01/2017 18:00:00 - 11/01/2017 19:00:00","BZN|GB","Without Sequence","71.25","",""
"11/01/2017 19:00:00 - 11/01/2017 20:00:00","BZN|GB","Without Sequence","59.09","",""
"11/01/2017 20:00:00 - 11/01/2017 21:00:00","BZN|GB","Without Sequence","53.27","",""
"11/01/2017 21:00:00 - 11/01/2017 22:00:00","BZN|GB","Without Sequence","49.82","",""
"11/01/2017 22:00:00 - 11/01/2017 23:00:00","BZN|GB","Without Sequence","41.91","",""
"11/01/2017 23:00:00 - 12/01/2017 00:00:00","BZN|GB","Without Sequence","43.96","",""
"12/01/2017 00:00:00 - 12/01/2017 01:00:00","BZN|GB","Without Sequence","46.95","",""
"12/01/2017 01:00:00 - 12/01/2017 02:00:00","BZN|GB","Without Sequence","45.00","",""
"12/01/2017 02:00:00 - 12/01/2017 03:00:00","BZN|GB","Without Sequence","43.54","",""
"12/01/2017 03:00:00 - 12/01/2017 04:00:00","BZN|GB","Without Sequence","41.07","",""
"12/01/2017 04:00:00 - 12/01/2017 05:00:00","BZN|GB","Without Sequence","40.93","",""
"12/01/2017 05:00:00 - 12/01/2017 06:00:00","BZN|GB","Without Sequence","44.90","",""
"12/01/2017 06:00:00 - 12/01/2017 07:00:00","BZN|GB","Without Sequence","49.82","",""
"12/01/2017 07:00:00 - 12/01/2017 08:00:00","BZN|GB","Without Sequence","46.95","",""
"12/01/2017 08:00:00 - 12/01/2017 09:00:00","BZN|GB","Without Sequence","48.00","",""
"12/01/2017 09:00:00 - 12/01/2017 10:00:00","BZN|GB","Without Sequence","49.49","",""
"12/01/2017 10:00:00 - 12/01/2017 11:00:00","BZN|GB","Without Sequence","53.66","",""
"12/01/2017 11:00:00 - 12/01/2017 12:00:00","BZN|GB","Without Sequence","60.00","",""
"12/01/2017 12:00:00 - 12/01/2017 13:00:00","BZN|GB","Without Sequence","62.25","",""
