"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"05/02/2017 08:00:00 - 05/02/2017 09:00:00","BZN|GB","Without Sequence","44.82","",""
"05/02/2017 09:00:00 - 05/02/2017 10:00:00","BZN|GB","Without Sequence","54.17","",""
"05/02/2017 10:00:00 - 05/02/2017 11:00:00","BZN|GB","Without Sequence","55.45","",""
"05/02/2017 11:00:00 - 05/02/2017 12:00:00","BZN|GB","Without Sequence","56.63","",""
"05/02/2017 12:00:00 - 05/02/2017 13:00:00","BZN|GB","Without Sequence","64.00","",""
"05/02/2017 13:00:00 - 05/02/2017 14:00:00","BZN|GB","Without Sequence","66.12","",""
"05/02/2017 14:00:00 - 05/02/2017 15:00:00","BZN|GB","Without Sequence","54.99","",""
"05/02/2017 15:00:00 - 05/02/2017 16:00:00","BZN|GB","Without Sequence","48.15","",""
"05/02/2017 16:00:00 - 05/02/2017 17:00:00","BZN|GB","Without Sequence","46.29","",""
"05/02/2017 17:00:00 - 05/02/2017 18:00:00","BZN|GB","Without Sequence","105.00","",""
"05/02/2017 18:00:00 - 05/02/2017 19:00:00","BZN|GB","Without Sequence","101.54","",""
"05/02/2017 19:00:00 - 05/02/2017 20:00:00","BZN|GB","Without Sequence","69.26","",""
"05/02/2017 20:00:00 - 05/02/2017 21:00:00","BZN|GB","Without Sequence","65.00","",""
"05/02/2017 21:00:00 - 05/02/2017 22:00:00","BZN|GB","Without Sequence","56.20","",""
"05/02/2017 22:00:00 - 05/02/2017 23:00:00","BZN|GB","Without Sequence","47.54","",""
"05/02/2017 23:00:00 - 06/02/2017 00:00:00","BZN|GB","Without Sequence","44.21","",""
"06/02/2017 00:00:00 - 06/02/2017 01:00:00","BZN|GB","Without Sequence","47.36","",""
"06/02/2017 01:00:00 - 06/02/2017 02:00:00","BZN|GB","Without Sequence","50.26","",""
"06/02/2017 02:00:00 - 06/02/2017 03:00:00","BZN|GB","Without Sequence","46.52","",""
"06/02/2017 03:00:00 - 06/02/2017 04:00:00","BZN|GB","Without Sequence","46.05","",""
"06/02/2017 04:00:00 - 06/02/2017 05:00:00","BZN|GB","Without Sequence","46.00","",""
"06/02/2017 05:00:00 - 06/02/2017 06:00:00","BZN|GB","Without Sequence","48.81","",""
"06/02/2017 06:00:00 - 06/02/2017 07:00:00","BZN|GB","Without Sequence","62.79","",""
"06/02/2017 07:00:00 - 06/02/2017 08:00:00","BZN|GB","Without Sequence","68.74","",""
"06/02/2017 08:00:00 - 06/02/2017 09:00:00","BZN|GB","Without Sequence","70.38","",""
"06/02/2017 09:00:00 - 06/02/2017 10:00:00","BZN|GB","Without Sequence","67.39","",""
"06/02/2017 10:00:00 - 06/02/2017 11:00:00","BZN|GB","Without Sequence","66.69","",""
"06/02/2017 11:00:00 - 06/02/2017 12:00:00","BZN|GB","Without Sequence","51.66","",""
"06/02/2017 12:00:00 - 06/02/2017 13:00:00","BZN|GB","Without Sequence","48.51","",""
"06/02/2017 13:00:00 - 06/02/2017 14:00:00","BZN|GB","Without Sequence","58.68","",""
"06/02/2017 14:00:00 - 06/02/2017 15:00:00","BZN|GB","Without Sequence","47.31","",""
"06/02/2017 15:00:00 - 06/02/2017 16:00:00","BZN|GB","Without Sequence","48.82","",""
"06/02/2017 16:00:00 - 06/02/2017 17:00:00","BZN|GB","Without Sequence","58.59","",""
"06/02/2017 17:00:00 - 06/02/2017 18:00:00","BZN|GB","Without Sequence","76.36","",""
"06/02/2017 18:00:00 - 06/02/2017 19:00:00","BZN|GB","Without Sequence","68.33","",""
"06/02/2017 19:00:00 - 06/02/2017 20:00:00","BZN|GB","Without Sequence","57.60","",""
"06/02/2017 20:00:00 - 06/02/2017 21:00:00","BZN|GB","Without Sequence","53.00","",""
"06/02/2017 21:00:00 - 06/02/2017 22:00:00","BZN|GB","Without Sequence","48.07","",""
"06/02/2017 22:00:00 - 06/02/2017 23:00:00","BZN|GB","Without Sequence","45.50","",""
"06/02/2017 23:00:00 - 07/02/2017 00:00:00","BZN|GB","Without Sequence","43.51","",""
"07/02/2017 00:00:00 - 07/02/2017 01:00:00","BZN|GB","Without Sequence","43.75","",""
"07/02/2017 01:00:00 - 07/02/2017 02:00:00","BZN|GB","Without Sequence","44.95","",""
"07/02/2017 02:00:00 - 07/02/2017 03:00:00","BZN|GB","Without Sequence","44.48","",""
"07/02/2017 03:00:00 - 07/02/2017 04:00:00","BZN|GB","Without Sequence","43.94","",""
"07/02/2017 04:00:00 - 07/02/2017 05:00:00","BZN|GB","Without Sequence","44.90","",""
"07/02/2017 05:00:00 - 07/02/2017 06:00:00","BZN|GB","Without Sequence","46.53","",""
"07/02/2017 06:00:00 - 07/02/2017 07:00:00","BZN|GB","Without Sequence","56.52","",""
"07/02/2017 07:00:00 - 07/02/2017 08:00:00","BZN|GB","Without Sequence","53.52","",""
"07/02/2017 08:00:00 - 07/02/2017 09:00:00","BZN|GB","Without Sequence","55.81","",""
"07/02/2017 09:00:00 - 07/02/2017 10:00:00","BZN|GB","Without Sequence","58.45","",""
"07/02/2017 10:00:00 - 07/02/2017 11:00:00","BZN|GB","Without Sequence","59.25","",""
"07/02/2017 11:00:00 - 07/02/2017 12:00:00","BZN|GB","Without Sequence","56.31","",""
"07/02/2017 12:00:00 - 07/02/2017 13:00:00","BZN|GB","Without Sequence","54.46","",""
"07/02/2017 13:00:00 - 07/02/2017 14:00:00","BZN|GB","Without Sequence","54.36","",""
"07/02/2017 14:00:00 - 07/02/2017 15:00:00","BZN|GB","Without Sequence","53.13","",""
"07/02/2017 15:00:00 - 07/02/2017 16:00:00","BZN|GB","Without Sequence","52.58","",""
"07/02/2017 16:00:00 - 07/02/2017 17:00:00","BZN|GB","Without Sequence","59.73","",""
"07/02/2017 17:00:00 - 07/02/2017 18:00:00","BZN|GB","Without Sequence","89.91","",""
"07/02/2017 18:00:00 - 07/02/2017 19:00:00","BZN|GB","Without Sequence","89.94","",""
"07/02/2017 19:00:00 - 07/02/2017 20:00:00","BZN|GB","Without Sequence","64.96","",""
"07/02/2017 20:00:00 - 07/02/2017 21:00:00","BZN|GB","Without Sequence","56.94","",""
"07/02/2017 21:00:00 - 07/02/2017 22:00:00","BZN|GB","Without Sequence","51.61","",""
"07/02/2017 22:00:00 - 07/02/2017 23:00:00","BZN|GB","Without Sequence","47.97","",""
"07/02/2017 23:00:00 - 08/02/2017 00:00:00","BZN|GB","Without Sequence","45.93","",""
"08/02/2017 00:00:00 - 08/02/2017 01:00:00","BZN|GB","Without Sequence","48.46","",""
"08/02/2017 01:00:00 - 08/02/2017 02:00:00","BZN|GB","Without Sequence","45.98","",""
"08/02/2017 02:00:00 - 08/02/2017 03:00:00","BZN|GB","Without Sequence","45.05","",""
"08/02/2017 03:00:00 - 08/02/2017 04:00:00","BZN|GB","Without Sequence","43.14","",""
"08/02/2017 04:00:00 - 08/02/2017 05:00:00","BZN|GB","Without Sequence","42.94","",""
"08/02/2017 05:00:00 - 08/02/2017 06:00:00","BZN|GB","Without Sequence","44.51","",""
"08/02/2017 06:00:00 - 08/02/2017 07:00:00","BZN|GB","Without Sequence","52.00","",""
"08/02/2017 07:00:00 - 08/02/2017 08:00:00","BZN|GB","Without Sequence","54.31","",""
"08/02/2017 08:00:00 - 08/02/2017 09:00:00","BZN|GB","Without Sequence","61.37","",""
"08/02/2017 09:00:00 - 08/02/2017 10:00:00","BZN|GB","Without Sequence","61.50","",""
"08/02/2017 10:00:00 - 08/02/2017 11:00:00","BZN|GB","Without Sequence","60.21","",""
"08/02/2017 11:00:00 - 08/02/2017 12:00:00","BZN|GB","Without Sequence","58.82","",""
"08/02/2017 12:00:00 - 08/02/2017 13:00:00","BZN|GB","Without Sequence","55.98","",""
"08/02/2017 13:00:00 - 08/02/2017 14:00:00","BZN|GB","Without Sequence","54.93","",""
"08/02/2017 14:00:00 - 08/02/2017 15:00:00","BZN|GB","Without Sequence","50.18","",""
"08/02/2017 15:00:00 - 08/02/2017 16:00:00","BZN|GB","Without Sequence","54.92","",""
"08/02/2017 16:00:00 - 08/02/2017 17:00:00","BZN|GB","Without Sequence","62.20","",""
"08/02/2017 17:00:00 - 08/02/2017 18:00:00","BZN|GB","Without Sequence","78.38","",""
"08/02/2017 18:00:00 - 08/02/2017 19:00:00","BZN|GB","Without Sequence","74.70","",""
"08/02/2017 19:00:00 - 08/02/2017 20:00:00","BZN|GB","Without Sequence","64.00","",""
"08/02/2017 20:00:00 - 08/02/2017 21:00:00","BZN|GB","Without Sequence","56.49","",""
"08/02/2017 21:00:00 - 08/02/2017 22:00:00","BZN|GB","Without Sequence","51.03","",""
"08/02/2017 22:00:00 - 08/02/2017 23:00:00","BZN|GB","Without Sequence","47.52","",""
"08/02/2017 23:00:00 - 09/02/2017 00:00:00","BZN|GB","Without Sequence","43.45","",""
"09/02/2017 00:00:00 - 09/02/2017 01:00:00","BZN|GB","Without Sequence","43.16","",""
"09/02/2017 01:00:00 - 09/02/2017 02:00:00","BZN|GB","Without Sequence","43.00","",""
"09/02/2017 02:00:00 - 09/02/2017 03:00:00","BZN|GB","Without Sequence","42.24","",""
"09/02/2017 03:00:00 - 09/02/2017 04:00:00","BZN|GB","Without Sequence","39.43","",""
"09/02/2017 04:00:00 - 09/02/2017 05:00:00","BZN|GB","Without Sequence","41.18","",""
"09/02/2017 05:00:00 - 09/02/2017 06:00:00","BZN|GB","Without Sequence","44.57","",""
"09/02/2017 06:00:00 - 09/02/2017 07:00:00","BZN|GB","Without Sequence","51.33","",""
"09/02/2017 07:00:00 - 09/02/2017 08:00:00","BZN|GB","Without Sequence","49.96","",""
"09/02/2017 08:00:00 - 09/02/2017 09:00:00","BZN|GB","Without Sequence","55.11","",""
"09/02/2017 09:00:00 - 09/02/2017 10:00:00","BZN|GB","Without Sequence","58.67","",""
"09/02/2017 10:00:00 - 09/02/2017 11:00:00","BZN|GB","Without Sequence","57.01","",""
"09/02/2017 11:00:00 - 09/02/2017 12:00:00","BZN|GB","Without Sequence","53.24","",""
"09/02/2017 12:00:00 - 09/02/2017 13:00:00","BZN|GB","Without Sequence","51.64","",""
"09/02/2017 13:00:00 - 09/02/2017 14:00:00","BZN|GB","Without Sequence","51.01","",""
"09/02/2017 14:00:00 - 09/02/2017 15:00:00","BZN|GB","Without Sequence","51.08","",""
"09/02/2017 15:00:00 - 09/02/2017 16:00:00","BZN|GB","Without Sequence","50.66","",""
"09/02/2017 16:00:00 - 09/02/2017 17:00:00","BZN|GB","Without Sequence","58.22","",""
"09/02/2017 17:00:00 - 09/02/2017 18:00:00","BZN|GB","Without Sequence","68.71","",""
"09/02/2017 18:00:00 - 09/02/2017 19:00:00","BZN|GB","Without Sequence","67.82","",""
"09/02/2017 19:00:00 - 09/02/2017 20:00:00","BZN|GB","Without Sequence","61.67","",""
"09/02/2017 20:00:00 - 09/02/2017 21:00:00","BZN|GB","Without Sequence","56.69","",""
"09/02/2017 21:00:00 - 09/02/2017 22:00:00","BZN|GB","Without Sequence","50.09","",""
"09/02/2017 22:00:00 - 09/02/2017 23:00:00","BZN|GB","Without Sequence","43.95","",""
"09/02/2017 23:00:00 - 10/02/2017 00:00:00","BZN|GB","Without Sequence","44.96","",""
"10/02/2017 00:00:00 - 10/02/2017 01:00:00","BZN|GB","Without Sequence","44.85","",""
"10/02/2017 01:00:00 - 10/02/2017 02:00:00","BZN|GB","Without Sequence","43.85","",""
"10/02/2017 02:00:00 - 10/02/2017 03:00:00","BZN|GB","Without Sequence","42.79","",""
"10/02/2017 03:00:00 - 10/02/2017 04:00:00","BZN|GB","Without Sequence","41.60","",""
"10/02/2017 04:00:00 - 10/02/2017 05:00:00","BZN|GB","Without Sequence","42.77","",""
"10/02/2017 05:00:00 - 10/02/2017 06:00:00","BZN|GB","Without Sequence","43.94","",""
"10/02/2017 06:00:00 - 10/02/2017 07:00:00","BZN|GB","Without Sequence","50.06","",""
"10/02/2017 07:00:00 - 10/02/2017 08:00:00","BZN|GB","Without Sequence","52.10","",""
"10/02/2017 08:00:00 - 10/02/2017 09:00:00","BZN|GB","Without Sequence","59.85","",""
"10/02/2017 09:00:00 - 10/02/2017 10:00:00","BZN|GB","Without Sequence","63.34","",""
"10/02/2017 10:00:00 - 10/02/2017 11:00:00","BZN|GB","Without Sequence","61.95","",""
"10/02/2017 11:00:00 - 10/02/2017 12:00:00","BZN|GB","Without Sequence","60.01","",""
"10/02/2017 12:00:00 - 10/02/2017 13:00:00","BZN|GB","Without Sequence","58.70","",""
"10/02/2017 13:00:00 - 10/02/2017 14:00:00","BZN|GB","Without Sequence","56.01","",""
"10/02/2017 14:00:00 - 10/02/2017 15:00:00","BZN|GB","Without Sequence","48.01","",""
"10/02/2017 15:00:00 - 10/02/2017 16:00:00","BZN|GB","Without Sequence","46.60","",""
"10/02/2017 16:00:00 - 10/02/2017 17:00:00","BZN|GB","Without Sequence","58.67","",""
"10/02/2017 17:00:00 - 10/02/2017 18:00:00","BZN|GB","Without Sequence","74.93","",""
"10/02/2017 18:00:00 - 10/02/2017 19:00:00","BZN|GB","Without Sequence","73.27","",""
"10/02/2017 19:00:00 - 10/02/2017 20:00:00","BZN|GB","Without Sequence","64.48","",""
"10/02/2017 20:00:00 - 10/02/2017 21:00:00","BZN|GB","Without Sequence","56.10","",""
"10/02/2017 21:00:00 - 10/02/2017 22:00:00","BZN|GB","Without Sequence","49.82","",""
"10/02/2017 22:00:00 - 10/02/2017 23:00:00","BZN|GB","Without Sequence","43.92","",""
"10/02/2017 23:00:00 - 11/02/2017 00:00:00","BZN|GB","Without Sequence","52.06","",""
"11/02/2017 00:00:00 - 11/02/2017 01:00:00","BZN|GB","Without Sequence","48.90","",""
"11/02/2017 01:00:00 - 11/02/2017 02:00:00","BZN|GB","Without Sequence","45.19","",""
"11/02/2017 02:00:00 - 11/02/2017 03:00:00","BZN|GB","Without Sequence","42.46","",""
"11/02/2017 03:00:00 - 11/02/2017 04:00:00","BZN|GB","Without Sequence","41.09","",""
"11/02/2017 04:00:00 - 11/02/2017 05:00:00","BZN|GB","Without Sequence","39.09","",""
"11/02/2017 05:00:00 - 11/02/2017 06:00:00","BZN|GB","Without Sequence","41.04","",""
"11/02/2017 06:00:00 - 11/02/2017 07:00:00","BZN|GB","Without Sequence","40.52","",""
"11/02/2017 07:00:00 - 11/02/2017 08:00:00","BZN|GB","Without Sequence","42.05","",""
"11/02/2017 08:00:00 - 11/02/2017 09:00:00","BZN|GB","Without Sequence","46.97","",""
"11/02/2017 09:00:00 - 11/02/2017 10:00:00","BZN|GB","Without Sequence","55.95","",""
"11/02/2017 10:00:00 - 11/02/2017 11:00:00","BZN|GB","Without Sequence","53.87","",""
"11/02/2017 11:00:00 - 11/02/2017 12:00:00","BZN|GB","Without Sequence","54.55","",""
"11/02/2017 12:00:00 - 11/02/2017 13:00:00","BZN|GB","Without Sequence","50.83","",""
"11/02/2017 13:00:00 - 11/02/2017 14:00:00","BZN|GB","Without Sequence","44.75","",""
"11/02/2017 14:00:00 - 11/02/2017 15:00:00","BZN|GB","Without Sequence","43.56","",""
"11/02/2017 15:00:00 - 11/02/2017 16:00:00","BZN|GB","Without Sequence","42.70","",""
"11/02/2017 16:00:00 - 11/02/2017 17:00:00","BZN|GB","Without Sequence","43.91","",""
"11/02/2017 17:00:00 - 11/02/2017 18:00:00","BZN|GB","Without Sequence","69.96","",""
"11/02/2017 18:00:00 - 11/02/2017 19:00:00","BZN|GB","Without Sequence","79.67","",""
"11/02/2017 19:00:00 - 11/02/2017 20:00:00","BZN|GB","Without Sequence","54.34","",""
"11/02/2017 20:00:00 - 11/02/2017 21:00:00","BZN|GB","Without Sequence","50.01","",""
"11/02/2017 21:00:00 - 11/02/2017 22:00:00","BZN|GB","Without Sequence","45.97","",""
"11/02/2017 22:00:00 - 11/02/2017 23:00:00","BZN|GB","Without Sequence","43.93","",""
"11/02/2017 23:00:00 - 12/02/2017 00:00:00","BZN|GB","Without Sequence","52.85","",""
"12/02/2017 00:00:00 - 12/02/2017 01:00:00","BZN|GB","Without Sequence","50.00","",""
"12/02/2017 01:00:00 - 12/02/2017 02:00:00","BZN|GB","Without Sequence","49.59","",""
"12/02/2017 02:00:00 - 12/02/2017 03:00:00","BZN|GB","Without Sequence","41.06","",""
"12/02/2017 03:00:00 - 12/02/2017 04:00:00","BZN|GB","Without Sequence","40.20","",""
"12/02/2017 04:00:00 - 12/02/2017 05:00:00","BZN|GB","Without Sequence","36.00","",""
"12/02/2017 05:00:00 - 12/02/2017 06:00:00","BZN|GB","Without Sequence","34.41","",""
"12/02/2017 06:00:00 - 12/02/2017 07:00:00","BZN|GB","Without Sequence","37.93","",""
"12/02/2017 07:00:00 - 12/02/2017 08:00:00","BZN|GB","Without Sequence","32.08","",""
"12/02/2017 08:00:00 - 12/02/2017 09:00:00","BZN|GB","Without Sequence","39.97","",""
"12/02/2017 09:00:00 - 12/02/2017 10:00:00","BZN|GB","Without Sequence","41.94","",""
"12/02/2017 10:00:00 - 12/02/2017 11:00:00","BZN|GB","Without Sequence","49.82","",""
"12/02/2017 11:00:00 - 12/02/2017 12:00:00","BZN|GB","Without Sequence","53.50","",""
"12/02/2017 12:00:00 - 12/02/2017 13:00:00","BZN|GB","Without Sequence","55.00","",""
"12/02/2017 13:00:00 - 12/02/2017 14:00:00","BZN|GB","Without Sequence","54.00","",""
"12/02/2017 14:00:00 - 12/02/2017 15:00:00","BZN|GB","Without Sequence","44.41","",""
"12/02/2017 15:00:00 - 12/02/2017 16:00:00","BZN|GB","Without Sequence","42.00","",""
"12/02/2017 16:00:00 - 12/02/2017 17:00:00","BZN|GB","Without Sequence","41.79","",""
"12/02/2017 17:00:00 - 12/02/2017 18:00:00","BZN|GB","Without Sequence","65.00","",""
"12/02/2017 18:00:00 - 12/02/2017 19:00:00","BZN|GB","Without Sequence","74.97","",""
"12/02/2017 19:00:00 - 12/02/2017 20:00:00","BZN|GB","Without Sequence","55.00","",""
"12/02/2017 20:00:00 - 12/02/2017 21:00:00","BZN|GB","Without Sequence","55.30","",""
"12/02/2017 21:00:00 - 12/02/2017 22:00:00","BZN|GB","Without Sequence","41.57","",""
"12/02/2017 22:00:00 - 12/02/2017 23:00:00","BZN|GB","Without Sequence","35.38","",""
"12/02/2017 23:00:00 - 13/02/2017 00:00:00","BZN|GB","Without Sequence","39.71","",""
"13/02/2017 00:00:00 - 13/02/2017 01:00:00","BZN|GB","Without Sequence","42.41","",""
"13/02/2017 01:00:00 - 13/02/2017 02:00:00","BZN|GB","Without Sequence","42.10","",""
"13/02/2017 02:00:00 - 13/02/2017 03:00:00","BZN|GB","Without Sequence","40.80","",""
"13/02/2017 03:00:00 - 13/02/2017 04:00:00","BZN|GB","Without Sequence","39.50","",""
"13/02/2017 04:00:00 - 13/02/2017 05:00:00","BZN|GB","Without Sequence","39.49","",""
"13/02/2017 05:00:00 - 13/02/2017 06:00:00","BZN|GB","Without Sequence","39.50","",""
"13/02/2017 06:00:00 - 13/02/2017 07:00:00","BZN|GB","Without Sequence","50.90","",""
"13/02/2017 07:00:00 - 13/02/2017 08:00:00","BZN|GB","Without Sequence","51.71","",""
"13/02/2017 08:00:00 - 13/02/2017 09:00:00","BZN|GB","Without Sequence","52.22","",""
"13/02/2017 09:00:00 - 13/02/2017 10:00:00","BZN|GB","Without Sequence","55.33","",""
"13/02/2017 10:00:00 - 13/02/2017 11:00:00","BZN|GB","Without Sequence","49.98","",""
"13/02/2017 11:00:00 - 13/02/2017 12:00:00","BZN|GB","Without Sequence","47.63","",""
"13/02/2017 12:00:00 - 13/02/2017 13:00:00","BZN|GB","Without Sequence","45.79","",""
"13/02/2017 13:00:00 - 13/02/2017 14:00:00","BZN|GB","Without Sequence","43.02","",""
"13/02/2017 14:00:00 - 13/02/2017 15:00:00","BZN|GB","Without Sequence","42.53","",""
"13/02/2017 15:00:00 - 13/02/2017 16:00:00","BZN|GB","Without Sequence","43.13","",""
"13/02/2017 16:00:00 - 13/02/2017 17:00:00","BZN|GB","Without Sequence","46.99","",""
"13/02/2017 17:00:00 - 13/02/2017 18:00:00","BZN|GB","Without Sequence","67.59","",""
"13/02/2017 18:00:00 - 13/02/2017 19:00:00","BZN|GB","Without Sequence","75.30","",""
"13/02/2017 19:00:00 - 13/02/2017 20:00:00","BZN|GB","Without Sequence","64.91","",""
"13/02/2017 20:00:00 - 13/02/2017 21:00:00","BZN|GB","Without Sequence","61.61","",""
"13/02/2017 21:00:00 - 13/02/2017 22:00:00","BZN|GB","Without Sequence","42.41","",""
"13/02/2017 22:00:00 - 13/02/2017 23:00:00","BZN|GB","Without Sequence","40.80","",""
"13/02/2017 23:00:00 - 14/02/2017 00:00:00","BZN|GB","Without Sequence","41.90","",""
"14/02/2017 00:00:00 - 14/02/2017 01:00:00","BZN|GB","Without Sequence","42.85","",""
"14/02/2017 01:00:00 - 14/02/2017 02:00:00","BZN|GB","Without Sequence","43.01","",""
"14/02/2017 02:00:00 - 14/02/2017 03:00:00","BZN|GB","Without Sequence","40.75","",""
"14/02/2017 03:00:00 - 14/02/2017 04:00:00","BZN|GB","Without Sequence","39.94","",""
"14/02/2017 04:00:00 - 14/02/2017 05:00:00","BZN|GB","Without Sequence","38.89","",""
"14/02/2017 05:00:00 - 14/02/2017 06:00:00","BZN|GB","Without Sequence","42.16","",""
"14/02/2017 06:00:00 - 14/02/2017 07:00:00","BZN|GB","Without Sequence","53.05","",""
"14/02/2017 07:00:00 - 14/02/2017 08:00:00","BZN|GB","Without Sequence","46.92","",""
"14/02/2017 08:00:00 - 14/02/2017 09:00:00","BZN|GB","Without Sequence","54.30","",""
"14/02/2017 09:00:00 - 14/02/2017 10:00:00","BZN|GB","Without Sequence","53.68","",""
"14/02/2017 10:00:00 - 14/02/2017 11:00:00","BZN|GB","Without Sequence","50.24","",""
"14/02/2017 11:00:00 - 14/02/2017 12:00:00","BZN|GB","Without Sequence","50.22","",""
"14/02/2017 12:00:00 - 14/02/2017 13:00:00","BZN|GB","Without Sequence","49.79","",""
"14/02/2017 13:00:00 - 14/02/2017 14:00:00","BZN|GB","Without Sequence","47.26","",""
"14/02/2017 14:00:00 - 14/02/2017 15:00:00","BZN|GB","Without Sequence","47.92","",""
"14/02/2017 15:00:00 - 14/02/2017 16:00:00","BZN|GB","Without Sequence","56.96","",""
"14/02/2017 16:00:00 - 14/02/2017 17:00:00","BZN|GB","Without Sequence","53.97","",""
"14/02/2017 17:00:00 - 14/02/2017 18:00:00","BZN|GB","Without Sequence","71.10","",""
"14/02/2017 18:00:00 - 14/02/2017 19:00:00","BZN|GB","Without Sequence","83.17","",""
"14/02/2017 19:00:00 - 14/02/2017 20:00:00","BZN|GB","Without Sequence","69.42","",""
"14/02/2017 20:00:00 - 14/02/2017 21:00:00","BZN|GB","Without Sequence","60.93","",""
"14/02/2017 21:00:00 - 14/02/2017 22:00:00","BZN|GB","Without Sequence","46.45","",""
"14/02/2017 22:00:00 - 14/02/2017 23:00:00","BZN|GB","Without Sequence","42.54","",""
"14/02/2017 23:00:00 - 15/02/2017 00:00:00","BZN|GB","Without Sequence","41.06","",""
"15/02/2017 00:00:00 - 15/02/2017 01:00:00","BZN|GB","Without Sequence","41.56","",""
"15/02/2017 01:00:00 - 15/02/2017 02:00:00","BZN|GB","Without Sequence","41.42","",""
"15/02/2017 02:00:00 - 15/02/2017 03:00:00","BZN|GB","Without Sequence","39.97","",""
"15/02/2017 03:00:00 - 15/02/2017 04:00:00","BZN|GB","Without Sequence","38.00","",""
"15/02/2017 04:00:00 - 15/02/2017 05:00:00","BZN|GB","Without Sequence","37.41","",""
"15/02/2017 05:00:00 - 15/02/2017 06:00:00","BZN|GB","Without Sequence","41.02","",""
"15/02/2017 06:00:00 - 15/02/2017 07:00:00","BZN|GB","Without Sequence","51.96","",""
"15/02/2017 07:00:00 - 15/02/2017 08:00:00","BZN|GB","Without Sequence","51.93","",""
"15/02/2017 08:00:00 - 15/02/2017 09:00:00","BZN|GB","Without Sequence","53.32","",""
"15/02/2017 09:00:00 - 15/02/2017 10:00:00","BZN|GB","Without Sequence","57.44","",""
"15/02/2017 10:00:00 - 15/02/2017 11:00:00","BZN|GB","Without Sequence","52.20","",""
"15/02/2017 11:00:00 - 15/02/2017 12:00:00","BZN|GB","Without Sequence","47.70","",""
"15/02/2017 12:00:00 - 15/02/2017 13:00:00","BZN|GB","Without Sequence","45.92","",""
"15/02/2017 13:00:00 - 15/02/2017 14:00:00","BZN|GB","Without Sequence","42.63","",""
"15/02/2017 14:00:00 - 15/02/2017 15:00:00","BZN|GB","Without Sequence","44.40","",""
"15/02/2017 15:00:00 - 15/02/2017 16:00:00","BZN|GB","Without Sequence","47.42","",""
"15/02/2017 16:00:00 - 15/02/2017 17:00:00","BZN|GB","Without Sequence","51.54","",""
"15/02/2017 17:00:00 - 15/02/2017 18:00:00","BZN|GB","Without Sequence","65.78","",""
"15/02/2017 18:00:00 - 15/02/2017 19:00:00","BZN|GB","Without Sequence","79.94","",""
"15/02/2017 19:00:00 - 15/02/2017 20:00:00","BZN|GB","Without Sequence","62.59","",""
"15/02/2017 20:00:00 - 15/02/2017 21:00:00","BZN|GB","Without Sequence","50.99","",""
"15/02/2017 21:00:00 - 15/02/2017 22:00:00","BZN|GB","Without Sequence","43.82","",""
"15/02/2017 22:00:00 - 15/02/2017 23:00:00","BZN|GB","Without Sequence","40.54","",""
"15/02/2017 23:00:00 - 16/02/2017 00:00:00","BZN|GB","Without Sequence","41.95","",""
"16/02/2017 00:00:00 - 16/02/2017 01:00:00","BZN|GB","Without Sequence","40.97","",""
"16/02/2017 01:00:00 - 16/02/2017 02:00:00","BZN|GB","Without Sequence","39.94","",""
"16/02/2017 02:00:00 - 16/02/2017 03:00:00","BZN|GB","Without Sequence","38.92","",""
"16/02/2017 03:00:00 - 16/02/2017 04:00:00","BZN|GB","Without Sequence","36.97","",""
"16/02/2017 04:00:00 - 16/02/2017 05:00:00","BZN|GB","Without Sequence","37.75","",""
"16/02/2017 05:00:00 - 16/02/2017 06:00:00","BZN|GB","Without Sequence","40.58","",""
"16/02/2017 06:00:00 - 16/02/2017 07:00:00","BZN|GB","Without Sequence","50.03","",""
"16/02/2017 07:00:00 - 16/02/2017 08:00:00","BZN|GB","Without Sequence","44.91","",""
"16/02/2017 08:00:00 - 16/02/2017 09:00:00","BZN|GB","Without Sequence","52.71","",""
"16/02/2017 09:00:00 - 16/02/2017 10:00:00","BZN|GB","Without Sequence","51.28","",""
"16/02/2017 10:00:00 - 16/02/2017 11:00:00","BZN|GB","Without Sequence","49.54","",""
"16/02/2017 11:00:00 - 16/02/2017 12:00:00","BZN|GB","Without Sequence","43.94","",""
"16/02/2017 12:00:00 - 16/02/2017 13:00:00","BZN|GB","Without Sequence","43.02","",""
"16/02/2017 13:00:00 - 16/02/2017 14:00:00","BZN|GB","Without Sequence","42.08","",""
"16/02/2017 14:00:00 - 16/02/2017 15:00:00","BZN|GB","Without Sequence","44.00","",""
"16/02/2017 15:00:00 - 16/02/2017 16:00:00","BZN|GB","Without Sequence","44.34","",""
"16/02/2017 16:00:00 - 16/02/2017 17:00:00","BZN|GB","Without Sequence","49.22","",""
"16/02/2017 17:00:00 - 16/02/2017 18:00:00","BZN|GB","Without Sequence","60.93","",""
"16/02/2017 18:00:00 - 16/02/2017 19:00:00","BZN|GB","Without Sequence","75.93","",""
"16/02/2017 19:00:00 - 16/02/2017 20:00:00","BZN|GB","Without Sequence","64.28","",""
"16/02/2017 20:00:00 - 16/02/2017 21:00:00","BZN|GB","Without Sequence","49.83","",""
"16/02/2017 21:00:00 - 16/02/2017 22:00:00","BZN|GB","Without Sequence","46.05","",""
