"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"03/04/2015 08:00:00 - 03/04/2015 09:00:00","BZN|GB","Without Sequence","53.16","",""
"03/04/2015 09:00:00 - 03/04/2015 10:00:00","BZN|GB","Without Sequence","57.48","",""
"03/04/2015 10:00:00 - 03/04/2015 11:00:00","BZN|GB","Without Sequence","55.00","",""
"03/04/2015 11:00:00 - 03/04/2015 12:00:00","BZN|GB","Without Sequence","53.91","",""
"03/04/2015 12:00:00 - 03/04/2015 13:00:00","BZN|GB","Without Sequence","42.07","",""
"03/04/2015 13:00:00 - 03/04/2015 14:00:00","BZN|GB","Without Sequence","41.58","",""
"03/04/2015 14:00:00 - 03/04/2015 15:00:00","BZN|GB","Without Sequence","41.57","",""
"03/04/2015 15:00:00 - 03/04/2015 16:00:00","BZN|GB","Without Sequence","50.07","",""
"03/04/2015 16:00:00 - 03/04/2015 17:00:00","BZN|GB","Without Sequence","42.02","",""
"03/04/2015 17:00:00 - 03/04/2015 18:00:00","BZN|GB","Without Sequence","42.07","",""
"03/04/2015 18:00:00 - 03/04/2015 19:00:00","BZN|GB","Without Sequence","54.91","",""
"03/04/2015 19:00:00 - 03/04/2015 20:00:00","BZN|GB","Without Sequence","62.55","",""
"03/04/2015 20:00:00 - 03/04/2015 21:00:00","BZN|GB","Without Sequence","45.54","",""
"03/04/2015 21:00:00 - 03/04/2015 22:00:00","BZN|GB","Without Sequence","40.84","",""
"03/04/2015 22:00:00 - 03/04/2015 23:00:00","BZN|GB","Without Sequence","42.10","",""
"03/04/2015 23:00:00 - 04/04/2015 00:00:00","BZN|GB","Without Sequence","39.28","",""
"04/04/2015 00:00:00 - 04/04/2015 01:00:00","BZN|GB","Without Sequence","39.96","",""
"04/04/2015 01:00:00 - 04/04/2015 02:00:00","BZN|GB","Without Sequence","39.46","",""
"04/04/2015 02:00:00 - 04/04/2015 03:00:00","BZN|GB","Without Sequence","37.98","",""
"04/04/2015 03:00:00 - 04/04/2015 04:00:00","BZN|GB","Without Sequence","36.97","",""
"04/04/2015 04:00:00 - 04/04/2015 05:00:00","BZN|GB","Without Sequence","36.92","",""
"04/04/2015 05:00:00 - 04/04/2015 06:00:00","BZN|GB","Without Sequence","38.97","",""
"04/04/2015 06:00:00 - 04/04/2015 07:00:00","BZN|GB","Without Sequence","39.82","",""
"04/04/2015 07:00:00 - 04/04/2015 08:00:00","BZN|GB","Without Sequence","42.57","",""
"04/04/2015 08:00:00 - 04/04/2015 09:00:00","BZN|GB","Without Sequence","48.58","",""
"04/04/2015 09:00:00 - 04/04/2015 10:00:00","BZN|GB","Without Sequence","55.90","",""
"04/04/2015 10:00:00 - 04/04/2015 11:00:00","BZN|GB","Without Sequence","57.97","",""
"04/04/2015 11:00:00 - 04/04/2015 12:00:00","BZN|GB","Without Sequence","48.00","",""
"04/04/2015 12:00:00 - 04/04/2015 13:00:00","BZN|GB","Without Sequence","42.05","",""
"04/04/2015 13:00:00 - 04/04/2015 14:00:00","BZN|GB","Without Sequence","41.91","",""
"04/04/2015 14:00:00 - 04/04/2015 15:00:00","BZN|GB","Without Sequence","40.30","",""
"04/04/2015 15:00:00 - 04/04/2015 16:00:00","BZN|GB","Without Sequence","40.90","",""
"04/04/2015 16:00:00 - 04/04/2015 17:00:00","BZN|GB","Without Sequence","44.91","",""
"04/04/2015 17:00:00 - 04/04/2015 18:00:00","BZN|GB","Without Sequence","47.81","",""
"04/04/2015 18:00:00 - 04/04/2015 19:00:00","BZN|GB","Without Sequence","55.78","",""
"04/04/2015 19:00:00 - 04/04/2015 20:00:00","BZN|GB","Without Sequence","74.43","",""
"04/04/2015 20:00:00 - 04/04/2015 21:00:00","BZN|GB","Without Sequence","64.90","",""
"04/04/2015 21:00:00 - 04/04/2015 22:00:00","BZN|GB","Without Sequence","45.73","",""
"04/04/2015 22:00:00 - 04/04/2015 23:00:00","BZN|GB","Without Sequence","67.34","",""
"04/04/2015 23:00:00 - 05/04/2015 00:00:00","BZN|GB","Without Sequence","38.96","",""
"05/04/2015 00:00:00 - 05/04/2015 01:00:00","BZN|GB","Without Sequence","40.02","",""
"05/04/2015 01:00:00 - 05/04/2015 02:00:00","BZN|GB","Without Sequence","38.66","",""
"05/04/2015 02:00:00 - 05/04/2015 03:00:00","BZN|GB","Without Sequence","37.98","",""
"05/04/2015 03:00:00 - 05/04/2015 04:00:00","BZN|GB","Without Sequence","37.43","",""
"05/04/2015 04:00:00 - 05/04/2015 05:00:00","BZN|GB","Without Sequence","37.45","",""
"05/04/2015 05:00:00 - 05/04/2015 06:00:00","BZN|GB","Without Sequence","37.46","",""
"05/04/2015 06:00:00 - 05/04/2015 07:00:00","BZN|GB","Without Sequence","37.93","",""
"05/04/2015 07:00:00 - 05/04/2015 08:00:00","BZN|GB","Without Sequence","41.06","",""
"05/04/2015 08:00:00 - 05/04/2015 09:00:00","BZN|GB","Without Sequence","42.01","",""
"05/04/2015 09:00:00 - 05/04/2015 10:00:00","BZN|GB","Without Sequence","46.91","",""
"05/04/2015 10:00:00 - 05/04/2015 11:00:00","BZN|GB","Without Sequence","49.01","",""
"05/04/2015 11:00:00 - 05/04/2015 12:00:00","BZN|GB","Without Sequence","49.91","",""
"05/04/2015 12:00:00 - 05/04/2015 13:00:00","BZN|GB","Without Sequence","42.52","",""
"05/04/2015 13:00:00 - 05/04/2015 14:00:00","BZN|GB","Without Sequence","41.50","",""
"05/04/2015 14:00:00 - 05/04/2015 15:00:00","BZN|GB","Without Sequence","40.29","",""
"05/04/2015 15:00:00 - 05/04/2015 16:00:00","BZN|GB","Without Sequence","41.58","",""
"05/04/2015 16:00:00 - 05/04/2015 17:00:00","BZN|GB","Without Sequence","42.07","",""
"05/04/2015 17:00:00 - 05/04/2015 18:00:00","BZN|GB","Without Sequence","45.00","",""
"05/04/2015 18:00:00 - 05/04/2015 19:00:00","BZN|GB","Without Sequence","57.00","",""
"05/04/2015 19:00:00 - 05/04/2015 20:00:00","BZN|GB","Without Sequence","82.99","",""
"05/04/2015 20:00:00 - 05/04/2015 21:00:00","BZN|GB","Without Sequence","52.00","",""
"05/04/2015 21:00:00 - 05/04/2015 22:00:00","BZN|GB","Without Sequence","42.03","",""
"05/04/2015 22:00:00 - 05/04/2015 23:00:00","BZN|GB","Without Sequence","52.05","",""
"05/04/2015 23:00:00 - 06/04/2015 00:00:00","BZN|GB","Without Sequence","40.37","",""
"06/04/2015 00:00:00 - 06/04/2015 01:00:00","BZN|GB","Without Sequence","40.38","",""
"06/04/2015 01:00:00 - 06/04/2015 02:00:00","BZN|GB","Without Sequence","40.37","",""
"06/04/2015 02:00:00 - 06/04/2015 03:00:00","BZN|GB","Without Sequence","37.95","",""
"06/04/2015 03:00:00 - 06/04/2015 04:00:00","BZN|GB","Without Sequence","36.97","",""
"06/04/2015 04:00:00 - 06/04/2015 05:00:00","BZN|GB","Without Sequence","36.94","",""
"06/04/2015 05:00:00 - 06/04/2015 06:00:00","BZN|GB","Without Sequence","39.00","",""
"06/04/2015 06:00:00 - 06/04/2015 07:00:00","BZN|GB","Without Sequence","38.73","",""
"06/04/2015 07:00:00 - 06/04/2015 08:00:00","BZN|GB","Without Sequence","42.00","",""
"06/04/2015 08:00:00 - 06/04/2015 09:00:00","BZN|GB","Without Sequence","49.92","",""
"06/04/2015 09:00:00 - 06/04/2015 10:00:00","BZN|GB","Without Sequence","48.50","",""
"06/04/2015 10:00:00 - 06/04/2015 11:00:00","BZN|GB","Without Sequence","50.00","",""
"06/04/2015 11:00:00 - 06/04/2015 12:00:00","BZN|GB","Without Sequence","41.91","",""
"06/04/2015 12:00:00 - 06/04/2015 13:00:00","BZN|GB","Without Sequence","41.09","",""
"06/04/2015 13:00:00 - 06/04/2015 14:00:00","BZN|GB","Without Sequence","40.00","",""
"06/04/2015 14:00:00 - 06/04/2015 15:00:00","BZN|GB","Without Sequence","38.20","",""
"06/04/2015 15:00:00 - 06/04/2015 16:00:00","BZN|GB","Without Sequence","40.00","",""
"06/04/2015 16:00:00 - 06/04/2015 17:00:00","BZN|GB","Without Sequence","40.87","",""
"06/04/2015 17:00:00 - 06/04/2015 18:00:00","BZN|GB","Without Sequence","43.00","",""
"06/04/2015 18:00:00 - 06/04/2015 19:00:00","BZN|GB","Without Sequence","54.94","",""
"06/04/2015 19:00:00 - 06/04/2015 20:00:00","BZN|GB","Without Sequence","72.95","",""
"06/04/2015 20:00:00 - 06/04/2015 21:00:00","BZN|GB","Without Sequence","43.99","",""
"06/04/2015 21:00:00 - 06/04/2015 22:00:00","BZN|GB","Without Sequence","40.06","",""
"06/04/2015 22:00:00 - 06/04/2015 23:00:00","BZN|GB","Without Sequence","40.91","",""
"06/04/2015 23:00:00 - 07/04/2015 00:00:00","BZN|GB","Without Sequence","34.27","",""
"07/04/2015 00:00:00 - 07/04/2015 01:00:00","BZN|GB","Without Sequence","37.98","",""
"07/04/2015 01:00:00 - 07/04/2015 02:00:00","BZN|GB","Without Sequence","37.95","",""
"07/04/2015 02:00:00 - 07/04/2015 03:00:00","BZN|GB","Without Sequence","36.49","",""
"07/04/2015 03:00:00 - 07/04/2015 04:00:00","BZN|GB","Without Sequence","36.21","",""
"07/04/2015 04:00:00 - 07/04/2015 05:00:00","BZN|GB","Without Sequence","38.94","",""
"07/04/2015 05:00:00 - 07/04/2015 06:00:00","BZN|GB","Without Sequence","45.64","",""
"07/04/2015 06:00:00 - 07/04/2015 07:00:00","BZN|GB","Without Sequence","59.14","",""
"07/04/2015 07:00:00 - 07/04/2015 08:00:00","BZN|GB","Without Sequence","59.14","",""
"07/04/2015 08:00:00 - 07/04/2015 09:00:00","BZN|GB","Without Sequence","64.91","",""
"07/04/2015 09:00:00 - 07/04/2015 10:00:00","BZN|GB","Without Sequence","58.35","",""
"07/04/2015 10:00:00 - 07/04/2015 11:00:00","BZN|GB","Without Sequence","53.05","",""
"07/04/2015 11:00:00 - 07/04/2015 12:00:00","BZN|GB","Without Sequence","45.69","",""
"07/04/2015 12:00:00 - 07/04/2015 13:00:00","BZN|GB","Without Sequence","44.95","",""
"07/04/2015 13:00:00 - 07/04/2015 14:00:00","BZN|GB","Without Sequence","41.10","",""
"07/04/2015 14:00:00 - 07/04/2015 15:00:00","BZN|GB","Without Sequence","41.00","",""
"07/04/2015 15:00:00 - 07/04/2015 16:00:00","BZN|GB","Without Sequence","41.98","",""
"07/04/2015 16:00:00 - 07/04/2015 17:00:00","BZN|GB","Without Sequence","46.91","",""
"07/04/2015 17:00:00 - 07/04/2015 18:00:00","BZN|GB","Without Sequence","50.24","",""
"07/04/2015 18:00:00 - 07/04/2015 19:00:00","BZN|GB","Without Sequence","51.08","",""
"07/04/2015 19:00:00 - 07/04/2015 20:00:00","BZN|GB","Without Sequence","71.01","",""
"07/04/2015 20:00:00 - 07/04/2015 21:00:00","BZN|GB","Without Sequence","47.05","",""
"07/04/2015 21:00:00 - 07/04/2015 22:00:00","BZN|GB","Without Sequence","47.06","",""
"07/04/2015 22:00:00 - 07/04/2015 23:00:00","BZN|GB","Without Sequence","40.48","",""
"07/04/2015 23:00:00 - 08/04/2015 00:00:00","BZN|GB","Without Sequence","36.45","",""
"08/04/2015 00:00:00 - 08/04/2015 01:00:00","BZN|GB","Without Sequence","38.26","",""
"08/04/2015 01:00:00 - 08/04/2015 02:00:00","BZN|GB","Without Sequence","37.58","",""
"08/04/2015 02:00:00 - 08/04/2015 03:00:00","BZN|GB","Without Sequence","34.19","",""
"08/04/2015 03:00:00 - 08/04/2015 04:00:00","BZN|GB","Without Sequence","34.00","",""
"08/04/2015 04:00:00 - 08/04/2015 05:00:00","BZN|GB","Without Sequence","38.83","",""
"08/04/2015 05:00:00 - 08/04/2015 06:00:00","BZN|GB","Without Sequence","47.85","",""
"08/04/2015 06:00:00 - 08/04/2015 07:00:00","BZN|GB","Without Sequence","61.99","",""
"08/04/2015 07:00:00 - 08/04/2015 08:00:00","BZN|GB","Without Sequence","69.14","",""
"08/04/2015 08:00:00 - 08/04/2015 09:00:00","BZN|GB","Without Sequence","49.91","",""
"08/04/2015 09:00:00 - 08/04/2015 10:00:00","BZN|GB","Without Sequence","44.72","",""
"08/04/2015 10:00:00 - 08/04/2015 11:00:00","BZN|GB","Without Sequence","41.00","",""
"08/04/2015 11:00:00 - 08/04/2015 12:00:00","BZN|GB","Without Sequence","40.80","",""
"08/04/2015 12:00:00 - 08/04/2015 13:00:00","BZN|GB","Without Sequence","40.57","",""
"08/04/2015 13:00:00 - 08/04/2015 14:00:00","BZN|GB","Without Sequence","40.06","",""
"08/04/2015 14:00:00 - 08/04/2015 15:00:00","BZN|GB","Without Sequence","40.02","",""
"08/04/2015 15:00:00 - 08/04/2015 16:00:00","BZN|GB","Without Sequence","40.56","",""
"08/04/2015 16:00:00 - 08/04/2015 17:00:00","BZN|GB","Without Sequence","41.58","",""
"08/04/2015 17:00:00 - 08/04/2015 18:00:00","BZN|GB","Without Sequence","41.59","",""
"08/04/2015 18:00:00 - 08/04/2015 19:00:00","BZN|GB","Without Sequence","54.08","",""
"08/04/2015 19:00:00 - 08/04/2015 20:00:00","BZN|GB","Without Sequence","64.95","",""
"08/04/2015 20:00:00 - 08/04/2015 21:00:00","BZN|GB","Without Sequence","47.58","",""
"08/04/2015 21:00:00 - 08/04/2015 22:00:00","BZN|GB","Without Sequence","39.53","",""
"08/04/2015 22:00:00 - 08/04/2015 23:00:00","BZN|GB","Without Sequence","41.02","",""
"08/04/2015 23:00:00 - 09/04/2015 00:00:00","BZN|GB","Without Sequence","36.90","",""
"09/04/2015 00:00:00 - 09/04/2015 01:00:00","BZN|GB","Without Sequence","38.71","",""
"09/04/2015 01:00:00 - 09/04/2015 02:00:00","BZN|GB","Without Sequence","38.21","",""
"09/04/2015 02:00:00 - 09/04/2015 03:00:00","BZN|GB","Without Sequence","35.92","",""
"09/04/2015 03:00:00 - 09/04/2015 04:00:00","BZN|GB","Without Sequence","34.48","",""
"09/04/2015 04:00:00 - 09/04/2015 05:00:00","BZN|GB","Without Sequence","38.27","",""
"09/04/2015 05:00:00 - 09/04/2015 06:00:00","BZN|GB","Without Sequence","47.50","",""
"09/04/2015 06:00:00 - 09/04/2015 07:00:00","BZN|GB","Without Sequence","53.33","",""
"09/04/2015 07:00:00 - 09/04/2015 08:00:00","BZN|GB","Without Sequence","57.81","",""
"09/04/2015 08:00:00 - 09/04/2015 09:00:00","BZN|GB","Without Sequence","56.50","",""
"09/04/2015 09:00:00 - 09/04/2015 10:00:00","BZN|GB","Without Sequence","51.07","",""
"09/04/2015 10:00:00 - 09/04/2015 11:00:00","BZN|GB","Without Sequence","48.05","",""
"09/04/2015 11:00:00 - 09/04/2015 12:00:00","BZN|GB","Without Sequence","41.07","",""
"09/04/2015 12:00:00 - 09/04/2015 13:00:00","BZN|GB","Without Sequence","39.93","",""
"09/04/2015 13:00:00 - 09/04/2015 14:00:00","BZN|GB","Without Sequence","39.16","",""
"09/04/2015 14:00:00 - 09/04/2015 15:00:00","BZN|GB","Without Sequence","39.34","",""
"09/04/2015 15:00:00 - 09/04/2015 16:00:00","BZN|GB","Without Sequence","41.85","",""
"09/04/2015 16:00:00 - 09/04/2015 17:00:00","BZN|GB","Without Sequence","43.85","",""
"09/04/2015 17:00:00 - 09/04/2015 18:00:00","BZN|GB","Without Sequence","44.01","",""
"09/04/2015 18:00:00 - 09/04/2015 19:00:00","BZN|GB","Without Sequence","52.09","",""
"09/04/2015 19:00:00 - 09/04/2015 20:00:00","BZN|GB","Without Sequence","69.92","",""
"09/04/2015 20:00:00 - 09/04/2015 21:00:00","BZN|GB","Without Sequence","48.78","",""
"09/04/2015 21:00:00 - 09/04/2015 22:00:00","BZN|GB","Without Sequence","39.83","",""
"09/04/2015 22:00:00 - 09/04/2015 23:00:00","BZN|GB","Without Sequence","42.97","",""
"09/04/2015 23:00:00 - 10/04/2015 00:00:00","BZN|GB","Without Sequence","37.99","",""
"10/04/2015 00:00:00 - 10/04/2015 01:00:00","BZN|GB","Without Sequence","38.92","",""
"10/04/2015 01:00:00 - 10/04/2015 02:00:00","BZN|GB","Without Sequence","37.99","",""
"10/04/2015 02:00:00 - 10/04/2015 03:00:00","BZN|GB","Without Sequence","35.98","",""
"10/04/2015 03:00:00 - 10/04/2015 04:00:00","BZN|GB","Without Sequence","34.03","",""
"10/04/2015 04:00:00 - 10/04/2015 05:00:00","BZN|GB","Without Sequence","36.91","",""
"10/04/2015 05:00:00 - 10/04/2015 06:00:00","BZN|GB","Without Sequence","40.92","",""
"10/04/2015 06:00:00 - 10/04/2015 07:00:00","BZN|GB","Without Sequence","45.78","",""
"10/04/2015 07:00:00 - 10/04/2015 08:00:00","BZN|GB","Without Sequence","59.92","",""
"10/04/2015 08:00:00 - 10/04/2015 09:00:00","BZN|GB","Without Sequence","59.99","",""
"10/04/2015 09:00:00 - 10/04/2015 10:00:00","BZN|GB","Without Sequence","59.91","",""
"10/04/2015 10:00:00 - 10/04/2015 11:00:00","BZN|GB","Without Sequence","47.20","",""
"10/04/2015 11:00:00 - 10/04/2015 12:00:00","BZN|GB","Without Sequence","47.04","",""
"10/04/2015 12:00:00 - 10/04/2015 13:00:00","BZN|GB","Without Sequence","44.93","",""
"10/04/2015 13:00:00 - 10/04/2015 14:00:00","BZN|GB","Without Sequence","39.00","",""
"10/04/2015 14:00:00 - 10/04/2015 15:00:00","BZN|GB","Without Sequence","36.82","",""
"10/04/2015 15:00:00 - 10/04/2015 16:00:00","BZN|GB","Without Sequence","42.02","",""
"10/04/2015 16:00:00 - 10/04/2015 17:00:00","BZN|GB","Without Sequence","45.94","",""
"10/04/2015 17:00:00 - 10/04/2015 18:00:00","BZN|GB","Without Sequence","44.93","",""
"10/04/2015 18:00:00 - 10/04/2015 19:00:00","BZN|GB","Without Sequence","51.70","",""
"10/04/2015 19:00:00 - 10/04/2015 20:00:00","BZN|GB","Without Sequence","58.08","",""
"10/04/2015 20:00:00 - 10/04/2015 21:00:00","BZN|GB","Without Sequence","47.14","",""
"10/04/2015 21:00:00 - 10/04/2015 22:00:00","BZN|GB","Without Sequence","36.88","",""
"10/04/2015 22:00:00 - 10/04/2015 23:00:00","BZN|GB","Without Sequence","42.93","",""
"10/04/2015 23:00:00 - 11/04/2015 00:00:00","BZN|GB","Without Sequence","30.34","",""
"11/04/2015 00:00:00 - 11/04/2015 01:00:00","BZN|GB","Without Sequence","28.38","",""
"11/04/2015 01:00:00 - 11/04/2015 02:00:00","BZN|GB","Without Sequence","25.00","",""
"11/04/2015 02:00:00 - 11/04/2015 03:00:00","BZN|GB","Without Sequence","25.00","",""
"11/04/2015 03:00:00 - 11/04/2015 04:00:00","BZN|GB","Without Sequence","25.00","",""
"11/04/2015 04:00:00 - 11/04/2015 05:00:00","BZN|GB","Without Sequence","25.00","",""
"11/04/2015 05:00:00 - 11/04/2015 06:00:00","BZN|GB","Without Sequence","25.00","",""
"11/04/2015 06:00:00 - 11/04/2015 07:00:00","BZN|GB","Without Sequence","29.54","",""
"11/04/2015 07:00:00 - 11/04/2015 08:00:00","BZN|GB","Without Sequence","45.05","",""
"11/04/2015 08:00:00 - 11/04/2015 09:00:00","BZN|GB","Without Sequence","52.90","",""
"11/04/2015 09:00:00 - 11/04/2015 10:00:00","BZN|GB","Without Sequence","54.00","",""
"11/04/2015 10:00:00 - 11/04/2015 11:00:00","BZN|GB","Without Sequence","45.94","",""
"11/04/2015 11:00:00 - 11/04/2015 12:00:00","BZN|GB","Without Sequence","39.93","",""
"11/04/2015 12:00:00 - 11/04/2015 13:00:00","BZN|GB","Without Sequence","37.09","",""
"11/04/2015 13:00:00 - 11/04/2015 14:00:00","BZN|GB","Without Sequence","32.99","",""
"11/04/2015 14:00:00 - 11/04/2015 15:00:00","BZN|GB","Without Sequence","37.44","",""
"11/04/2015 15:00:00 - 11/04/2015 16:00:00","BZN|GB","Without Sequence","38.18","",""
"11/04/2015 16:00:00 - 11/04/2015 17:00:00","BZN|GB","Without Sequence","45.02","",""
"11/04/2015 17:00:00 - 11/04/2015 18:00:00","BZN|GB","Without Sequence","50.05","",""
"11/04/2015 18:00:00 - 11/04/2015 19:00:00","BZN|GB","Without Sequence","53.93","",""
"11/04/2015 19:00:00 - 11/04/2015 20:00:00","BZN|GB","Without Sequence","61.20","",""
"11/04/2015 20:00:00 - 11/04/2015 21:00:00","BZN|GB","Without Sequence","50.06","",""
"11/04/2015 21:00:00 - 11/04/2015 22:00:00","BZN|GB","Without Sequence","38.96","",""
"11/04/2015 22:00:00 - 11/04/2015 23:00:00","BZN|GB","Without Sequence","43.10","",""
"11/04/2015 23:00:00 - 12/04/2015 00:00:00","BZN|GB","Without Sequence","31.04","",""
"12/04/2015 00:00:00 - 12/04/2015 01:00:00","BZN|GB","Without Sequence","29.07","",""
"12/04/2015 01:00:00 - 12/04/2015 02:00:00","BZN|GB","Without Sequence","26.03","",""
"12/04/2015 02:00:00 - 12/04/2015 03:00:00","BZN|GB","Without Sequence","25.00","",""
"12/04/2015 03:00:00 - 12/04/2015 04:00:00","BZN|GB","Without Sequence","24.08","",""
"12/04/2015 04:00:00 - 12/04/2015 05:00:00","BZN|GB","Without Sequence","24.75","",""
"12/04/2015 05:00:00 - 12/04/2015 06:00:00","BZN|GB","Without Sequence","25.31","",""
"12/04/2015 06:00:00 - 12/04/2015 07:00:00","BZN|GB","Without Sequence","25.00","",""
"12/04/2015 07:00:00 - 12/04/2015 08:00:00","BZN|GB","Without Sequence","28.95","",""
"12/04/2015 08:00:00 - 12/04/2015 09:00:00","BZN|GB","Without Sequence","42.95","",""
"12/04/2015 09:00:00 - 12/04/2015 10:00:00","BZN|GB","Without Sequence","50.00","",""
"12/04/2015 10:00:00 - 12/04/2015 11:00:00","BZN|GB","Without Sequence","48.09","",""
"12/04/2015 11:00:00 - 12/04/2015 12:00:00","BZN|GB","Without Sequence","47.98","",""
"12/04/2015 12:00:00 - 12/04/2015 13:00:00","BZN|GB","Without Sequence","39.02","",""
"12/04/2015 13:00:00 - 12/04/2015 14:00:00","BZN|GB","Without Sequence","37.06","",""
"12/04/2015 14:00:00 - 12/04/2015 15:00:00","BZN|GB","Without Sequence","36.97","",""
"12/04/2015 15:00:00 - 12/04/2015 16:00:00","BZN|GB","Without Sequence","41.00","",""
"12/04/2015 16:00:00 - 12/04/2015 17:00:00","BZN|GB","Without Sequence","46.95","",""
"12/04/2015 17:00:00 - 12/04/2015 18:00:00","BZN|GB","Without Sequence","51.90","",""
"12/04/2015 18:00:00 - 12/04/2015 19:00:00","BZN|GB","Without Sequence","52.96","",""
"12/04/2015 19:00:00 - 12/04/2015 20:00:00","BZN|GB","Without Sequence","75.04","",""
"12/04/2015 20:00:00 - 12/04/2015 21:00:00","BZN|GB","Without Sequence","56.45","",""
"12/04/2015 21:00:00 - 12/04/2015 22:00:00","BZN|GB","Without Sequence","49.06","",""
"12/04/2015 22:00:00 - 12/04/2015 23:00:00","BZN|GB","Without Sequence","44.95","",""
"12/04/2015 23:00:00 - 13/04/2015 00:00:00","BZN|GB","Without Sequence","34.90","",""
"13/04/2015 00:00:00 - 13/04/2015 01:00:00","BZN|GB","Without Sequence","34.77","",""
"13/04/2015 01:00:00 - 13/04/2015 02:00:00","BZN|GB","Without Sequence","35.44","",""
"13/04/2015 02:00:00 - 13/04/2015 03:00:00","BZN|GB","Without Sequence","34.77","",""
"13/04/2015 03:00:00 - 13/04/2015 04:00:00","BZN|GB","Without Sequence","34.73","",""
"13/04/2015 04:00:00 - 13/04/2015 05:00:00","BZN|GB","Without Sequence","38.27","",""
"13/04/2015 05:00:00 - 13/04/2015 06:00:00","BZN|GB","Without Sequence","78.89","",""
"13/04/2015 06:00:00 - 13/04/2015 07:00:00","BZN|GB","Without Sequence","64.95","",""
"13/04/2015 07:00:00 - 13/04/2015 08:00:00","BZN|GB","Without Sequence","69.92","",""
"13/04/2015 08:00:00 - 13/04/2015 09:00:00","BZN|GB","Without Sequence","64.95","",""
"13/04/2015 09:00:00 - 13/04/2015 10:00:00","BZN|GB","Without Sequence","64.99","",""
"13/04/2015 10:00:00 - 13/04/2015 11:00:00","BZN|GB","Without Sequence","56.13","",""
"13/04/2015 11:00:00 - 13/04/2015 12:00:00","BZN|GB","Without Sequence","49.03","",""
"13/04/2015 12:00:00 - 13/04/2015 13:00:00","BZN|GB","Without Sequence","39.49","",""
"13/04/2015 13:00:00 - 13/04/2015 14:00:00","BZN|GB","Without Sequence","38.10","",""
"13/04/2015 14:00:00 - 13/04/2015 15:00:00","BZN|GB","Without Sequence","38.16","",""
"13/04/2015 15:00:00 - 13/04/2015 16:00:00","BZN|GB","Without Sequence","42.01","",""
"13/04/2015 16:00:00 - 13/04/2015 17:00:00","BZN|GB","Without Sequence","42.00","",""
"13/04/2015 17:00:00 - 13/04/2015 18:00:00","BZN|GB","Without Sequence","40.02","",""
"13/04/2015 18:00:00 - 13/04/2015 19:00:00","BZN|GB","Without Sequence","42.64","",""
"13/04/2015 19:00:00 - 13/04/2015 20:00:00","BZN|GB","Without Sequence","52.08","",""
"13/04/2015 20:00:00 - 13/04/2015 21:00:00","BZN|GB","Without Sequence","44.58","",""
"13/04/2015 21:00:00 - 13/04/2015 22:00:00","BZN|GB","Without Sequence","35.50","",""
"13/04/2015 22:00:00 - 13/04/2015 23:00:00","BZN|GB","Without Sequence","43.61","",""
"13/04/2015 23:00:00 - 14/04/2015 00:00:00","BZN|GB","Without Sequence","37.48","",""
"14/04/2015 00:00:00 - 14/04/2015 01:00:00","BZN|GB","Without Sequence","33.95","",""
"14/04/2015 01:00:00 - 14/04/2015 02:00:00","BZN|GB","Without Sequence","30.05","",""
"14/04/2015 02:00:00 - 14/04/2015 03:00:00","BZN|GB","Without Sequence","29.00","",""
"14/04/2015 03:00:00 - 14/04/2015 04:00:00","BZN|GB","Without Sequence","29.00","",""
"14/04/2015 04:00:00 - 14/04/2015 05:00:00","BZN|GB","Without Sequence","33.38","",""
"14/04/2015 05:00:00 - 14/04/2015 06:00:00","BZN|GB","Without Sequence","44.05","",""
"14/04/2015 06:00:00 - 14/04/2015 07:00:00","BZN|GB","Without Sequence","44.95","",""
"14/04/2015 07:00:00 - 14/04/2015 08:00:00","BZN|GB","Without Sequence","58.60","",""
"14/04/2015 08:00:00 - 14/04/2015 09:00:00","BZN|GB","Without Sequence","59.92","",""
"14/04/2015 09:00:00 - 14/04/2015 10:00:00","BZN|GB","Without Sequence","52.81","",""
"14/04/2015 10:00:00 - 14/04/2015 11:00:00","BZN|GB","Without Sequence","40.04","",""
"14/04/2015 11:00:00 - 14/04/2015 12:00:00","BZN|GB","Without Sequence","39.08","",""
"14/04/2015 12:00:00 - 14/04/2015 13:00:00","BZN|GB","Without Sequence","39.05","",""
"14/04/2015 13:00:00 - 14/04/2015 14:00:00","BZN|GB","Without Sequence","38.99","",""
"14/04/2015 14:00:00 - 14/04/2015 15:00:00","BZN|GB","Without Sequence","38.54","",""
"14/04/2015 15:00:00 - 14/04/2015 16:00:00","BZN|GB","Without Sequence","45.47","",""
"14/04/2015 16:00:00 - 14/04/2015 17:00:00","BZN|GB","Without Sequence","56.01","",""
"14/04/2015 17:00:00 - 14/04/2015 18:00:00","BZN|GB","Without Sequence","48.03","",""
"14/04/2015 18:00:00 - 14/04/2015 19:00:00","BZN|GB","Without Sequence","48.03","",""
"14/04/2015 19:00:00 - 14/04/2015 20:00:00","BZN|GB","Without Sequence","61.94","",""
"14/04/2015 20:00:00 - 14/04/2015 21:00:00","BZN|GB","Without Sequence","48.04","",""
"14/04/2015 21:00:00 - 14/04/2015 22:00:00","BZN|GB","Without Sequence","38.06","",""
