"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"22/02/2018 07:00:00 - 22/02/2018 08:00:00","BZN|GB","Without Sequence","55.55","",""
"22/02/2018 08:00:00 - 22/02/2018 09:00:00","BZN|GB","Without Sequence","67.10","",""
"22/02/2018 09:00:00 - 22/02/2018 10:00:00","BZN|GB","Without Sequence","67.91","",""
"22/02/2018 10:00:00 - 22/02/2018 11:00:00","BZN|GB","Without Sequence","53.96","",""
"22/02/2018 11:00:00 - 22/02/2018 12:00:00","BZN|GB","Without Sequence","50.94","",""
"22/02/2018 12:00:00 - 22/02/2018 13:00:00","BZN|GB","Without Sequence","47.65","",""
"22/02/2018 13:00:00 - 22/02/2018 14:00:00","BZN|GB","Without Sequence","46.85","",""
"22/02/2018 14:00:00 - 22/02/2018 15:00:00","BZN|GB","Without Sequence","46.85","",""
"22/02/2018 15:00:00 - 22/02/2018 16:00:00","BZN|GB","Without Sequence","46.85","",""
"22/02/2018 16:00:00 - 22/02/2018 17:00:00","BZN|GB","Without Sequence","51.34","",""
"22/02/2018 17:00:00 - 22/02/2018 18:00:00","BZN|GB","Without Sequence","69.60","",""
"22/02/2018 18:00:00 - 22/02/2018 19:00:00","BZN|GB","Without Sequence","90.01","",""
"22/02/2018 19:00:00 - 22/02/2018 20:00:00","BZN|GB","Without Sequence","73.90","",""
"22/02/2018 20:00:00 - 22/02/2018 21:00:00","BZN|GB","Without Sequence","55.55","",""
"22/02/2018 21:00:00 - 22/02/2018 22:00:00","BZN|GB","Without Sequence","52.01","",""
"22/02/2018 22:00:00 - 22/02/2018 23:00:00","BZN|GB","Without Sequence","47.46","",""
"22/02/2018 23:00:00 - 23/02/2018 00:00:00","BZN|GB","Without Sequence","46.96","",""
"23/02/2018 00:00:00 - 23/02/2018 01:00:00","BZN|GB","Without Sequence","49.47","",""
"23/02/2018 01:00:00 - 23/02/2018 02:00:00","BZN|GB","Without Sequence","48.00","",""
"23/02/2018 02:00:00 - 23/02/2018 03:00:00","BZN|GB","Without Sequence","46.60","",""
"23/02/2018 03:00:00 - 23/02/2018 04:00:00","BZN|GB","Without Sequence","46.09","",""
"23/02/2018 04:00:00 - 23/02/2018 05:00:00","BZN|GB","Without Sequence","46.00","",""
"23/02/2018 05:00:00 - 23/02/2018 06:00:00","BZN|GB","Without Sequence","47.65","",""
"23/02/2018 06:00:00 - 23/02/2018 07:00:00","BZN|GB","Without Sequence","56.19","",""
"23/02/2018 07:00:00 - 23/02/2018 08:00:00","BZN|GB","Without Sequence","64.93","",""
"23/02/2018 08:00:00 - 23/02/2018 09:00:00","BZN|GB","Without Sequence","75.60","",""
"23/02/2018 09:00:00 - 23/02/2018 10:00:00","BZN|GB","Without Sequence","72.07","",""
"23/02/2018 10:00:00 - 23/02/2018 11:00:00","BZN|GB","Without Sequence","50.23","",""
"23/02/2018 11:00:00 - 23/02/2018 12:00:00","BZN|GB","Without Sequence","47.41","",""
"23/02/2018 12:00:00 - 23/02/2018 13:00:00","BZN|GB","Without Sequence","46.59","",""
"23/02/2018 13:00:00 - 23/02/2018 14:00:00","BZN|GB","Without Sequence","45.65","",""
"23/02/2018 14:00:00 - 23/02/2018 15:00:00","BZN|GB","Without Sequence","45.58","",""
"23/02/2018 15:00:00 - 23/02/2018 16:00:00","BZN|GB","Without Sequence","47.23","",""
"23/02/2018 16:00:00 - 23/02/2018 17:00:00","BZN|GB","Without Sequence","49.54","",""
"23/02/2018 17:00:00 - 23/02/2018 18:00:00","BZN|GB","Without Sequence","69.94","",""
"23/02/2018 18:00:00 - 23/02/2018 19:00:00","BZN|GB","Without Sequence","88.00","",""
"23/02/2018 19:00:00 - 23/02/2018 20:00:00","BZN|GB","Without Sequence","72.50","",""
"23/02/2018 20:00:00 - 23/02/2018 21:00:00","BZN|GB","Without Sequence","49.84","",""
"23/02/2018 21:00:00 - 23/02/2018 22:00:00","BZN|GB","Without Sequence","49.26","",""
"23/02/2018 22:00:00 - 23/02/2018 23:00:00","BZN|GB","Without Sequence","46.03","",""
"23/02/2018 23:00:00 - 24/02/2018 00:00:00","BZN|GB","Without Sequence","49.91","",""
"24/02/2018 00:00:00 - 24/02/2018 01:00:00","BZN|GB","Without Sequence","50.94","",""
"24/02/2018 01:00:00 - 24/02/2018 02:00:00","BZN|GB","Without Sequence","49.37","",""
"24/02/2018 02:00:00 - 24/02/2018 03:00:00","BZN|GB","Without Sequence","46.40","",""
"24/02/2018 03:00:00 - 24/02/2018 04:00:00","BZN|GB","Without Sequence","46.10","",""
"24/02/2018 04:00:00 - 24/02/2018 05:00:00","BZN|GB","Without Sequence","45.68","",""
"24/02/2018 05:00:00 - 24/02/2018 06:00:00","BZN|GB","Without Sequence","46.04","",""
"24/02/2018 06:00:00 - 24/02/2018 07:00:00","BZN|GB","Without Sequence","46.66","",""
"24/02/2018 07:00:00 - 24/02/2018 08:00:00","BZN|GB","Without Sequence","49.49","",""
"24/02/2018 08:00:00 - 24/02/2018 09:00:00","BZN|GB","Without Sequence","59.00","",""
"24/02/2018 09:00:00 - 24/02/2018 10:00:00","BZN|GB","Without Sequence","61.00","",""
"24/02/2018 10:00:00 - 24/02/2018 11:00:00","BZN|GB","Without Sequence","55.45","",""
"24/02/2018 11:00:00 - 24/02/2018 12:00:00","BZN|GB","Without Sequence","55.32","",""
"24/02/2018 12:00:00 - 24/02/2018 13:00:00","BZN|GB","Without Sequence","55.06","",""
"24/02/2018 13:00:00 - 24/02/2018 14:00:00","BZN|GB","Without Sequence","48.17","",""
"24/02/2018 14:00:00 - 24/02/2018 15:00:00","BZN|GB","Without Sequence","46.61","",""
"24/02/2018 15:00:00 - 24/02/2018 16:00:00","BZN|GB","Without Sequence","47.79","",""
"24/02/2018 16:00:00 - 24/02/2018 17:00:00","BZN|GB","Without Sequence","54.15","",""
"24/02/2018 17:00:00 - 24/02/2018 18:00:00","BZN|GB","Without Sequence","77.99","",""
"24/02/2018 18:00:00 - 24/02/2018 19:00:00","BZN|GB","Without Sequence","105.00","",""
"24/02/2018 19:00:00 - 24/02/2018 20:00:00","BZN|GB","Without Sequence","75.00","",""
"24/02/2018 20:00:00 - 24/02/2018 21:00:00","BZN|GB","Without Sequence","53.02","",""
"24/02/2018 21:00:00 - 24/02/2018 22:00:00","BZN|GB","Without Sequence","48.99","",""
"24/02/2018 22:00:00 - 24/02/2018 23:00:00","BZN|GB","Without Sequence","46.91","",""
"24/02/2018 23:00:00 - 25/02/2018 00:00:00","BZN|GB","Without Sequence","46.39","",""
"25/02/2018 00:00:00 - 25/02/2018 01:00:00","BZN|GB","Without Sequence","48.73","",""
"25/02/2018 01:00:00 - 25/02/2018 02:00:00","BZN|GB","Without Sequence","47.61","",""
"25/02/2018 02:00:00 - 25/02/2018 03:00:00","BZN|GB","Without Sequence","46.39","",""
"25/02/2018 03:00:00 - 25/02/2018 04:00:00","BZN|GB","Without Sequence","44.26","",""
"25/02/2018 04:00:00 - 25/02/2018 05:00:00","BZN|GB","Without Sequence","44.06","",""
"25/02/2018 05:00:00 - 25/02/2018 06:00:00","BZN|GB","Without Sequence","44.26","",""
"25/02/2018 06:00:00 - 25/02/2018 07:00:00","BZN|GB","Without Sequence","45.65","",""
"25/02/2018 07:00:00 - 25/02/2018 08:00:00","BZN|GB","Without Sequence","43.70","",""
"25/02/2018 08:00:00 - 25/02/2018 09:00:00","BZN|GB","Without Sequence","44.07","",""
"25/02/2018 09:00:00 - 25/02/2018 10:00:00","BZN|GB","Without Sequence","46.99","",""
"25/02/2018 10:00:00 - 25/02/2018 11:00:00","BZN|GB","Without Sequence","49.66","",""
"25/02/2018 11:00:00 - 25/02/2018 12:00:00","BZN|GB","Without Sequence","54.56","",""
"25/02/2018 12:00:00 - 25/02/2018 13:00:00","BZN|GB","Without Sequence","58.32","",""
"25/02/2018 13:00:00 - 25/02/2018 14:00:00","BZN|GB","Without Sequence","56.45","",""
"25/02/2018 14:00:00 - 25/02/2018 15:00:00","BZN|GB","Without Sequence","53.87","",""
"25/02/2018 15:00:00 - 25/02/2018 16:00:00","BZN|GB","Without Sequence","51.34","",""
"25/02/2018 16:00:00 - 25/02/2018 17:00:00","BZN|GB","Without Sequence","65.00","",""
"25/02/2018 17:00:00 - 25/02/2018 18:00:00","BZN|GB","Without Sequence","72.95","",""
"25/02/2018 18:00:00 - 25/02/2018 19:00:00","BZN|GB","Without Sequence","95.00","",""
"25/02/2018 19:00:00 - 25/02/2018 20:00:00","BZN|GB","Without Sequence","72.57","",""
"25/02/2018 20:00:00 - 25/02/2018 21:00:00","BZN|GB","Without Sequence","61.30","",""
"25/02/2018 21:00:00 - 25/02/2018 22:00:00","BZN|GB","Without Sequence","55.00","",""
"25/02/2018 22:00:00 - 25/02/2018 23:00:00","BZN|GB","Without Sequence","47.25","",""
"25/02/2018 23:00:00 - 26/02/2018 00:00:00","BZN|GB","Without Sequence","45.67","",""
"26/02/2018 00:00:00 - 26/02/2018 01:00:00","BZN|GB","Without Sequence","45.09","",""
"26/02/2018 01:00:00 - 26/02/2018 02:00:00","BZN|GB","Without Sequence","46.60","",""
"26/02/2018 02:00:00 - 26/02/2018 03:00:00","BZN|GB","Without Sequence","46.39","",""
"26/02/2018 03:00:00 - 26/02/2018 04:00:00","BZN|GB","Without Sequence","46.39","",""
"26/02/2018 04:00:00 - 26/02/2018 05:00:00","BZN|GB","Without Sequence","46.39","",""
"26/02/2018 05:00:00 - 26/02/2018 06:00:00","BZN|GB","Without Sequence","48.68","",""
"26/02/2018 06:00:00 - 26/02/2018 07:00:00","BZN|GB","Without Sequence","63.49","",""
"26/02/2018 07:00:00 - 26/02/2018 08:00:00","BZN|GB","Without Sequence","66.19","",""
"26/02/2018 08:00:00 - 26/02/2018 09:00:00","BZN|GB","Without Sequence","63.67","",""
"26/02/2018 09:00:00 - 26/02/2018 10:00:00","BZN|GB","Without Sequence","63.00","",""
"26/02/2018 10:00:00 - 26/02/2018 11:00:00","BZN|GB","Without Sequence","59.10","",""
"26/02/2018 11:00:00 - 26/02/2018 12:00:00","BZN|GB","Without Sequence","55.80","",""
"26/02/2018 12:00:00 - 26/02/2018 13:00:00","BZN|GB","Without Sequence","55.89","",""
"26/02/2018 13:00:00 - 26/02/2018 14:00:00","BZN|GB","Without Sequence","56.35","",""
"26/02/2018 14:00:00 - 26/02/2018 15:00:00","BZN|GB","Without Sequence","58.00","",""
"26/02/2018 15:00:00 - 26/02/2018 16:00:00","BZN|GB","Without Sequence","53.30","",""
"26/02/2018 16:00:00 - 26/02/2018 17:00:00","BZN|GB","Without Sequence","56.41","",""
"26/02/2018 17:00:00 - 26/02/2018 18:00:00","BZN|GB","Without Sequence","73.57","",""
"26/02/2018 18:00:00 - 26/02/2018 19:00:00","BZN|GB","Without Sequence","102.29","",""
"26/02/2018 19:00:00 - 26/02/2018 20:00:00","BZN|GB","Without Sequence","85.00","",""
"26/02/2018 20:00:00 - 26/02/2018 21:00:00","BZN|GB","Without Sequence","62.50","",""
"26/02/2018 21:00:00 - 26/02/2018 22:00:00","BZN|GB","Without Sequence","67.80","",""
"26/02/2018 22:00:00 - 26/02/2018 23:00:00","BZN|GB","Without Sequence","55.33","",""
"26/02/2018 23:00:00 - 27/02/2018 00:00:00","BZN|GB","Without Sequence","52.15","",""
"27/02/2018 00:00:00 - 27/02/2018 01:00:00","BZN|GB","Without Sequence","53.15","",""
"27/02/2018 01:00:00 - 27/02/2018 02:00:00","BZN|GB","Without Sequence","53.51","",""
"27/02/2018 02:00:00 - 27/02/2018 03:00:00","BZN|GB","Without Sequence","50.01","",""
"27/02/2018 03:00:00 - 27/02/2018 04:00:00","BZN|GB","Without Sequence","49.43","",""
"27/02/2018 04:00:00 - 27/02/2018 05:00:00","BZN|GB","Without Sequence","50.23","",""
"27/02/2018 05:00:00 - 27/02/2018 06:00:00","BZN|GB","Without Sequence","59.44","",""
"27/02/2018 06:00:00 - 27/02/2018 07:00:00","BZN|GB","Without Sequence","81.21","",""
"27/02/2018 07:00:00 - 27/02/2018 08:00:00","BZN|GB","Without Sequence","70.00","",""
"27/02/2018 08:00:00 - 27/02/2018 09:00:00","BZN|GB","Without Sequence","75.11","",""
"27/02/2018 09:00:00 - 27/02/2018 10:00:00","BZN|GB","Without Sequence","69.55","",""
"27/02/2018 10:00:00 - 27/02/2018 11:00:00","BZN|GB","Without Sequence","54.42","",""
"27/02/2018 11:00:00 - 27/02/2018 12:00:00","BZN|GB","Without Sequence","49.98","",""
"27/02/2018 12:00:00 - 27/02/2018 13:00:00","BZN|GB","Without Sequence","50.88","",""
"27/02/2018 13:00:00 - 27/02/2018 14:00:00","BZN|GB","Without Sequence","51.44","",""
"27/02/2018 14:00:00 - 27/02/2018 15:00:00","BZN|GB","Without Sequence","51.44","",""
"27/02/2018 15:00:00 - 27/02/2018 16:00:00","BZN|GB","Without Sequence","59.84","",""
"27/02/2018 16:00:00 - 27/02/2018 17:00:00","BZN|GB","Without Sequence","61.02","",""
"27/02/2018 17:00:00 - 27/02/2018 18:00:00","BZN|GB","Without Sequence","74.44","",""
"27/02/2018 18:00:00 - 27/02/2018 19:00:00","BZN|GB","Without Sequence","90.97","",""
"27/02/2018 19:00:00 - 27/02/2018 20:00:00","BZN|GB","Without Sequence","81.83","",""
"27/02/2018 20:00:00 - 27/02/2018 21:00:00","BZN|GB","Without Sequence","60.02","",""
"27/02/2018 21:00:00 - 27/02/2018 22:00:00","BZN|GB","Without Sequence","61.10","",""
"27/02/2018 22:00:00 - 27/02/2018 23:00:00","BZN|GB","Without Sequence","49.98","",""
"27/02/2018 23:00:00 - 28/02/2018 00:00:00","BZN|GB","Without Sequence","66.10","",""
"28/02/2018 00:00:00 - 28/02/2018 01:00:00","BZN|GB","Without Sequence","64.76","",""
"28/02/2018 01:00:00 - 28/02/2018 02:00:00","BZN|GB","Without Sequence","62.04","",""
"28/02/2018 02:00:00 - 28/02/2018 03:00:00","BZN|GB","Without Sequence","59.48","",""
"28/02/2018 03:00:00 - 28/02/2018 04:00:00","BZN|GB","Without Sequence","56.37","",""
"28/02/2018 04:00:00 - 28/02/2018 05:00:00","BZN|GB","Without Sequence","58.21","",""
"28/02/2018 05:00:00 - 28/02/2018 06:00:00","BZN|GB","Without Sequence","59.86","",""
"28/02/2018 06:00:00 - 28/02/2018 07:00:00","BZN|GB","Without Sequence","68.58","",""
"28/02/2018 07:00:00 - 28/02/2018 08:00:00","BZN|GB","Without Sequence","81.60","",""
"28/02/2018 08:00:00 - 28/02/2018 09:00:00","BZN|GB","Without Sequence","80.88","",""
"28/02/2018 09:00:00 - 28/02/2018 10:00:00","BZN|GB","Without Sequence","74.10","",""
"28/02/2018 10:00:00 - 28/02/2018 11:00:00","BZN|GB","Without Sequence","55.68","",""
"28/02/2018 11:00:00 - 28/02/2018 12:00:00","BZN|GB","Without Sequence","52.90","",""
"28/02/2018 12:00:00 - 28/02/2018 13:00:00","BZN|GB","Without Sequence","52.51","",""
"28/02/2018 13:00:00 - 28/02/2018 14:00:00","BZN|GB","Without Sequence","51.50","",""
"28/02/2018 14:00:00 - 28/02/2018 15:00:00","BZN|GB","Without Sequence","50.81","",""
"28/02/2018 15:00:00 - 28/02/2018 16:00:00","BZN|GB","Without Sequence","55.60","",""
"28/02/2018 16:00:00 - 28/02/2018 17:00:00","BZN|GB","Without Sequence","59.55","",""
"28/02/2018 17:00:00 - 28/02/2018 18:00:00","BZN|GB","Without Sequence","80.00","",""
"28/02/2018 18:00:00 - 28/02/2018 19:00:00","BZN|GB","Without Sequence","91.00","",""
"28/02/2018 19:00:00 - 28/02/2018 20:00:00","BZN|GB","Without Sequence","75.75","",""
"28/02/2018 20:00:00 - 28/02/2018 21:00:00","BZN|GB","Without Sequence","58.40","",""
"28/02/2018 21:00:00 - 28/02/2018 22:00:00","BZN|GB","Without Sequence","55.44","",""
"28/02/2018 22:00:00 - 28/02/2018 23:00:00","BZN|GB","Without Sequence","48.19","",""
"28/02/2018 23:00:00 - 01/03/2018 00:00:00","BZN|GB","Without Sequence","85.00","",""
"01/03/2018 00:00:00 - 01/03/2018 01:00:00","BZN|GB","Without Sequence","79.30","",""
"01/03/2018 01:00:00 - 01/03/2018 02:00:00","BZN|GB","Without Sequence","67.70","",""
"01/03/2018 02:00:00 - 01/03/2018 03:00:00","BZN|GB","Without Sequence","62.19","",""
"01/03/2018 03:00:00 - 01/03/2018 04:00:00","BZN|GB","Without Sequence","54.44","",""
"01/03/2018 04:00:00 - 01/03/2018 05:00:00","BZN|GB","Without Sequence","61.30","",""
"01/03/2018 05:00:00 - 01/03/2018 06:00:00","BZN|GB","Without Sequence","80.07","",""
"01/03/2018 06:00:00 - 01/03/2018 07:00:00","BZN|GB","Without Sequence","84.82","",""
"01/03/2018 07:00:00 - 01/03/2018 08:00:00","BZN|GB","Without Sequence","89.68","",""
"01/03/2018 08:00:00 - 01/03/2018 09:00:00","BZN|GB","Without Sequence","100.00","",""
"01/03/2018 09:00:00 - 01/03/2018 10:00:00","BZN|GB","Without Sequence","100.97","",""
"01/03/2018 10:00:00 - 01/03/2018 11:00:00","BZN|GB","Without Sequence","102.35","",""
"01/03/2018 11:00:00 - 01/03/2018 12:00:00","BZN|GB","Without Sequence","76.88","",""
"01/03/2018 12:00:00 - 01/03/2018 13:00:00","BZN|GB","Without Sequence","75.00","",""
"01/03/2018 13:00:00 - 01/03/2018 14:00:00","BZN|GB","Without Sequence","74.42","",""
"01/03/2018 14:00:00 - 01/03/2018 15:00:00","BZN|GB","Without Sequence","74.18","",""
"01/03/2018 15:00:00 - 01/03/2018 16:00:00","BZN|GB","Without Sequence","71.87","",""
"01/03/2018 16:00:00 - 01/03/2018 17:00:00","BZN|GB","Without Sequence","74.98","",""
"01/03/2018 17:00:00 - 01/03/2018 18:00:00","BZN|GB","Without Sequence","97.34","",""
"01/03/2018 18:00:00 - 01/03/2018 19:00:00","BZN|GB","Without Sequence","129.90","",""
"01/03/2018 19:00:00 - 01/03/2018 20:00:00","BZN|GB","Without Sequence","120.00","",""
"01/03/2018 20:00:00 - 01/03/2018 21:00:00","BZN|GB","Without Sequence","79.01","",""
"01/03/2018 21:00:00 - 01/03/2018 22:00:00","BZN|GB","Without Sequence","75.00","",""
"01/03/2018 22:00:00 - 01/03/2018 23:00:00","BZN|GB","Without Sequence","50.00","",""
"01/03/2018 23:00:00 - 02/03/2018 00:00:00","BZN|GB","Without Sequence","70.50","",""
"02/03/2018 00:00:00 - 02/03/2018 01:00:00","BZN|GB","Without Sequence","55.48","",""
"02/03/2018 01:00:00 - 02/03/2018 02:00:00","BZN|GB","Without Sequence","53.69","",""
"02/03/2018 02:00:00 - 02/03/2018 03:00:00","BZN|GB","Without Sequence","52.08","",""
"02/03/2018 03:00:00 - 02/03/2018 04:00:00","BZN|GB","Without Sequence","49.07","",""
"02/03/2018 04:00:00 - 02/03/2018 05:00:00","BZN|GB","Without Sequence","49.09","",""
"02/03/2018 05:00:00 - 02/03/2018 06:00:00","BZN|GB","Without Sequence","70.86","",""
"02/03/2018 06:00:00 - 02/03/2018 07:00:00","BZN|GB","Without Sequence","108.74","",""
"02/03/2018 07:00:00 - 02/03/2018 08:00:00","BZN|GB","Without Sequence","88.84","",""
"02/03/2018 08:00:00 - 02/03/2018 09:00:00","BZN|GB","Without Sequence","111.00","",""
"02/03/2018 09:00:00 - 02/03/2018 10:00:00","BZN|GB","Without Sequence","128.26","",""
"02/03/2018 10:00:00 - 02/03/2018 11:00:00","BZN|GB","Without Sequence","118.22","",""
"02/03/2018 11:00:00 - 02/03/2018 12:00:00","BZN|GB","Without Sequence","105.36","",""
"02/03/2018 12:00:00 - 02/03/2018 13:00:00","BZN|GB","Without Sequence","98.76","",""
"02/03/2018 13:00:00 - 02/03/2018 14:00:00","BZN|GB","Without Sequence","93.21","",""
"02/03/2018 14:00:00 - 02/03/2018 15:00:00","BZN|GB","Without Sequence","93.74","",""
"02/03/2018 15:00:00 - 02/03/2018 16:00:00","BZN|GB","Without Sequence","98.07","",""
"02/03/2018 16:00:00 - 02/03/2018 17:00:00","BZN|GB","Without Sequence","119.99","",""
"02/03/2018 17:00:00 - 02/03/2018 18:00:00","BZN|GB","Without Sequence","125.00","",""
"02/03/2018 18:00:00 - 02/03/2018 19:00:00","BZN|GB","Without Sequence","185.10","",""
"02/03/2018 19:00:00 - 02/03/2018 20:00:00","BZN|GB","Without Sequence","112.52","",""
"02/03/2018 20:00:00 - 02/03/2018 21:00:00","BZN|GB","Without Sequence","92.08","",""
"02/03/2018 21:00:00 - 02/03/2018 22:00:00","BZN|GB","Without Sequence","77.21","",""
"02/03/2018 22:00:00 - 02/03/2018 23:00:00","BZN|GB","Without Sequence","64.92","",""
"02/03/2018 23:00:00 - 03/03/2018 00:00:00","BZN|GB","Without Sequence","77.54","",""
"03/03/2018 00:00:00 - 03/03/2018 01:00:00","BZN|GB","Without Sequence","99.00","",""
"03/03/2018 01:00:00 - 03/03/2018 02:00:00","BZN|GB","Without Sequence","67.95","",""
"03/03/2018 02:00:00 - 03/03/2018 03:00:00","BZN|GB","Without Sequence","52.14","",""
"03/03/2018 03:00:00 - 03/03/2018 04:00:00","BZN|GB","Without Sequence","52.14","",""
"03/03/2018 04:00:00 - 03/03/2018 05:00:00","BZN|GB","Without Sequence","51.12","",""
"03/03/2018 05:00:00 - 03/03/2018 06:00:00","BZN|GB","Without Sequence","51.23","",""
"03/03/2018 06:00:00 - 03/03/2018 07:00:00","BZN|GB","Without Sequence","60.65","",""
"03/03/2018 07:00:00 - 03/03/2018 08:00:00","BZN|GB","Without Sequence","51.12","",""
"03/03/2018 08:00:00 - 03/03/2018 09:00:00","BZN|GB","Without Sequence","80.00","",""
"03/03/2018 09:00:00 - 03/03/2018 10:00:00","BZN|GB","Without Sequence","98.65","",""
"03/03/2018 10:00:00 - 03/03/2018 11:00:00","BZN|GB","Without Sequence","85.75","",""
"03/03/2018 11:00:00 - 03/03/2018 12:00:00","BZN|GB","Without Sequence","73.60","",""
"03/03/2018 12:00:00 - 03/03/2018 13:00:00","BZN|GB","Without Sequence","71.86","",""
"03/03/2018 13:00:00 - 03/03/2018 14:00:00","BZN|GB","Without Sequence","70.91","",""
"03/03/2018 14:00:00 - 03/03/2018 15:00:00","BZN|GB","Without Sequence","68.10","",""
"03/03/2018 15:00:00 - 03/03/2018 16:00:00","BZN|GB","Without Sequence","70.51","",""
"03/03/2018 16:00:00 - 03/03/2018 17:00:00","BZN|GB","Without Sequence","71.14","",""
"03/03/2018 17:00:00 - 03/03/2018 18:00:00","BZN|GB","Without Sequence","90.74","",""
"03/03/2018 18:00:00 - 03/03/2018 19:00:00","BZN|GB","Without Sequence","148.00","",""
"03/03/2018 19:00:00 - 03/03/2018 20:00:00","BZN|GB","Without Sequence","112.69","",""
"03/03/2018 20:00:00 - 03/03/2018 21:00:00","BZN|GB","Without Sequence","73.60","",""
"03/03/2018 21:00:00 - 03/03/2018 22:00:00","BZN|GB","Without Sequence","75.09","",""
"03/03/2018 22:00:00 - 03/03/2018 23:00:00","BZN|GB","Without Sequence","67.41","",""
"03/03/2018 23:00:00 - 04/03/2018 00:00:00","BZN|GB","Without Sequence","81.33","",""
"04/03/2018 00:00:00 - 04/03/2018 01:00:00","BZN|GB","Without Sequence","87.36","",""
"04/03/2018 01:00:00 - 04/03/2018 02:00:00","BZN|GB","Without Sequence","69.78","",""
"04/03/2018 02:00:00 - 04/03/2018 03:00:00","BZN|GB","Without Sequence","50.23","",""
"04/03/2018 03:00:00 - 04/03/2018 04:00:00","BZN|GB","Without Sequence","48.73","",""
"04/03/2018 04:00:00 - 04/03/2018 05:00:00","BZN|GB","Without Sequence","47.62","",""
"04/03/2018 05:00:00 - 04/03/2018 06:00:00","BZN|GB","Without Sequence","47.62","",""
"04/03/2018 06:00:00 - 04/03/2018 07:00:00","BZN|GB","Without Sequence","47.62","",""
"04/03/2018 07:00:00 - 04/03/2018 08:00:00","BZN|GB","Without Sequence","44.01","",""
"04/03/2018 08:00:00 - 04/03/2018 09:00:00","BZN|GB","Without Sequence","48.73","",""
"04/03/2018 09:00:00 - 04/03/2018 10:00:00","BZN|GB","Without Sequence","53.10","",""
"04/03/2018 10:00:00 - 04/03/2018 11:00:00","BZN|GB","Without Sequence","65.70","",""
"04/03/2018 11:00:00 - 04/03/2018 12:00:00","BZN|GB","Without Sequence","82.62","",""
"04/03/2018 12:00:00 - 04/03/2018 13:00:00","BZN|GB","Without Sequence","70.18","",""
"04/03/2018 13:00:00 - 04/03/2018 14:00:00","BZN|GB","Without Sequence","64.90","",""
"04/03/2018 14:00:00 - 04/03/2018 15:00:00","BZN|GB","Without Sequence","55.10","",""
"04/03/2018 15:00:00 - 04/03/2018 16:00:00","BZN|GB","Without Sequence","60.79","",""
"04/03/2018 16:00:00 - 04/03/2018 17:00:00","BZN|GB","Without Sequence","83.86","",""
"04/03/2018 17:00:00 - 04/03/2018 18:00:00","BZN|GB","Without Sequence","69.99","",""
"04/03/2018 18:00:00 - 04/03/2018 19:00:00","BZN|GB","Without Sequence","140.16","",""
"04/03/2018 19:00:00 - 04/03/2018 20:00:00","BZN|GB","Without Sequence","94.93","",""
"04/03/2018 20:00:00 - 04/03/2018 21:00:00","BZN|GB","Without Sequence","52.28","",""
"04/03/2018 21:00:00 - 04/03/2018 22:00:00","BZN|GB","Without Sequence","75.94","",""
"04/03/2018 22:00:00 - 04/03/2018 23:00:00","BZN|GB","Without Sequence","48.10","",""
"04/03/2018 23:00:00 - 05/03/2018 00:00:00","BZN|GB","Without Sequence","69.37","",""
"05/03/2018 00:00:00 - 05/03/2018 01:00:00","BZN|GB","Without Sequence","62.62","",""
"05/03/2018 01:00:00 - 05/03/2018 02:00:00","BZN|GB","Without Sequence","49.00","",""
"05/03/2018 02:00:00 - 05/03/2018 03:00:00","BZN|GB","Without Sequence","47.58","",""
"05/03/2018 03:00:00 - 05/03/2018 04:00:00","BZN|GB","Without Sequence","47.09","",""
"05/03/2018 04:00:00 - 05/03/2018 05:00:00","BZN|GB","Without Sequence","46.73","",""
"05/03/2018 05:00:00 - 05/03/2018 06:00:00","BZN|GB","Without Sequence","47.04","",""
"05/03/2018 06:00:00 - 05/03/2018 07:00:00","BZN|GB","Without Sequence","69.36","",""
"05/03/2018 07:00:00 - 05/03/2018 08:00:00","BZN|GB","Without Sequence","60.02","",""
"05/03/2018 08:00:00 - 05/03/2018 09:00:00","BZN|GB","Without Sequence","68.60","",""
"05/03/2018 09:00:00 - 05/03/2018 10:00:00","BZN|GB","Without Sequence","72.24","",""
"05/03/2018 10:00:00 - 05/03/2018 11:00:00","BZN|GB","Without Sequence","64.86","",""
"05/03/2018 11:00:00 - 05/03/2018 12:00:00","BZN|GB","Without Sequence","64.85","",""
"05/03/2018 12:00:00 - 05/03/2018 13:00:00","BZN|GB","Without Sequence","63.02","",""
"05/03/2018 13:00:00 - 05/03/2018 14:00:00","BZN|GB","Without Sequence","50.72","",""
"05/03/2018 14:00:00 - 05/03/2018 15:00:00","BZN|GB","Without Sequence","50.64","",""
"05/03/2018 15:00:00 - 05/03/2018 16:00:00","BZN|GB","Without Sequence","52.03","",""
"05/03/2018 16:00:00 - 05/03/2018 17:00:00","BZN|GB","Without Sequence","78.50","",""
"05/03/2018 17:00:00 - 05/03/2018 18:00:00","BZN|GB","Without Sequence","76.43","",""
"05/03/2018 18:00:00 - 05/03/2018 19:00:00","BZN|GB","Without Sequence","110.06","",""
"05/03/2018 19:00:00 - 05/03/2018 20:00:00","BZN|GB","Without Sequence","99.90","",""
"05/03/2018 20:00:00 - 05/03/2018 21:00:00","BZN|GB","Without Sequence","52.41","",""
