"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"11/06/2018 18:00:00 - 11/06/2018 19:00:00","BZN|GB","Without Sequence","58.00","",""
"11/06/2018 19:00:00 - 11/06/2018 20:00:00","BZN|GB","Without Sequence","48.00","",""
"11/06/2018 20:00:00 - 11/06/2018 21:00:00","BZN|GB","Without Sequence","52.99","",""
"11/06/2018 21:00:00 - 11/06/2018 22:00:00","BZN|GB","Without Sequence","45.61","",""
"11/06/2018 22:00:00 - 11/06/2018 23:00:00","BZN|GB","Without Sequence","54.90","",""
"11/06/2018 23:00:00 - 12/06/2018 00:00:00","BZN|GB","Without Sequence","46.80","",""
"12/06/2018 00:00:00 - 12/06/2018 01:00:00","BZN|GB","Without Sequence","45.86","",""
"12/06/2018 01:00:00 - 12/06/2018 02:00:00","BZN|GB","Without Sequence","43.50","",""
"12/06/2018 02:00:00 - 12/06/2018 03:00:00","BZN|GB","Without Sequence","40.60","",""
"12/06/2018 03:00:00 - 12/06/2018 04:00:00","BZN|GB","Without Sequence","40.00","",""
"12/06/2018 04:00:00 - 12/06/2018 05:00:00","BZN|GB","Without Sequence","44.00","",""
"12/06/2018 05:00:00 - 12/06/2018 06:00:00","BZN|GB","Without Sequence","50.00","",""
"12/06/2018 06:00:00 - 12/06/2018 07:00:00","BZN|GB","Without Sequence","53.65","",""
"12/06/2018 07:00:00 - 12/06/2018 08:00:00","BZN|GB","Without Sequence","65.00","",""
"12/06/2018 08:00:00 - 12/06/2018 09:00:00","BZN|GB","Without Sequence","69.00","",""
"12/06/2018 09:00:00 - 12/06/2018 10:00:00","BZN|GB","Without Sequence","58.30","",""
"12/06/2018 10:00:00 - 12/06/2018 11:00:00","BZN|GB","Without Sequence","58.00","",""
"12/06/2018 11:00:00 - 12/06/2018 12:00:00","BZN|GB","Without Sequence","54.00","",""
"12/06/2018 12:00:00 - 12/06/2018 13:00:00","BZN|GB","Without Sequence","48.98","",""
"12/06/2018 13:00:00 - 12/06/2018 14:00:00","BZN|GB","Without Sequence","46.80","",""
"12/06/2018 14:00:00 - 12/06/2018 15:00:00","BZN|GB","Without Sequence","46.79","",""
"12/06/2018 15:00:00 - 12/06/2018 16:00:00","BZN|GB","Without Sequence","55.10","",""
"12/06/2018 16:00:00 - 12/06/2018 17:00:00","BZN|GB","Without Sequence","69.96","",""
"12/06/2018 17:00:00 - 12/06/2018 18:00:00","BZN|GB","Without Sequence","70.00","",""
"12/06/2018 18:00:00 - 12/06/2018 19:00:00","BZN|GB","Without Sequence","61.95","",""
"12/06/2018 19:00:00 - 12/06/2018 20:00:00","BZN|GB","Without Sequence","52.00","",""
"12/06/2018 20:00:00 - 12/06/2018 21:00:00","BZN|GB","Without Sequence","53.82","",""
"12/06/2018 21:00:00 - 12/06/2018 22:00:00","BZN|GB","Without Sequence","51.00","",""
"12/06/2018 22:00:00 - 12/06/2018 23:00:00","BZN|GB","Without Sequence","55.30","",""
"12/06/2018 23:00:00 - 13/06/2018 00:00:00","BZN|GB","Without Sequence","50.91","",""
"13/06/2018 00:00:00 - 13/06/2018 01:00:00","BZN|GB","Without Sequence","46.50","",""
"13/06/2018 01:00:00 - 13/06/2018 02:00:00","BZN|GB","Without Sequence","45.98","",""
"13/06/2018 02:00:00 - 13/06/2018 03:00:00","BZN|GB","Without Sequence","41.90","",""
"13/06/2018 03:00:00 - 13/06/2018 04:00:00","BZN|GB","Without Sequence","41.04","",""
"13/06/2018 04:00:00 - 13/06/2018 05:00:00","BZN|GB","Without Sequence","43.74","",""
"13/06/2018 05:00:00 - 13/06/2018 06:00:00","BZN|GB","Without Sequence","55.00","",""
"13/06/2018 06:00:00 - 13/06/2018 07:00:00","BZN|GB","Without Sequence","59.00","",""
"13/06/2018 07:00:00 - 13/06/2018 08:00:00","BZN|GB","Without Sequence","74.96","",""
"13/06/2018 08:00:00 - 13/06/2018 09:00:00","BZN|GB","Without Sequence","70.00","",""
"13/06/2018 09:00:00 - 13/06/2018 10:00:00","BZN|GB","Without Sequence","56.00","",""
"13/06/2018 10:00:00 - 13/06/2018 11:00:00","BZN|GB","Without Sequence","52.00","",""
"13/06/2018 11:00:00 - 13/06/2018 12:00:00","BZN|GB","Without Sequence","48.10","",""
"13/06/2018 12:00:00 - 13/06/2018 13:00:00","BZN|GB","Without Sequence","53.40","",""
"13/06/2018 13:00:00 - 13/06/2018 14:00:00","BZN|GB","Without Sequence","46.00","",""
"13/06/2018 14:00:00 - 13/06/2018 15:00:00","BZN|GB","Without Sequence","46.10","",""
"13/06/2018 15:00:00 - 13/06/2018 16:00:00","BZN|GB","Without Sequence","56.00","",""
"13/06/2018 16:00:00 - 13/06/2018 17:00:00","BZN|GB","Without Sequence","55.00","",""
"13/06/2018 17:00:00 - 13/06/2018 18:00:00","BZN|GB","Without Sequence","52.93","",""
"13/06/2018 18:00:00 - 13/06/2018 19:00:00","BZN|GB","Without Sequence","55.03","",""
"13/06/2018 19:00:00 - 13/06/2018 20:00:00","BZN|GB","Without Sequence","48.02","",""
"13/06/2018 20:00:00 - 13/06/2018 21:00:00","BZN|GB","Without Sequence","54.00","",""
"13/06/2018 21:00:00 - 13/06/2018 22:00:00","BZN|GB","Without Sequence","46.94","",""
"13/06/2018 22:00:00 - 13/06/2018 23:00:00","BZN|GB","Without Sequence","42.40","",""
"13/06/2018 23:00:00 - 14/06/2018 00:00:00","BZN|GB","Without Sequence","34.96","",""
"14/06/2018 00:00:00 - 14/06/2018 01:00:00","BZN|GB","Without Sequence","34.41","",""
"14/06/2018 01:00:00 - 14/06/2018 02:00:00","BZN|GB","Without Sequence","27.37","",""
"14/06/2018 02:00:00 - 14/06/2018 03:00:00","BZN|GB","Without Sequence","24.43","",""
"14/06/2018 03:00:00 - 14/06/2018 04:00:00","BZN|GB","Without Sequence","28.46","",""
"14/06/2018 04:00:00 - 14/06/2018 05:00:00","BZN|GB","Without Sequence","32.00","",""
"14/06/2018 05:00:00 - 14/06/2018 06:00:00","BZN|GB","Without Sequence","43.91","",""
"14/06/2018 06:00:00 - 14/06/2018 07:00:00","BZN|GB","Without Sequence","53.10","",""
"14/06/2018 07:00:00 - 14/06/2018 08:00:00","BZN|GB","Without Sequence","60.01","",""
"14/06/2018 08:00:00 - 14/06/2018 09:00:00","BZN|GB","Without Sequence","54.49","",""
"14/06/2018 09:00:00 - 14/06/2018 10:00:00","BZN|GB","Without Sequence","53.82","",""
"14/06/2018 10:00:00 - 14/06/2018 11:00:00","BZN|GB","Without Sequence","50.00","",""
"14/06/2018 11:00:00 - 14/06/2018 12:00:00","BZN|GB","Without Sequence","45.20","",""
"14/06/2018 12:00:00 - 14/06/2018 13:00:00","BZN|GB","Without Sequence","41.69","",""
"14/06/2018 13:00:00 - 14/06/2018 14:00:00","BZN|GB","Without Sequence","40.00","",""
"14/06/2018 14:00:00 - 14/06/2018 15:00:00","BZN|GB","Without Sequence","37.60","",""
"14/06/2018 15:00:00 - 14/06/2018 16:00:00","BZN|GB","Without Sequence","48.00","",""
"14/06/2018 16:00:00 - 14/06/2018 17:00:00","BZN|GB","Without Sequence","60.00","",""
"14/06/2018 17:00:00 - 14/06/2018 18:00:00","BZN|GB","Without Sequence","60.99","",""
"14/06/2018 18:00:00 - 14/06/2018 19:00:00","BZN|GB","Without Sequence","59.60","",""
"14/06/2018 19:00:00 - 14/06/2018 20:00:00","BZN|GB","Without Sequence","66.65","",""
"14/06/2018 20:00:00 - 14/06/2018 21:00:00","BZN|GB","Without Sequence","70.00","",""
"14/06/2018 21:00:00 - 14/06/2018 22:00:00","BZN|GB","Without Sequence","61.70","",""
"14/06/2018 22:00:00 - 14/06/2018 23:00:00","BZN|GB","Without Sequence","55.03","",""
"14/06/2018 23:00:00 - 15/06/2018 00:00:00","BZN|GB","Without Sequence","60.06","",""
"15/06/2018 00:00:00 - 15/06/2018 01:00:00","BZN|GB","Without Sequence","56.00","",""
"15/06/2018 01:00:00 - 15/06/2018 02:00:00","BZN|GB","Without Sequence","48.74","",""
"15/06/2018 02:00:00 - 15/06/2018 03:00:00","BZN|GB","Without Sequence","45.26","",""
"15/06/2018 03:00:00 - 15/06/2018 04:00:00","BZN|GB","Without Sequence","44.90","",""
"15/06/2018 04:00:00 - 15/06/2018 05:00:00","BZN|GB","Without Sequence","51.07","",""
"15/06/2018 05:00:00 - 15/06/2018 06:00:00","BZN|GB","Without Sequence","55.09","",""
"15/06/2018 06:00:00 - 15/06/2018 07:00:00","BZN|GB","Without Sequence","55.74","",""
"15/06/2018 07:00:00 - 15/06/2018 08:00:00","BZN|GB","Without Sequence","57.90","",""
"15/06/2018 08:00:00 - 15/06/2018 09:00:00","BZN|GB","Without Sequence","60.00","",""
"15/06/2018 09:00:00 - 15/06/2018 10:00:00","BZN|GB","Without Sequence","56.00","",""
"15/06/2018 10:00:00 - 15/06/2018 11:00:00","BZN|GB","Without Sequence","50.57","",""
"15/06/2018 11:00:00 - 15/06/2018 12:00:00","BZN|GB","Without Sequence","53.65","",""
"15/06/2018 12:00:00 - 15/06/2018 13:00:00","BZN|GB","Without Sequence","51.42","",""
"15/06/2018 13:00:00 - 15/06/2018 14:00:00","BZN|GB","Without Sequence","50.37","",""
"15/06/2018 14:00:00 - 15/06/2018 15:00:00","BZN|GB","Without Sequence","48.00","",""
"15/06/2018 15:00:00 - 15/06/2018 16:00:00","BZN|GB","Without Sequence","60.29","",""
"15/06/2018 16:00:00 - 15/06/2018 17:00:00","BZN|GB","Without Sequence","69.90","",""
"15/06/2018 17:00:00 - 15/06/2018 18:00:00","BZN|GB","Without Sequence","72.02","",""
"15/06/2018 18:00:00 - 15/06/2018 19:00:00","BZN|GB","Without Sequence","72.28","",""
"15/06/2018 19:00:00 - 15/06/2018 20:00:00","BZN|GB","Without Sequence","63.00","",""
"15/06/2018 20:00:00 - 15/06/2018 21:00:00","BZN|GB","Without Sequence","58.02","",""
"15/06/2018 21:00:00 - 15/06/2018 22:00:00","BZN|GB","Without Sequence","52.67","",""
"15/06/2018 22:00:00 - 15/06/2018 23:00:00","BZN|GB","Without Sequence","55.30","",""
"15/06/2018 23:00:00 - 16/06/2018 00:00:00","BZN|GB","Without Sequence","55.01","",""
"16/06/2018 00:00:00 - 16/06/2018 01:00:00","BZN|GB","Without Sequence","58.89","",""
"16/06/2018 01:00:00 - 16/06/2018 02:00:00","BZN|GB","Without Sequence","53.82","",""
"16/06/2018 02:00:00 - 16/06/2018 03:00:00","BZN|GB","Without Sequence","46.22","",""
"16/06/2018 03:00:00 - 16/06/2018 04:00:00","BZN|GB","Without Sequence","45.00","",""
"16/06/2018 04:00:00 - 16/06/2018 05:00:00","BZN|GB","Without Sequence","40.70","",""
"16/06/2018 05:00:00 - 16/06/2018 06:00:00","BZN|GB","Without Sequence","47.05","",""
"16/06/2018 06:00:00 - 16/06/2018 07:00:00","BZN|GB","Without Sequence","43.00","",""
"16/06/2018 07:00:00 - 16/06/2018 08:00:00","BZN|GB","Without Sequence","50.00","",""
"16/06/2018 08:00:00 - 16/06/2018 09:00:00","BZN|GB","Without Sequence","68.00","",""
"16/06/2018 09:00:00 - 16/06/2018 10:00:00","BZN|GB","Without Sequence","66.00","",""
"16/06/2018 10:00:00 - 16/06/2018 11:00:00","BZN|GB","Without Sequence","59.20","",""
"16/06/2018 11:00:00 - 16/06/2018 12:00:00","BZN|GB","Without Sequence","52.70","",""
"16/06/2018 12:00:00 - 16/06/2018 13:00:00","BZN|GB","Without Sequence","47.02","",""
"16/06/2018 13:00:00 - 16/06/2018 14:00:00","BZN|GB","Without Sequence","46.00","",""
"16/06/2018 14:00:00 - 16/06/2018 15:00:00","BZN|GB","Without Sequence","40.95","",""
"16/06/2018 15:00:00 - 16/06/2018 16:00:00","BZN|GB","Without Sequence","46.00","",""
"16/06/2018 16:00:00 - 16/06/2018 17:00:00","BZN|GB","Without Sequence","52.48","",""
"16/06/2018 17:00:00 - 16/06/2018 18:00:00","BZN|GB","Without Sequence","64.90","",""
"16/06/2018 18:00:00 - 16/06/2018 19:00:00","BZN|GB","Without Sequence","70.00","",""
"16/06/2018 19:00:00 - 16/06/2018 20:00:00","BZN|GB","Without Sequence","69.81","",""
"16/06/2018 20:00:00 - 16/06/2018 21:00:00","BZN|GB","Without Sequence","69.77","",""
"16/06/2018 21:00:00 - 16/06/2018 22:00:00","BZN|GB","Without Sequence","57.00","",""
"16/06/2018 22:00:00 - 16/06/2018 23:00:00","BZN|GB","Without Sequence","58.00","",""
"16/06/2018 23:00:00 - 17/06/2018 00:00:00","BZN|GB","Without Sequence","53.94","",""
"17/06/2018 00:00:00 - 17/06/2018 01:00:00","BZN|GB","Without Sequence","52.95","",""
"17/06/2018 01:00:00 - 17/06/2018 02:00:00","BZN|GB","Without Sequence","51.56","",""
"17/06/2018 02:00:00 - 17/06/2018 03:00:00","BZN|GB","Without Sequence","45.94","",""
"17/06/2018 03:00:00 - 17/06/2018 04:00:00","BZN|GB","Without Sequence","40.56","",""
"17/06/2018 04:00:00 - 17/06/2018 05:00:00","BZN|GB","Without Sequence","35.28","",""
"17/06/2018 05:00:00 - 17/06/2018 06:00:00","BZN|GB","Without Sequence","42.57","",""
"17/06/2018 06:00:00 - 17/06/2018 07:00:00","BZN|GB","Without Sequence","25.17","",""
"17/06/2018 07:00:00 - 17/06/2018 08:00:00","BZN|GB","Without Sequence","39.70","",""
"17/06/2018 08:00:00 - 17/06/2018 09:00:00","BZN|GB","Without Sequence","51.25","",""
"17/06/2018 09:00:00 - 17/06/2018 10:00:00","BZN|GB","Without Sequence","57.90","",""
"17/06/2018 10:00:00 - 17/06/2018 11:00:00","BZN|GB","Without Sequence","59.50","",""
"17/06/2018 11:00:00 - 17/06/2018 12:00:00","BZN|GB","Without Sequence","56.60","",""
"17/06/2018 12:00:00 - 17/06/2018 13:00:00","BZN|GB","Without Sequence","52.00","",""
"17/06/2018 13:00:00 - 17/06/2018 14:00:00","BZN|GB","Without Sequence","46.24","",""
"17/06/2018 14:00:00 - 17/06/2018 15:00:00","BZN|GB","Without Sequence","45.00","",""
"17/06/2018 15:00:00 - 17/06/2018 16:00:00","BZN|GB","Without Sequence","47.50","",""
"17/06/2018 16:00:00 - 17/06/2018 17:00:00","BZN|GB","Without Sequence","67.48","",""
"17/06/2018 17:00:00 - 17/06/2018 18:00:00","BZN|GB","Without Sequence","70.00","",""
"17/06/2018 18:00:00 - 17/06/2018 19:00:00","BZN|GB","Without Sequence","70.05","",""
"17/06/2018 19:00:00 - 17/06/2018 20:00:00","BZN|GB","Without Sequence","70.00","",""
"17/06/2018 20:00:00 - 17/06/2018 21:00:00","BZN|GB","Without Sequence","60.19","",""
"17/06/2018 21:00:00 - 17/06/2018 22:00:00","BZN|GB","Without Sequence","45.97","",""
"17/06/2018 22:00:00 - 17/06/2018 23:00:00","BZN|GB","Without Sequence","55.80","",""
"17/06/2018 23:00:00 - 18/06/2018 00:00:00","BZN|GB","Without Sequence","46.49","",""
"18/06/2018 00:00:00 - 18/06/2018 01:00:00","BZN|GB","Without Sequence","40.58","",""
"18/06/2018 01:00:00 - 18/06/2018 02:00:00","BZN|GB","Without Sequence","38.00","",""
"18/06/2018 02:00:00 - 18/06/2018 03:00:00","BZN|GB","Without Sequence","35.00","",""
"18/06/2018 03:00:00 - 18/06/2018 04:00:00","BZN|GB","Without Sequence","35.00","",""
"18/06/2018 04:00:00 - 18/06/2018 05:00:00","BZN|GB","Without Sequence","41.77","",""
"18/06/2018 05:00:00 - 18/06/2018 06:00:00","BZN|GB","Without Sequence","58.00","",""
"18/06/2018 06:00:00 - 18/06/2018 07:00:00","BZN|GB","Without Sequence","60.00","",""
"18/06/2018 07:00:00 - 18/06/2018 08:00:00","BZN|GB","Without Sequence","70.19","",""
"18/06/2018 08:00:00 - 18/06/2018 09:00:00","BZN|GB","Without Sequence","70.70","",""
"18/06/2018 09:00:00 - 18/06/2018 10:00:00","BZN|GB","Without Sequence","63.00","",""
"18/06/2018 10:00:00 - 18/06/2018 11:00:00","BZN|GB","Without Sequence","56.80","",""
"18/06/2018 11:00:00 - 18/06/2018 12:00:00","BZN|GB","Without Sequence","49.44","",""
"18/06/2018 12:00:00 - 18/06/2018 13:00:00","BZN|GB","Without Sequence","47.20","",""
"18/06/2018 13:00:00 - 18/06/2018 14:00:00","BZN|GB","Without Sequence","45.98","",""
"18/06/2018 14:00:00 - 18/06/2018 15:00:00","BZN|GB","Without Sequence","45.99","",""
"18/06/2018 15:00:00 - 18/06/2018 16:00:00","BZN|GB","Without Sequence","47.20","",""
"18/06/2018 16:00:00 - 18/06/2018 17:00:00","BZN|GB","Without Sequence","60.00","",""
"18/06/2018 17:00:00 - 18/06/2018 18:00:00","BZN|GB","Without Sequence","57.40","",""
"18/06/2018 18:00:00 - 18/06/2018 19:00:00","BZN|GB","Without Sequence","55.00","",""
"18/06/2018 19:00:00 - 18/06/2018 20:00:00","BZN|GB","Without Sequence","51.70","",""
"18/06/2018 20:00:00 - 18/06/2018 21:00:00","BZN|GB","Without Sequence","49.99","",""
"18/06/2018 21:00:00 - 18/06/2018 22:00:00","BZN|GB","Without Sequence","46.97","",""
"18/06/2018 22:00:00 - 18/06/2018 23:00:00","BZN|GB","Without Sequence","55.20","",""
"18/06/2018 23:00:00 - 19/06/2018 00:00:00","BZN|GB","Without Sequence","48.79","",""
"19/06/2018 00:00:00 - 19/06/2018 01:00:00","BZN|GB","Without Sequence","41.93","",""
"19/06/2018 01:00:00 - 19/06/2018 02:00:00","BZN|GB","Without Sequence","40.05","",""
"19/06/2018 02:00:00 - 19/06/2018 03:00:00","BZN|GB","Without Sequence","44.91","",""
"19/06/2018 03:00:00 - 19/06/2018 04:00:00","BZN|GB","Without Sequence","46.90","",""
"19/06/2018 04:00:00 - 19/06/2018 05:00:00","BZN|GB","Without Sequence","53.36","",""
"19/06/2018 05:00:00 - 19/06/2018 06:00:00","BZN|GB","Without Sequence","60.00","",""
"19/06/2018 06:00:00 - 19/06/2018 07:00:00","BZN|GB","Without Sequence","50.20","",""
"19/06/2018 07:00:00 - 19/06/2018 08:00:00","BZN|GB","Without Sequence","59.70","",""
"19/06/2018 08:00:00 - 19/06/2018 09:00:00","BZN|GB","Without Sequence","67.53","",""
"19/06/2018 09:00:00 - 19/06/2018 10:00:00","BZN|GB","Without Sequence","69.98","",""
"19/06/2018 10:00:00 - 19/06/2018 11:00:00","BZN|GB","Without Sequence","69.54","",""
"19/06/2018 11:00:00 - 19/06/2018 12:00:00","BZN|GB","Without Sequence","66.00","",""
"19/06/2018 12:00:00 - 19/06/2018 13:00:00","BZN|GB","Without Sequence","57.45","",""
"19/06/2018 13:00:00 - 19/06/2018 14:00:00","BZN|GB","Without Sequence","50.60","",""
"19/06/2018 14:00:00 - 19/06/2018 15:00:00","BZN|GB","Without Sequence","50.00","",""
"19/06/2018 15:00:00 - 19/06/2018 16:00:00","BZN|GB","Without Sequence","66.00","",""
"19/06/2018 16:00:00 - 19/06/2018 17:00:00","BZN|GB","Without Sequence","68.00","",""
"19/06/2018 17:00:00 - 19/06/2018 18:00:00","BZN|GB","Without Sequence","65.01","",""
"19/06/2018 18:00:00 - 19/06/2018 19:00:00","BZN|GB","Without Sequence","60.00","",""
"19/06/2018 19:00:00 - 19/06/2018 20:00:00","BZN|GB","Without Sequence","53.65","",""
"19/06/2018 20:00:00 - 19/06/2018 21:00:00","BZN|GB","Without Sequence","53.35","",""
"19/06/2018 21:00:00 - 19/06/2018 22:00:00","BZN|GB","Without Sequence","51.00","",""
"19/06/2018 22:00:00 - 19/06/2018 23:00:00","BZN|GB","Without Sequence","57.00","",""
"19/06/2018 23:00:00 - 20/06/2018 00:00:00","BZN|GB","Without Sequence","55.00","",""
"20/06/2018 00:00:00 - 20/06/2018 01:00:00","BZN|GB","Without Sequence","44.95","",""
"20/06/2018 01:00:00 - 20/06/2018 02:00:00","BZN|GB","Without Sequence","40.00","",""
"20/06/2018 02:00:00 - 20/06/2018 03:00:00","BZN|GB","Without Sequence","36.93","",""
"20/06/2018 03:00:00 - 20/06/2018 04:00:00","BZN|GB","Without Sequence","38.49","",""
"20/06/2018 04:00:00 - 20/06/2018 05:00:00","BZN|GB","Without Sequence","41.98","",""
"20/06/2018 05:00:00 - 20/06/2018 06:00:00","BZN|GB","Without Sequence","51.99","",""
"20/06/2018 06:00:00 - 20/06/2018 07:00:00","BZN|GB","Without Sequence","47.91","",""
"20/06/2018 07:00:00 - 20/06/2018 08:00:00","BZN|GB","Without Sequence","53.16","",""
"20/06/2018 08:00:00 - 20/06/2018 09:00:00","BZN|GB","Without Sequence","55.93","",""
"20/06/2018 09:00:00 - 20/06/2018 10:00:00","BZN|GB","Without Sequence","52.00","",""
"20/06/2018 10:00:00 - 20/06/2018 11:00:00","BZN|GB","Without Sequence","52.00","",""
"20/06/2018 11:00:00 - 20/06/2018 12:00:00","BZN|GB","Without Sequence","52.54","",""
"20/06/2018 12:00:00 - 20/06/2018 13:00:00","BZN|GB","Without Sequence","47.80","",""
"20/06/2018 13:00:00 - 20/06/2018 14:00:00","BZN|GB","Without Sequence","47.04","",""
"20/06/2018 14:00:00 - 20/06/2018 15:00:00","BZN|GB","Without Sequence","47.04","",""
"20/06/2018 15:00:00 - 20/06/2018 16:00:00","BZN|GB","Without Sequence","60.60","",""
"20/06/2018 16:00:00 - 20/06/2018 17:00:00","BZN|GB","Without Sequence","71.00","",""
"20/06/2018 17:00:00 - 20/06/2018 18:00:00","BZN|GB","Without Sequence","74.98","",""
"20/06/2018 18:00:00 - 20/06/2018 19:00:00","BZN|GB","Without Sequence","65.00","",""
"20/06/2018 19:00:00 - 20/06/2018 20:00:00","BZN|GB","Without Sequence","53.00","",""
"20/06/2018 20:00:00 - 20/06/2018 21:00:00","BZN|GB","Without Sequence","50.60","",""
"20/06/2018 21:00:00 - 20/06/2018 22:00:00","BZN|GB","Without Sequence","48.00","",""
"20/06/2018 22:00:00 - 20/06/2018 23:00:00","BZN|GB","Without Sequence","64.40","",""
"20/06/2018 23:00:00 - 21/06/2018 00:00:00","BZN|GB","Without Sequence","55.00","",""
"21/06/2018 00:00:00 - 21/06/2018 01:00:00","BZN|GB","Without Sequence","48.93","",""
"21/06/2018 01:00:00 - 21/06/2018 02:00:00","BZN|GB","Without Sequence","37.30","",""
"21/06/2018 02:00:00 - 21/06/2018 03:00:00","BZN|GB","Without Sequence","34.92","",""
"21/06/2018 03:00:00 - 21/06/2018 04:00:00","BZN|GB","Without Sequence","32.06","",""
"21/06/2018 04:00:00 - 21/06/2018 05:00:00","BZN|GB","Without Sequence","38.70","",""
"21/06/2018 05:00:00 - 21/06/2018 06:00:00","BZN|GB","Without Sequence","50.98","",""
"21/06/2018 06:00:00 - 21/06/2018 07:00:00","BZN|GB","Without Sequence","52.05","",""
"21/06/2018 07:00:00 - 21/06/2018 08:00:00","BZN|GB","Without Sequence","60.00","",""
"21/06/2018 08:00:00 - 21/06/2018 09:00:00","BZN|GB","Without Sequence","56.09","",""
"21/06/2018 09:00:00 - 21/06/2018 10:00:00","BZN|GB","Without Sequence","53.00","",""
"21/06/2018 10:00:00 - 21/06/2018 11:00:00","BZN|GB","Without Sequence","50.21","",""
"21/06/2018 11:00:00 - 21/06/2018 12:00:00","BZN|GB","Without Sequence","48.20","",""
"21/06/2018 12:00:00 - 21/06/2018 13:00:00","BZN|GB","Without Sequence","48.00","",""
"21/06/2018 13:00:00 - 21/06/2018 14:00:00","BZN|GB","Without Sequence","47.97","",""
"21/06/2018 14:00:00 - 21/06/2018 15:00:00","BZN|GB","Without Sequence","45.74","",""
"21/06/2018 15:00:00 - 21/06/2018 16:00:00","BZN|GB","Without Sequence","52.70","",""
"21/06/2018 16:00:00 - 21/06/2018 17:00:00","BZN|GB","Without Sequence","57.11","",""
"21/06/2018 17:00:00 - 21/06/2018 18:00:00","BZN|GB","Without Sequence","69.90","",""
"21/06/2018 18:00:00 - 21/06/2018 19:00:00","BZN|GB","Without Sequence","65.10","",""
"21/06/2018 19:00:00 - 21/06/2018 20:00:00","BZN|GB","Without Sequence","65.00","",""
"21/06/2018 20:00:00 - 21/06/2018 21:00:00","BZN|GB","Without Sequence","65.00","",""
"21/06/2018 21:00:00 - 21/06/2018 22:00:00","BZN|GB","Without Sequence","56.00","",""
"21/06/2018 22:00:00 - 21/06/2018 23:00:00","BZN|GB","Without Sequence","55.05","",""
"21/06/2018 23:00:00 - 22/06/2018 00:00:00","BZN|GB","Without Sequence","51.98","",""
"22/06/2018 00:00:00 - 22/06/2018 01:00:00","BZN|GB","Without Sequence","43.40","",""
"22/06/2018 01:00:00 - 22/06/2018 02:00:00","BZN|GB","Without Sequence","41.00","",""
"22/06/2018 02:00:00 - 22/06/2018 03:00:00","BZN|GB","Without Sequence","39.94","",""
"22/06/2018 03:00:00 - 22/06/2018 04:00:00","BZN|GB","Without Sequence","39.92","",""
"22/06/2018 04:00:00 - 22/06/2018 05:00:00","BZN|GB","Without Sequence","40.03","",""
"22/06/2018 05:00:00 - 22/06/2018 06:00:00","BZN|GB","Without Sequence","55.01","",""
"22/06/2018 06:00:00 - 22/06/2018 07:00:00","BZN|GB","Without Sequence","50.00","",""
"22/06/2018 07:00:00 - 22/06/2018 08:00:00","BZN|GB","Without Sequence","65.30","",""
"22/06/2018 08:00:00 - 22/06/2018 09:00:00","BZN|GB","Without Sequence","65.29","",""
"22/06/2018 09:00:00 - 22/06/2018 10:00:00","BZN|GB","Without Sequence","54.27","",""
"22/06/2018 10:00:00 - 22/06/2018 11:00:00","BZN|GB","Without Sequence","49.50","",""
"22/06/2018 11:00:00 - 22/06/2018 12:00:00","BZN|GB","Without Sequence","45.45","",""
"22/06/2018 12:00:00 - 22/06/2018 13:00:00","BZN|GB","Without Sequence","45.44","",""
"22/06/2018 13:00:00 - 22/06/2018 14:00:00","BZN|GB","Without Sequence","44.74","",""
"22/06/2018 14:00:00 - 22/06/2018 15:00:00","BZN|GB","Without Sequence","45.44","",""
"22/06/2018 15:00:00 - 22/06/2018 16:00:00","BZN|GB","Without Sequence","55.50","",""
"22/06/2018 16:00:00 - 22/06/2018 17:00:00","BZN|GB","Without Sequence","63.30","",""
"22/06/2018 17:00:00 - 22/06/2018 18:00:00","BZN|GB","Without Sequence","71.79","",""
"22/06/2018 18:00:00 - 22/06/2018 19:00:00","BZN|GB","Without Sequence","69.91","",""
"22/06/2018 19:00:00 - 22/06/2018 20:00:00","BZN|GB","Without Sequence","65.00","",""
"22/06/2018 20:00:00 - 22/06/2018 21:00:00","BZN|GB","Without Sequence","55.00","",""
"22/06/2018 21:00:00 - 22/06/2018 22:00:00","BZN|GB","Without Sequence","47.97","",""
"22/06/2018 22:00:00 - 22/06/2018 23:00:00","BZN|GB","Without Sequence","56.50","",""
"22/06/2018 23:00:00 - 23/06/2018 00:00:00","BZN|GB","Without Sequence","52.04","",""
"23/06/2018 00:00:00 - 23/06/2018 01:00:00","BZN|GB","Without Sequence","49.60","",""
"23/06/2018 01:00:00 - 23/06/2018 02:00:00","BZN|GB","Without Sequence","44.94","",""
"23/06/2018 02:00:00 - 23/06/2018 03:00:00","BZN|GB","Without Sequence","43.89","",""
"23/06/2018 03:00:00 - 23/06/2018 04:00:00","BZN|GB","Without Sequence","43.06","",""
"23/06/2018 04:00:00 - 23/06/2018 05:00:00","BZN|GB","Without Sequence","40.00","",""
"23/06/2018 05:00:00 - 23/06/2018 06:00:00","BZN|GB","Without Sequence","45.00","",""
"23/06/2018 06:00:00 - 23/06/2018 07:00:00","BZN|GB","Without Sequence","44.96","",""
"23/06/2018 07:00:00 - 23/06/2018 08:00:00","BZN|GB","Without Sequence","56.00","",""
