"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"17/03/2016 21:00:00 - 17/03/2016 22:00:00","BZN|GB","Without Sequence","32.36","",""
"17/03/2016 22:00:00 - 17/03/2016 23:00:00","BZN|GB","Without Sequence","30.07","",""
"17/03/2016 23:00:00 - 18/03/2016 00:00:00","BZN|GB","Without Sequence","28.84","",""
"18/03/2016 00:00:00 - 18/03/2016 01:00:00","BZN|GB","Without Sequence","27.71","",""
"18/03/2016 01:00:00 - 18/03/2016 02:00:00","BZN|GB","Without Sequence","27.72","",""
"18/03/2016 02:00:00 - 18/03/2016 03:00:00","BZN|GB","Without Sequence","27.49","",""
"18/03/2016 03:00:00 - 18/03/2016 04:00:00","BZN|GB","Without Sequence","25.90","",""
"18/03/2016 04:00:00 - 18/03/2016 05:00:00","BZN|GB","Without Sequence","23.19","",""
"18/03/2016 05:00:00 - 18/03/2016 06:00:00","BZN|GB","Without Sequence","27.67","",""
"18/03/2016 06:00:00 - 18/03/2016 07:00:00","BZN|GB","Without Sequence","30.43","",""
"18/03/2016 07:00:00 - 18/03/2016 08:00:00","BZN|GB","Without Sequence","34.72","",""
"18/03/2016 08:00:00 - 18/03/2016 09:00:00","BZN|GB","Without Sequence","37.93","",""
"18/03/2016 09:00:00 - 18/03/2016 10:00:00","BZN|GB","Without Sequence","47.11","",""
"18/03/2016 10:00:00 - 18/03/2016 11:00:00","BZN|GB","Without Sequence","41.70","",""
"18/03/2016 11:00:00 - 18/03/2016 12:00:00","BZN|GB","Without Sequence","32.73","",""
"18/03/2016 12:00:00 - 18/03/2016 13:00:00","BZN|GB","Without Sequence","28.98","",""
"18/03/2016 13:00:00 - 18/03/2016 14:00:00","BZN|GB","Without Sequence","27.70","",""
"18/03/2016 14:00:00 - 18/03/2016 15:00:00","BZN|GB","Without Sequence","27.53","",""
"18/03/2016 15:00:00 - 18/03/2016 16:00:00","BZN|GB","Without Sequence","32.07","",""
"18/03/2016 16:00:00 - 18/03/2016 17:00:00","BZN|GB","Without Sequence","31.82","",""
"18/03/2016 17:00:00 - 18/03/2016 18:00:00","BZN|GB","Without Sequence","34.50","",""
"18/03/2016 18:00:00 - 18/03/2016 19:00:00","BZN|GB","Without Sequence","79.90","",""
"18/03/2016 19:00:00 - 18/03/2016 20:00:00","BZN|GB","Without Sequence","46.92","",""
"18/03/2016 20:00:00 - 18/03/2016 21:00:00","BZN|GB","Without Sequence","31.01","",""
"18/03/2016 21:00:00 - 18/03/2016 22:00:00","BZN|GB","Without Sequence","33.01","",""
"18/03/2016 22:00:00 - 18/03/2016 23:00:00","BZN|GB","Without Sequence","31.48","",""
"18/03/2016 23:00:00 - 19/03/2016 00:00:00","BZN|GB","Without Sequence","32.11","",""
"19/03/2016 00:00:00 - 19/03/2016 01:00:00","BZN|GB","Without Sequence","31.85","",""
"19/03/2016 01:00:00 - 19/03/2016 02:00:00","BZN|GB","Without Sequence","30.95","",""
"19/03/2016 02:00:00 - 19/03/2016 03:00:00","BZN|GB","Without Sequence","27.42","",""
"19/03/2016 03:00:00 - 19/03/2016 04:00:00","BZN|GB","Without Sequence","22.00","",""
"19/03/2016 04:00:00 - 19/03/2016 05:00:00","BZN|GB","Without Sequence","22.83","",""
"19/03/2016 05:00:00 - 19/03/2016 06:00:00","BZN|GB","Without Sequence","24.95","",""
"19/03/2016 06:00:00 - 19/03/2016 07:00:00","BZN|GB","Without Sequence","27.98","",""
"19/03/2016 07:00:00 - 19/03/2016 08:00:00","BZN|GB","Without Sequence","29.01","",""
"19/03/2016 08:00:00 - 19/03/2016 09:00:00","BZN|GB","Without Sequence","32.64","",""
"19/03/2016 09:00:00 - 19/03/2016 10:00:00","BZN|GB","Without Sequence","38.60","",""
"19/03/2016 10:00:00 - 19/03/2016 11:00:00","BZN|GB","Without Sequence","39.00","",""
"19/03/2016 11:00:00 - 19/03/2016 12:00:00","BZN|GB","Without Sequence","38.47","",""
"19/03/2016 12:00:00 - 19/03/2016 13:00:00","BZN|GB","Without Sequence","36.06","",""
"19/03/2016 13:00:00 - 19/03/2016 14:00:00","BZN|GB","Without Sequence","30.02","",""
"19/03/2016 14:00:00 - 19/03/2016 15:00:00","BZN|GB","Without Sequence","28.96","",""
"19/03/2016 15:00:00 - 19/03/2016 16:00:00","BZN|GB","Without Sequence","28.93","",""
"19/03/2016 16:00:00 - 19/03/2016 17:00:00","BZN|GB","Without Sequence","30.03","",""
"19/03/2016 17:00:00 - 19/03/2016 18:00:00","BZN|GB","Without Sequence","32.42","",""
"19/03/2016 18:00:00 - 19/03/2016 19:00:00","BZN|GB","Without Sequence","72.36","",""
"19/03/2016 19:00:00 - 19/03/2016 20:00:00","BZN|GB","Without Sequence","55.01","",""
"19/03/2016 20:00:00 - 19/03/2016 21:00:00","BZN|GB","Without Sequence","30.58","",""
"19/03/2016 21:00:00 - 19/03/2016 22:00:00","BZN|GB","Without Sequence","32.60","",""
"19/03/2016 22:00:00 - 19/03/2016 23:00:00","BZN|GB","Without Sequence","31.04","",""
"19/03/2016 23:00:00 - 20/03/2016 00:00:00","BZN|GB","Without Sequence","34.00","",""
"20/03/2016 00:00:00 - 20/03/2016 01:00:00","BZN|GB","Without Sequence","31.95","",""
"20/03/2016 01:00:00 - 20/03/2016 02:00:00","BZN|GB","Without Sequence","30.68","",""
"20/03/2016 02:00:00 - 20/03/2016 03:00:00","BZN|GB","Without Sequence","27.47","",""
"20/03/2016 03:00:00 - 20/03/2016 04:00:00","BZN|GB","Without Sequence","25.09","",""
"20/03/2016 04:00:00 - 20/03/2016 05:00:00","BZN|GB","Without Sequence","24.93","",""
"20/03/2016 05:00:00 - 20/03/2016 06:00:00","BZN|GB","Without Sequence","25.45","",""
"20/03/2016 06:00:00 - 20/03/2016 07:00:00","BZN|GB","Without Sequence","25.56","",""
"20/03/2016 07:00:00 - 20/03/2016 08:00:00","BZN|GB","Without Sequence","25.50","",""
"20/03/2016 08:00:00 - 20/03/2016 09:00:00","BZN|GB","Without Sequence","27.06","",""
"20/03/2016 09:00:00 - 20/03/2016 10:00:00","BZN|GB","Without Sequence","32.93","",""
"20/03/2016 10:00:00 - 20/03/2016 11:00:00","BZN|GB","Without Sequence","36.93","",""
"20/03/2016 11:00:00 - 20/03/2016 12:00:00","BZN|GB","Without Sequence","36.09","",""
"20/03/2016 12:00:00 - 20/03/2016 13:00:00","BZN|GB","Without Sequence","34.06","",""
"20/03/2016 13:00:00 - 20/03/2016 14:00:00","BZN|GB","Without Sequence","30.93","",""
"20/03/2016 14:00:00 - 20/03/2016 15:00:00","BZN|GB","Without Sequence","29.04","",""
"20/03/2016 15:00:00 - 20/03/2016 16:00:00","BZN|GB","Without Sequence","29.07","",""
"20/03/2016 16:00:00 - 20/03/2016 17:00:00","BZN|GB","Without Sequence","30.09","",""
"20/03/2016 17:00:00 - 20/03/2016 18:00:00","BZN|GB","Without Sequence","33.01","",""
"20/03/2016 18:00:00 - 20/03/2016 19:00:00","BZN|GB","Without Sequence","64.91","",""
"20/03/2016 19:00:00 - 20/03/2016 20:00:00","BZN|GB","Without Sequence","59.18","",""
"20/03/2016 20:00:00 - 20/03/2016 21:00:00","BZN|GB","Without Sequence","32.19","",""
"20/03/2016 21:00:00 - 20/03/2016 22:00:00","BZN|GB","Without Sequence","32.85","",""
"20/03/2016 22:00:00 - 20/03/2016 23:00:00","BZN|GB","Without Sequence","28.94","",""
"20/03/2016 23:00:00 - 21/03/2016 00:00:00","BZN|GB","Without Sequence","30.90","",""
"21/03/2016 00:00:00 - 21/03/2016 01:00:00","BZN|GB","Without Sequence","27.47","",""
"21/03/2016 01:00:00 - 21/03/2016 02:00:00","BZN|GB","Without Sequence","27.46","",""
"21/03/2016 02:00:00 - 21/03/2016 03:00:00","BZN|GB","Without Sequence","26.95","",""
"21/03/2016 03:00:00 - 21/03/2016 04:00:00","BZN|GB","Without Sequence","26.40","",""
"21/03/2016 04:00:00 - 21/03/2016 05:00:00","BZN|GB","Without Sequence","25.10","",""
"21/03/2016 05:00:00 - 21/03/2016 06:00:00","BZN|GB","Without Sequence","27.41","",""
"21/03/2016 06:00:00 - 21/03/2016 07:00:00","BZN|GB","Without Sequence","35.06","",""
"21/03/2016 07:00:00 - 21/03/2016 08:00:00","BZN|GB","Without Sequence","35.54","",""
"21/03/2016 08:00:00 - 21/03/2016 09:00:00","BZN|GB","Without Sequence","39.64","",""
"21/03/2016 09:00:00 - 21/03/2016 10:00:00","BZN|GB","Without Sequence","44.99","",""
"21/03/2016 10:00:00 - 21/03/2016 11:00:00","BZN|GB","Without Sequence","38.79","",""
"21/03/2016 11:00:00 - 21/03/2016 12:00:00","BZN|GB","Without Sequence","34.05","",""
"21/03/2016 12:00:00 - 21/03/2016 13:00:00","BZN|GB","Without Sequence","33.46","",""
"21/03/2016 13:00:00 - 21/03/2016 14:00:00","BZN|GB","Without Sequence","32.00","",""
"21/03/2016 14:00:00 - 21/03/2016 15:00:00","BZN|GB","Without Sequence","33.02","",""
"21/03/2016 15:00:00 - 21/03/2016 16:00:00","BZN|GB","Without Sequence","29.71","",""
"21/03/2016 16:00:00 - 21/03/2016 17:00:00","BZN|GB","Without Sequence","32.30","",""
"21/03/2016 17:00:00 - 21/03/2016 18:00:00","BZN|GB","Without Sequence","34.82","",""
"21/03/2016 18:00:00 - 21/03/2016 19:00:00","BZN|GB","Without Sequence","89.93","",""
"21/03/2016 19:00:00 - 21/03/2016 20:00:00","BZN|GB","Without Sequence","79.05","",""
"21/03/2016 20:00:00 - 21/03/2016 21:00:00","BZN|GB","Without Sequence","33.91","",""
"21/03/2016 21:00:00 - 21/03/2016 22:00:00","BZN|GB","Without Sequence","35.58","",""
"21/03/2016 22:00:00 - 21/03/2016 23:00:00","BZN|GB","Without Sequence","32.01","",""
"21/03/2016 23:00:00 - 22/03/2016 00:00:00","BZN|GB","Without Sequence","26.81","",""
"22/03/2016 00:00:00 - 22/03/2016 01:00:00","BZN|GB","Without Sequence","27.48","",""
"22/03/2016 01:00:00 - 22/03/2016 02:00:00","BZN|GB","Without Sequence","26.97","",""
"22/03/2016 02:00:00 - 22/03/2016 03:00:00","BZN|GB","Without Sequence","26.87","",""
"22/03/2016 03:00:00 - 22/03/2016 04:00:00","BZN|GB","Without Sequence","26.77","",""
"22/03/2016 04:00:00 - 22/03/2016 05:00:00","BZN|GB","Without Sequence","26.06","",""
"22/03/2016 05:00:00 - 22/03/2016 06:00:00","BZN|GB","Without Sequence","27.03","",""
"22/03/2016 06:00:00 - 22/03/2016 07:00:00","BZN|GB","Without Sequence","35.90","",""
"22/03/2016 07:00:00 - 22/03/2016 08:00:00","BZN|GB","Without Sequence","38.25","",""
"22/03/2016 08:00:00 - 22/03/2016 09:00:00","BZN|GB","Without Sequence","47.00","",""
"22/03/2016 09:00:00 - 22/03/2016 10:00:00","BZN|GB","Without Sequence","45.00","",""
"22/03/2016 10:00:00 - 22/03/2016 11:00:00","BZN|GB","Without Sequence","33.15","",""
"22/03/2016 11:00:00 - 22/03/2016 12:00:00","BZN|GB","Without Sequence","30.08","",""
"22/03/2016 12:00:00 - 22/03/2016 13:00:00","BZN|GB","Without Sequence","30.55","",""
"22/03/2016 13:00:00 - 22/03/2016 14:00:00","BZN|GB","Without Sequence","30.58","",""
"22/03/2016 14:00:00 - 22/03/2016 15:00:00","BZN|GB","Without Sequence","31.91","",""
"22/03/2016 15:00:00 - 22/03/2016 16:00:00","BZN|GB","Without Sequence","31.10","",""
"22/03/2016 16:00:00 - 22/03/2016 17:00:00","BZN|GB","Without Sequence","36.70","",""
"22/03/2016 17:00:00 - 22/03/2016 18:00:00","BZN|GB","Without Sequence","43.92","",""
"22/03/2016 18:00:00 - 22/03/2016 19:00:00","BZN|GB","Without Sequence","95.00","",""
"22/03/2016 19:00:00 - 22/03/2016 20:00:00","BZN|GB","Without Sequence","83.86","",""
"22/03/2016 20:00:00 - 22/03/2016 21:00:00","BZN|GB","Without Sequence","35.13","",""
"22/03/2016 21:00:00 - 22/03/2016 22:00:00","BZN|GB","Without Sequence","35.04","",""
"22/03/2016 22:00:00 - 22/03/2016 23:00:00","BZN|GB","Without Sequence","31.14","",""
"22/03/2016 23:00:00 - 23/03/2016 00:00:00","BZN|GB","Without Sequence","27.58","",""
"23/03/2016 00:00:00 - 23/03/2016 01:00:00","BZN|GB","Without Sequence","28.58","",""
"23/03/2016 01:00:00 - 23/03/2016 02:00:00","BZN|GB","Without Sequence","28.01","",""
"23/03/2016 02:00:00 - 23/03/2016 03:00:00","BZN|GB","Without Sequence","27.53","",""
"23/03/2016 03:00:00 - 23/03/2016 04:00:00","BZN|GB","Without Sequence","26.98","",""
"23/03/2016 04:00:00 - 23/03/2016 05:00:00","BZN|GB","Without Sequence","26.91","",""
"23/03/2016 05:00:00 - 23/03/2016 06:00:00","BZN|GB","Without Sequence","27.54","",""
"23/03/2016 06:00:00 - 23/03/2016 07:00:00","BZN|GB","Without Sequence","30.42","",""
"23/03/2016 07:00:00 - 23/03/2016 08:00:00","BZN|GB","Without Sequence","32.10","",""
"23/03/2016 08:00:00 - 23/03/2016 09:00:00","BZN|GB","Without Sequence","43.73","",""
"23/03/2016 09:00:00 - 23/03/2016 10:00:00","BZN|GB","Without Sequence","45.00","",""
"23/03/2016 10:00:00 - 23/03/2016 11:00:00","BZN|GB","Without Sequence","38.06","",""
"23/03/2016 11:00:00 - 23/03/2016 12:00:00","BZN|GB","Without Sequence","32.41","",""
"23/03/2016 12:00:00 - 23/03/2016 13:00:00","BZN|GB","Without Sequence","31.46","",""
"23/03/2016 13:00:00 - 23/03/2016 14:00:00","BZN|GB","Without Sequence","31.09","",""
"23/03/2016 14:00:00 - 23/03/2016 15:00:00","BZN|GB","Without Sequence","31.05","",""
"23/03/2016 15:00:00 - 23/03/2016 16:00:00","BZN|GB","Without Sequence","29.99","",""
"23/03/2016 16:00:00 - 23/03/2016 17:00:00","BZN|GB","Without Sequence","31.01","",""
"23/03/2016 17:00:00 - 23/03/2016 18:00:00","BZN|GB","Without Sequence","32.08","",""
"23/03/2016 18:00:00 - 23/03/2016 19:00:00","BZN|GB","Without Sequence","78.92","",""
"23/03/2016 19:00:00 - 23/03/2016 20:00:00","BZN|GB","Without Sequence","68.41","",""
"23/03/2016 20:00:00 - 23/03/2016 21:00:00","BZN|GB","Without Sequence","33.15","",""
"23/03/2016 21:00:00 - 23/03/2016 22:00:00","BZN|GB","Without Sequence","32.32","",""
"23/03/2016 22:00:00 - 23/03/2016 23:00:00","BZN|GB","Without Sequence","28.29","",""
"23/03/2016 23:00:00 - 24/03/2016 00:00:00","BZN|GB","Without Sequence","27.00","",""
"24/03/2016 00:00:00 - 24/03/2016 01:00:00","BZN|GB","Without Sequence","28.49","",""
"24/03/2016 01:00:00 - 24/03/2016 02:00:00","BZN|GB","Without Sequence","27.79","",""
"24/03/2016 02:00:00 - 24/03/2016 03:00:00","BZN|GB","Without Sequence","26.89","",""
"24/03/2016 03:00:00 - 24/03/2016 04:00:00","BZN|GB","Without Sequence","26.68","",""
"24/03/2016 04:00:00 - 24/03/2016 05:00:00","BZN|GB","Without Sequence","26.05","",""
"24/03/2016 05:00:00 - 24/03/2016 06:00:00","BZN|GB","Without Sequence","26.68","",""
"24/03/2016 06:00:00 - 24/03/2016 07:00:00","BZN|GB","Without Sequence","31.78","",""
"24/03/2016 07:00:00 - 24/03/2016 08:00:00","BZN|GB","Without Sequence","31.94","",""
"24/03/2016 08:00:00 - 24/03/2016 09:00:00","BZN|GB","Without Sequence","37.27","",""
"24/03/2016 09:00:00 - 24/03/2016 10:00:00","BZN|GB","Without Sequence","43.25","",""
"24/03/2016 10:00:00 - 24/03/2016 11:00:00","BZN|GB","Without Sequence","36.94","",""
"24/03/2016 11:00:00 - 24/03/2016 12:00:00","BZN|GB","Without Sequence","31.50","",""
"24/03/2016 12:00:00 - 24/03/2016 13:00:00","BZN|GB","Without Sequence","30.94","",""
"24/03/2016 13:00:00 - 24/03/2016 14:00:00","BZN|GB","Without Sequence","30.10","",""
"24/03/2016 14:00:00 - 24/03/2016 15:00:00","BZN|GB","Without Sequence","27.99","",""
"24/03/2016 15:00:00 - 24/03/2016 16:00:00","BZN|GB","Without Sequence","30.76","",""
"24/03/2016 16:00:00 - 24/03/2016 17:00:00","BZN|GB","Without Sequence","31.60","",""
"24/03/2016 17:00:00 - 24/03/2016 18:00:00","BZN|GB","Without Sequence","31.02","",""
"24/03/2016 18:00:00 - 24/03/2016 19:00:00","BZN|GB","Without Sequence","66.27","",""
"24/03/2016 19:00:00 - 24/03/2016 20:00:00","BZN|GB","Without Sequence","55.16","",""
"24/03/2016 20:00:00 - 24/03/2016 21:00:00","BZN|GB","Without Sequence","31.07","",""
"24/03/2016 21:00:00 - 24/03/2016 22:00:00","BZN|GB","Without Sequence","35.07","",""
"24/03/2016 22:00:00 - 24/03/2016 23:00:00","BZN|GB","Without Sequence","27.38","",""
"24/03/2016 23:00:00 - 25/03/2016 00:00:00","BZN|GB","Without Sequence","33.37","",""
"25/03/2016 00:00:00 - 25/03/2016 01:00:00","BZN|GB","Without Sequence","30.96","",""
"25/03/2016 01:00:00 - 25/03/2016 02:00:00","BZN|GB","Without Sequence","35.00","",""
"25/03/2016 02:00:00 - 25/03/2016 03:00:00","BZN|GB","Without Sequence","34.90","",""
"25/03/2016 03:00:00 - 25/03/2016 04:00:00","BZN|GB","Without Sequence","34.07","",""
"25/03/2016 04:00:00 - 25/03/2016 05:00:00","BZN|GB","Without Sequence","28.44","",""
"25/03/2016 05:00:00 - 25/03/2016 06:00:00","BZN|GB","Without Sequence","29.56","",""
"25/03/2016 06:00:00 - 25/03/2016 07:00:00","BZN|GB","Without Sequence","29.00","",""
"25/03/2016 07:00:00 - 25/03/2016 08:00:00","BZN|GB","Without Sequence","26.89","",""
"25/03/2016 08:00:00 - 25/03/2016 09:00:00","BZN|GB","Without Sequence","38.01","",""
"25/03/2016 09:00:00 - 25/03/2016 10:00:00","BZN|GB","Without Sequence","45.00","",""
"25/03/2016 10:00:00 - 25/03/2016 11:00:00","BZN|GB","Without Sequence","40.01","",""
"25/03/2016 11:00:00 - 25/03/2016 12:00:00","BZN|GB","Without Sequence","35.01","",""
"25/03/2016 12:00:00 - 25/03/2016 13:00:00","BZN|GB","Without Sequence","32.00","",""
"25/03/2016 13:00:00 - 25/03/2016 14:00:00","BZN|GB","Without Sequence","29.92","",""
"25/03/2016 14:00:00 - 25/03/2016 15:00:00","BZN|GB","Without Sequence","26.99","",""
"25/03/2016 15:00:00 - 25/03/2016 16:00:00","BZN|GB","Without Sequence","26.63","",""
"25/03/2016 16:00:00 - 25/03/2016 17:00:00","BZN|GB","Without Sequence","29.03","",""
"25/03/2016 17:00:00 - 25/03/2016 18:00:00","BZN|GB","Without Sequence","28.53","",""
"25/03/2016 18:00:00 - 25/03/2016 19:00:00","BZN|GB","Without Sequence","55.15","",""
"25/03/2016 19:00:00 - 25/03/2016 20:00:00","BZN|GB","Without Sequence","54.45","",""
"25/03/2016 20:00:00 - 25/03/2016 21:00:00","BZN|GB","Without Sequence","30.08","",""
"25/03/2016 21:00:00 - 25/03/2016 22:00:00","BZN|GB","Without Sequence","33.56","",""
"25/03/2016 22:00:00 - 25/03/2016 23:00:00","BZN|GB","Without Sequence","27.59","",""
"25/03/2016 23:00:00 - 26/03/2016 00:00:00","BZN|GB","Without Sequence","32.64","",""
"26/03/2016 00:00:00 - 26/03/2016 01:00:00","BZN|GB","Without Sequence","29.67","",""
"26/03/2016 01:00:00 - 26/03/2016 02:00:00","BZN|GB","Without Sequence","29.43","",""
"26/03/2016 02:00:00 - 26/03/2016 03:00:00","BZN|GB","Without Sequence","24.90","",""
"26/03/2016 03:00:00 - 26/03/2016 04:00:00","BZN|GB","Without Sequence","18.02","",""
"26/03/2016 04:00:00 - 26/03/2016 05:00:00","BZN|GB","Without Sequence","16.18","",""
"26/03/2016 05:00:00 - 26/03/2016 06:00:00","BZN|GB","Without Sequence","15.43","",""
"26/03/2016 06:00:00 - 26/03/2016 07:00:00","BZN|GB","Without Sequence","24.90","",""
"26/03/2016 07:00:00 - 26/03/2016 08:00:00","BZN|GB","Without Sequence","20.71","",""
"26/03/2016 08:00:00 - 26/03/2016 09:00:00","BZN|GB","Without Sequence","27.98","",""
"26/03/2016 09:00:00 - 26/03/2016 10:00:00","BZN|GB","Without Sequence","32.85","",""
"26/03/2016 10:00:00 - 26/03/2016 11:00:00","BZN|GB","Without Sequence","35.02","",""
"26/03/2016 11:00:00 - 26/03/2016 12:00:00","BZN|GB","Without Sequence","37.34","",""
"26/03/2016 12:00:00 - 26/03/2016 13:00:00","BZN|GB","Without Sequence","35.05","",""
"26/03/2016 13:00:00 - 26/03/2016 14:00:00","BZN|GB","Without Sequence","34.57","",""
"26/03/2016 14:00:00 - 26/03/2016 15:00:00","BZN|GB","Without Sequence","28.87","",""
"26/03/2016 15:00:00 - 26/03/2016 16:00:00","BZN|GB","Without Sequence","27.98","",""
"26/03/2016 16:00:00 - 26/03/2016 17:00:00","BZN|GB","Without Sequence","33.06","",""
"26/03/2016 17:00:00 - 26/03/2016 18:00:00","BZN|GB","Without Sequence","32.07","",""
"26/03/2016 18:00:00 - 26/03/2016 19:00:00","BZN|GB","Without Sequence","59.96","",""
"26/03/2016 19:00:00 - 26/03/2016 20:00:00","BZN|GB","Without Sequence","55.19","",""
"26/03/2016 20:00:00 - 26/03/2016 21:00:00","BZN|GB","Without Sequence","29.91","",""
"26/03/2016 21:00:00 - 26/03/2016 22:00:00","BZN|GB","Without Sequence","34.10","",""
"26/03/2016 22:00:00 - 26/03/2016 23:00:00","BZN|GB","Without Sequence","30.08","",""
"26/03/2016 23:00:00 - 27/03/2016 00:00:00","BZN|GB","Without Sequence","28.23","",""
"27/03/2016 00:00:00 - 27/03/2016 01:00:00","BZN|GB","Without Sequence","28.65","",""
"27/03/2016 01:00:00 - 27/03/2016 02:00:00","BZN|GB","Without Sequence","26.52","",""
"27/03/2016 02:00:00 - 27/03/2016 03:00:00","BZN|GB","Without Sequence","19.95","",""
"27/03/2016 03:00:00 - 27/03/2016 04:00:00","BZN|GB","Without Sequence","19.96","",""
"27/03/2016 04:00:00 - 27/03/2016 05:00:00","BZN|GB","Without Sequence","15.00","",""
"27/03/2016 05:00:00 - 27/03/2016 06:00:00","BZN|GB","Without Sequence","15.27","",""
"27/03/2016 06:00:00 - 27/03/2016 07:00:00","BZN|GB","Without Sequence","10.00","",""
"27/03/2016 07:00:00 - 27/03/2016 08:00:00","BZN|GB","Without Sequence","13.48","",""
"27/03/2016 08:00:00 - 27/03/2016 09:00:00","BZN|GB","Without Sequence","25.56","",""
"27/03/2016 09:00:00 - 27/03/2016 10:00:00","BZN|GB","Without Sequence","30.89","",""
"27/03/2016 10:00:00 - 27/03/2016 11:00:00","BZN|GB","Without Sequence","31.05","",""
"27/03/2016 11:00:00 - 27/03/2016 12:00:00","BZN|GB","Without Sequence","35.30","",""
"27/03/2016 12:00:00 - 27/03/2016 13:00:00","BZN|GB","Without Sequence","30.60","",""
"27/03/2016 13:00:00 - 27/03/2016 14:00:00","BZN|GB","Without Sequence","26.06","",""
"27/03/2016 14:00:00 - 27/03/2016 15:00:00","BZN|GB","Without Sequence","27.73","",""
"27/03/2016 15:00:00 - 27/03/2016 16:00:00","BZN|GB","Without Sequence","31.19","",""
"27/03/2016 16:00:00 - 27/03/2016 17:00:00","BZN|GB","Without Sequence","27.54","",""
"27/03/2016 17:00:00 - 27/03/2016 18:00:00","BZN|GB","Without Sequence","33.07","",""
"27/03/2016 18:00:00 - 27/03/2016 19:00:00","BZN|GB","Without Sequence","50.00","",""
"27/03/2016 19:00:00 - 27/03/2016 20:00:00","BZN|GB","Without Sequence","56.57","",""
"27/03/2016 20:00:00 - 27/03/2016 21:00:00","BZN|GB","Without Sequence","38.69","",""
"27/03/2016 21:00:00 - 27/03/2016 22:00:00","BZN|GB","Without Sequence","34.00","",""
"27/03/2016 22:00:00 - 27/03/2016 23:00:00","BZN|GB","Without Sequence","32.00","",""
"27/03/2016 23:00:00 - 28/03/2016 00:00:00","BZN|GB","Without Sequence","26.00","",""
"28/03/2016 00:00:00 - 28/03/2016 01:00:00","BZN|GB","Without Sequence","28.00","",""
"28/03/2016 01:00:00 - 28/03/2016 02:00:00","BZN|GB","Without Sequence","27.87","",""
"28/03/2016 02:00:00 - 28/03/2016 03:00:00","BZN|GB","Without Sequence","31.15","",""
"28/03/2016 03:00:00 - 28/03/2016 04:00:00","BZN|GB","Without Sequence","33.00","",""
"28/03/2016 04:00:00 - 28/03/2016 05:00:00","BZN|GB","Without Sequence","50.05","",""
"28/03/2016 05:00:00 - 28/03/2016 06:00:00","BZN|GB","Without Sequence","30.51","",""
"28/03/2016 06:00:00 - 28/03/2016 07:00:00","BZN|GB","Without Sequence","19.02","",""
"28/03/2016 07:00:00 - 28/03/2016 08:00:00","BZN|GB","Without Sequence","25.95","",""
"28/03/2016 08:00:00 - 28/03/2016 09:00:00","BZN|GB","Without Sequence","31.50","",""
"28/03/2016 09:00:00 - 28/03/2016 10:00:00","BZN|GB","Without Sequence","42.60","",""
"28/03/2016 10:00:00 - 28/03/2016 11:00:00","BZN|GB","Without Sequence","35.00","",""
"28/03/2016 11:00:00 - 28/03/2016 12:00:00","BZN|GB","Without Sequence","36.01","",""
"28/03/2016 12:00:00 - 28/03/2016 13:00:00","BZN|GB","Without Sequence","27.98","",""
"28/03/2016 13:00:00 - 28/03/2016 14:00:00","BZN|GB","Without Sequence","25.60","",""
"28/03/2016 14:00:00 - 28/03/2016 15:00:00","BZN|GB","Without Sequence","25.56","",""
"28/03/2016 15:00:00 - 28/03/2016 16:00:00","BZN|GB","Without Sequence","26.64","",""
"28/03/2016 16:00:00 - 28/03/2016 17:00:00","BZN|GB","Without Sequence","26.54","",""
"28/03/2016 17:00:00 - 28/03/2016 18:00:00","BZN|GB","Without Sequence","34.86","",""
"28/03/2016 18:00:00 - 28/03/2016 19:00:00","BZN|GB","Without Sequence","50.01","",""
"28/03/2016 19:00:00 - 28/03/2016 20:00:00","BZN|GB","Without Sequence","62.95","",""
"28/03/2016 20:00:00 - 28/03/2016 21:00:00","BZN|GB","Without Sequence","47.30","",""
"28/03/2016 21:00:00 - 28/03/2016 22:00:00","BZN|GB","Without Sequence","32.59","",""
"28/03/2016 22:00:00 - 28/03/2016 23:00:00","BZN|GB","Without Sequence","27.17","",""
"28/03/2016 23:00:00 - 29/03/2016 00:00:00","BZN|GB","Without Sequence","22.66","",""
"29/03/2016 00:00:00 - 29/03/2016 01:00:00","BZN|GB","Without Sequence","28.90","",""
"29/03/2016 01:00:00 - 29/03/2016 02:00:00","BZN|GB","Without Sequence","28.01","",""
"29/03/2016 02:00:00 - 29/03/2016 03:00:00","BZN|GB","Without Sequence","27.95","",""
"29/03/2016 03:00:00 - 29/03/2016 04:00:00","BZN|GB","Without Sequence","26.10","",""
"29/03/2016 04:00:00 - 29/03/2016 05:00:00","BZN|GB","Without Sequence","28.95","",""
"29/03/2016 05:00:00 - 29/03/2016 06:00:00","BZN|GB","Without Sequence","30.00","",""
"29/03/2016 06:00:00 - 29/03/2016 07:00:00","BZN|GB","Without Sequence","32.20","",""
"29/03/2016 07:00:00 - 29/03/2016 08:00:00","BZN|GB","Without Sequence","38.43","",""
"29/03/2016 08:00:00 - 29/03/2016 09:00:00","BZN|GB","Without Sequence","45.00","",""
"29/03/2016 09:00:00 - 29/03/2016 10:00:00","BZN|GB","Without Sequence","43.00","",""
"29/03/2016 10:00:00 - 29/03/2016 11:00:00","BZN|GB","Without Sequence","37.00","",""
