"MTU (UTC)","Area","Sequence","Day-ahead Price (GBP/MWh)","Intraday Period (UTC)","Intraday Price (GBP/MWh)"
"02/01/2016 17:00:00 - 02/01/2016 18:00:00","BZN|GB","Without Sequence","70.00","",""
"02/01/2016 18:00:00 - 02/01/2016 19:00:00","BZN|GB","Without Sequence","55.08","",""
"02/01/2016 19:00:00 - 02/01/2016 20:00:00","BZN|GB","Without Sequence","40.84","",""
"02/01/2016 20:00:00 - 02/01/2016 21:00:00","BZN|GB","Without Sequence","37.55","",""
"02/01/2016 21:00:00 - 02/01/2016 22:00:00","BZN|GB","Without Sequence","33.98","",""
"02/01/2016 22:00:00 - 02/01/2016 23:00:00","BZN|GB","Without Sequence","33.15","",""
"02/01/2016 23:00:00 - 03/01/2016 00:00:00","BZN|GB","Without Sequence","37.56","",""
"03/01/2016 00:00:00 - 03/01/2016 01:00:00","BZN|GB","Without Sequence","37.51","",""
"03/01/2016 01:00:00 - 03/01/2016 02:00:00","BZN|GB","Without Sequence","37.53","",""
"03/01/2016 02:00:00 - 03/01/2016 03:00:00","BZN|GB","Without Sequence","34.96","",""
"03/01/2016 03:00:00 - 03/01/2016 04:00:00","BZN|GB","Without Sequence","34.49","",""
"03/01/2016 04:00:00 - 03/01/2016 05:00:00","BZN|GB","Without Sequence","29.82","",""
"03/01/2016 05:00:00 - 03/01/2016 06:00:00","BZN|GB","Without Sequence","29.82","",""
"03/01/2016 06:00:00 - 03/01/2016 07:00:00","BZN|GB","Without Sequence","25.41","",""
"03/01/2016 07:00:00 - 03/01/2016 08:00:00","BZN|GB","Without Sequence","28.21","",""
"03/01/2016 08:00:00 - 03/01/2016 09:00:00","BZN|GB","Without Sequence","24.98","",""
"03/01/2016 09:00:00 - 03/01/2016 10:00:00","BZN|GB","Without Sequence","30.22","",""
"03/01/2016 10:00:00 - 03/01/2016 11:00:00","BZN|GB","Without Sequence","31.03","",""
"03/01/2016 11:00:00 - 03/01/2016 12:00:00","BZN|GB","Without Sequence","33.82","",""
"03/01/2016 12:00:00 - 03/01/2016 13:00:00","BZN|GB","Without Sequence","39.63","",""
"03/01/2016 13:00:00 - 03/01/2016 14:00:00","BZN|GB","Without Sequence","36.03","",""
"03/01/2016 14:00:00 - 03/01/2016 15:00:00","BZN|GB","Without Sequence","34.50","",""
"03/01/2016 15:00:00 - 03/01/2016 16:00:00","BZN|GB","Without Sequence","30.24","",""
"03/01/2016 16:00:00 - 03/01/2016 17:00:00","BZN|GB","Without Sequence","35.00","",""
"03/01/2016 17:00:00 - 03/01/2016 18:00:00","BZN|GB","Without Sequence","70.00","",""
"03/01/2016 18:00:00 - 03/01/2016 19:00:00","BZN|GB","Without Sequence","50.86","",""
"03/01/2016 19:00:00 - 03/01/2016 20:00:00","BZN|GB","Without Sequence","40.00","",""
"03/01/2016 20:00:00 - 03/01/2016 21:00:00","BZN|GB","Without Sequence","38.00","",""
"03/01/2016 21:00:00 - 03/01/2016 22:00:00","BZN|GB","Without Sequence","33.98","",""
"03/01/2016 22:00:00 - 03/01/2016 23:00:00","BZN|GB","Without Sequence","32.05","",""
"03/01/2016 23:00:00 - 04/01/2016 00:00:00","BZN|GB","Without Sequence","33.75","",""
"04/01/2016 00:00:00 - 04/01/2016 01:00:00","BZN|GB","Without Sequence","31.81","",""
"04/01/2016 01:00:00 - 04/01/2016 02:00:00","BZN|GB","Without Sequence","35.55","",""
"04/01/2016 02:00:00 - 04/01/2016 03:00:00","BZN|GB","Without Sequence","35.39","",""
"04/01/2016 03:00:00 - 04/01/2016 04:00:00","BZN|GB","Without Sequence","33.91","",""
"04/01/2016 04:00:00 - 04/01/2016 05:00:00","BZN|GB","Without Sequence","30.06","",""
"04/01/2016 05:00:00 - 04/01/2016 06:00:00","BZN|GB","Without Sequence","29.82","",""
"04/01/2016 06:00:00 - 04/01/2016 07:00:00","BZN|GB","Without Sequence","29.93","",""
"04/01/2016 07:00:00 - 04/01/2016 08:00:00","BZN|GB","Without Sequence","30.57","",""
"04/01/2016 08:00:00 - 04/01/2016 09:00:00","BZN|GB","Without Sequence","35.04","",""
"04/01/2016 09:00:00 - 04/01/2016 10:00:00","BZN|GB","Without Sequence","37.99","",""
"04/01/2016 10:00:00 - 04/01/2016 11:00:00","BZN|GB","Without Sequence","37.08","",""
"04/01/2016 11:00:00 - 04/01/2016 12:00:00","BZN|GB","Without Sequence","40.11","",""
"04/01/2016 12:00:00 - 04/01/2016 13:00:00","BZN|GB","Without Sequence","40.20","",""
"04/01/2016 13:00:00 - 04/01/2016 14:00:00","BZN|GB","Without Sequence","38.05","",""
"04/01/2016 14:00:00 - 04/01/2016 15:00:00","BZN|GB","Without Sequence","35.05","",""
"04/01/2016 15:00:00 - 04/01/2016 16:00:00","BZN|GB","Without Sequence","34.52","",""
"04/01/2016 16:00:00 - 04/01/2016 17:00:00","BZN|GB","Without Sequence","40.79","",""
"04/01/2016 17:00:00 - 04/01/2016 18:00:00","BZN|GB","Without Sequence","78.27","",""
"04/01/2016 18:00:00 - 04/01/2016 19:00:00","BZN|GB","Without Sequence","42.81","",""
"04/01/2016 19:00:00 - 04/01/2016 20:00:00","BZN|GB","Without Sequence","40.55","",""
"04/01/2016 20:00:00 - 04/01/2016 21:00:00","BZN|GB","Without Sequence","43.00","",""
"04/01/2016 21:00:00 - 04/01/2016 22:00:00","BZN|GB","Without Sequence","36.06","",""
"04/01/2016 22:00:00 - 04/01/2016 23:00:00","BZN|GB","Without Sequence","34.00","",""
"04/01/2016 23:00:00 - 05/01/2016 00:00:00","BZN|GB","Without Sequence","30.93","",""
"05/01/2016 00:00:00 - 05/01/2016 01:00:00","BZN|GB","Without Sequence","29.99","",""
"05/01/2016 01:00:00 - 05/01/2016 02:00:00","BZN|GB","Without Sequence","31.95","",""
"05/01/2016 02:00:00 - 05/01/2016 03:00:00","BZN|GB","Without Sequence","29.97","",""
"05/01/2016 03:00:00 - 05/01/2016 04:00:00","BZN|GB","Without Sequence","27.99","",""
"05/01/2016 04:00:00 - 05/01/2016 05:00:00","BZN|GB","Without Sequence","24.32","",""
"05/01/2016 05:00:00 - 05/01/2016 06:00:00","BZN|GB","Without Sequence","29.91","",""
"05/01/2016 06:00:00 - 05/01/2016 07:00:00","BZN|GB","Without Sequence","43.01","",""
"05/01/2016 07:00:00 - 05/01/2016 08:00:00","BZN|GB","Without Sequence","36.10","",""
"05/01/2016 08:00:00 - 05/01/2016 09:00:00","BZN|GB","Without Sequence","37.01","",""
"05/01/2016 09:00:00 - 05/01/2016 10:00:00","BZN|GB","Without Sequence","36.20","",""
"05/01/2016 10:00:00 - 05/01/2016 11:00:00","BZN|GB","Without Sequence","35.86","",""
"05/01/2016 11:00:00 - 05/01/2016 12:00:00","BZN|GB","Without Sequence","37.91","",""
"05/01/2016 12:00:00 - 05/01/2016 13:00:00","BZN|GB","Without Sequence","38.80","",""
"05/01/2016 13:00:00 - 05/01/2016 14:00:00","BZN|GB","Without Sequence","34.95","",""
"05/01/2016 14:00:00 - 05/01/2016 15:00:00","BZN|GB","Without Sequence","30.74","",""
"05/01/2016 15:00:00 - 05/01/2016 16:00:00","BZN|GB","Without Sequence","30.70","",""
"05/01/2016 16:00:00 - 05/01/2016 17:00:00","BZN|GB","Without Sequence","43.03","",""
"05/01/2016 17:00:00 - 05/01/2016 18:00:00","BZN|GB","Without Sequence","74.96","",""
"05/01/2016 18:00:00 - 05/01/2016 19:00:00","BZN|GB","Without Sequence","49.04","",""
"05/01/2016 19:00:00 - 05/01/2016 20:00:00","BZN|GB","Without Sequence","41.92","",""
"05/01/2016 20:00:00 - 05/01/2016 21:00:00","BZN|GB","Without Sequence","38.74","",""
"05/01/2016 21:00:00 - 05/01/2016 22:00:00","BZN|GB","Without Sequence","37.05","",""
"05/01/2016 22:00:00 - 05/01/2016 23:00:00","BZN|GB","Without Sequence","30.35","",""
"05/01/2016 23:00:00 - 06/01/2016 00:00:00","BZN|GB","Without Sequence","32.37","",""
"06/01/2016 00:00:00 - 06/01/2016 01:00:00","BZN|GB","Without Sequence","30.40","",""
"06/01/2016 01:00:00 - 06/01/2016 02:00:00","BZN|GB","Without Sequence","32.44","",""
"06/01/2016 02:00:00 - 06/01/2016 03:00:00","BZN|GB","Without Sequence","30.53","",""
"06/01/2016 03:00:00 - 06/01/2016 04:00:00","BZN|GB","Without Sequence","29.92","",""
"06/01/2016 04:00:00 - 06/01/2016 05:00:00","BZN|GB","Without Sequence","24.07","",""
"06/01/2016 05:00:00 - 06/01/2016 06:00:00","BZN|GB","Without Sequence","30.00","",""
"06/01/2016 06:00:00 - 06/01/2016 07:00:00","BZN|GB","Without Sequence","38.03","",""
"06/01/2016 07:00:00 - 06/01/2016 08:00:00","BZN|GB","Without Sequence","36.74","",""
"06/01/2016 08:00:00 - 06/01/2016 09:00:00","BZN|GB","Without Sequence","42.90","",""
"06/01/2016 09:00:00 - 06/01/2016 10:00:00","BZN|GB","Without Sequence","43.59","",""
"06/01/2016 10:00:00 - 06/01/2016 11:00:00","BZN|GB","Without Sequence","40.05","",""
"06/01/2016 11:00:00 - 06/01/2016 12:00:00","BZN|GB","Without Sequence","34.08","",""
"06/01/2016 12:00:00 - 06/01/2016 13:00:00","BZN|GB","Without Sequence","33.60","",""
"06/01/2016 13:00:00 - 06/01/2016 14:00:00","BZN|GB","Without Sequence","32.11","",""
"06/01/2016 14:00:00 - 06/01/2016 15:00:00","BZN|GB","Without Sequence","31.96","",""
"06/01/2016 15:00:00 - 06/01/2016 16:00:00","BZN|GB","Without Sequence","31.05","",""
"06/01/2016 16:00:00 - 06/01/2016 17:00:00","BZN|GB","Without Sequence","44.64","",""
"06/01/2016 17:00:00 - 06/01/2016 18:00:00","BZN|GB","Without Sequence","69.00","",""
"06/01/2016 18:00:00 - 06/01/2016 19:00:00","BZN|GB","Without Sequence","40.72","",""
"06/01/2016 19:00:00 - 06/01/2016 20:00:00","BZN|GB","Without Sequence","37.94","",""
"06/01/2016 20:00:00 - 06/01/2016 21:00:00","BZN|GB","Without Sequence","36.46","",""
"06/01/2016 21:00:00 - 06/01/2016 22:00:00","BZN|GB","Without Sequence","35.07","",""
"06/01/2016 22:00:00 - 06/01/2016 23:00:00","BZN|GB","Without Sequence","30.50","",""
"06/01/2016 23:00:00 - 07/01/2016 00:00:00","BZN|GB","Without Sequence","38.07","",""
"07/01/2016 00:00:00 - 07/01/2016 01:00:00","BZN|GB","Without Sequence","38.06","",""
"07/01/2016 01:00:00 - 07/01/2016 02:00:00","BZN|GB","Without Sequence","38.00","",""
"07/01/2016 02:00:00 - 07/01/2016 03:00:00","BZN|GB","Without Sequence","29.91","",""
"07/01/2016 03:00:00 - 07/01/2016 04:00:00","BZN|GB","Without Sequence","27.00","",""
"07/01/2016 04:00:00 - 07/01/2016 05:00:00","BZN|GB","Without Sequence","23.94","",""
"07/01/2016 05:00:00 - 07/01/2016 06:00:00","BZN|GB","Without Sequence","26.93","",""
"07/01/2016 06:00:00 - 07/01/2016 07:00:00","BZN|GB","Without Sequence","38.05","",""
"07/01/2016 07:00:00 - 07/01/2016 08:00:00","BZN|GB","Without Sequence","35.69","",""
"07/01/2016 08:00:00 - 07/01/2016 09:00:00","BZN|GB","Without Sequence","38.00","",""
"07/01/2016 09:00:00 - 07/01/2016 10:00:00","BZN|GB","Without Sequence","39.65","",""
"07/01/2016 10:00:00 - 07/01/2016 11:00:00","BZN|GB","Without Sequence","38.99","",""
"07/01/2016 11:00:00 - 07/01/2016 12:00:00","BZN|GB","Without Sequence","37.35","",""
"07/01/2016 12:00:00 - 07/01/2016 13:00:00","BZN|GB","Without Sequence","35.82","",""
"07/01/2016 13:00:00 - 07/01/2016 14:00:00","BZN|GB","Without Sequence","33.57","",""
"07/01/2016 14:00:00 - 07/01/2016 15:00:00","BZN|GB","Without Sequence","33.48","",""
"07/01/2016 15:00:00 - 07/01/2016 16:00:00","BZN|GB","Without Sequence","32.10","",""
"07/01/2016 16:00:00 - 07/01/2016 17:00:00","BZN|GB","Without Sequence","45.07","",""
"07/01/2016 17:00:00 - 07/01/2016 18:00:00","BZN|GB","Without Sequence","64.50","",""
"07/01/2016 18:00:00 - 07/01/2016 19:00:00","BZN|GB","Without Sequence","44.61","",""
"07/01/2016 19:00:00 - 07/01/2016 20:00:00","BZN|GB","Without Sequence","39.04","",""
"07/01/2016 20:00:00 - 07/01/2016 21:00:00","BZN|GB","Without Sequence","38.45","",""
"07/01/2016 21:00:00 - 07/01/2016 22:00:00","BZN|GB","Without Sequence","39.02","",""
"07/01/2016 22:00:00 - 07/01/2016 23:00:00","BZN|GB","Without Sequence","35.46","",""
"07/01/2016 23:00:00 - 08/01/2016 00:00:00","BZN|GB","Without Sequence","30.56","",""
"08/01/2016 00:00:00 - 08/01/2016 01:00:00","BZN|GB","Without Sequence","30.52","",""
"08/01/2016 01:00:00 - 08/01/2016 02:00:00","BZN|GB","Without Sequence","30.58","",""
"08/01/2016 02:00:00 - 08/01/2016 03:00:00","BZN|GB","Without Sequence","30.50","",""
"08/01/2016 03:00:00 - 08/01/2016 04:00:00","BZN|GB","Without Sequence","30.53","",""
"08/01/2016 04:00:00 - 08/01/2016 05:00:00","BZN|GB","Without Sequence","30.10","",""
"08/01/2016 05:00:00 - 08/01/2016 06:00:00","BZN|GB","Without Sequence","30.72","",""
"08/01/2016 06:00:00 - 08/01/2016 07:00:00","BZN|GB","Without Sequence","37.54","",""
"08/01/2016 07:00:00 - 08/01/2016 08:00:00","BZN|GB","Without Sequence","35.42","",""
"08/01/2016 08:00:00 - 08/01/2016 09:00:00","BZN|GB","Without Sequence","42.06","",""
"08/01/2016 09:00:00 - 08/01/2016 10:00:00","BZN|GB","Without Sequence","39.00","",""
"08/01/2016 10:00:00 - 08/01/2016 11:00:00","BZN|GB","Without Sequence","38.96","",""
"08/01/2016 11:00:00 - 08/01/2016 12:00:00","BZN|GB","Without Sequence","38.13","",""
"08/01/2016 12:00:00 - 08/01/2016 13:00:00","BZN|GB","Without Sequence","38.98","",""
"08/01/2016 13:00:00 - 08/01/2016 14:00:00","BZN|GB","Without Sequence","38.95","",""
"08/01/2016 14:00:00 - 08/01/2016 15:00:00","BZN|GB","Without Sequence","38.00","",""
"08/01/2016 15:00:00 - 08/01/2016 16:00:00","BZN|GB","Without Sequence","30.67","",""
"08/01/2016 16:00:00 - 08/01/2016 17:00:00","BZN|GB","Without Sequence","47.03","",""
"08/01/2016 17:00:00 - 08/01/2016 18:00:00","BZN|GB","Without Sequence","81.00","",""
"08/01/2016 18:00:00 - 08/01/2016 19:00:00","BZN|GB","Without Sequence","50.00","",""
"08/01/2016 19:00:00 - 08/01/2016 20:00:00","BZN|GB","Without Sequence","47.10","",""
"08/01/2016 20:00:00 - 08/01/2016 21:00:00","BZN|GB","Without Sequence","35.94","",""
"08/01/2016 21:00:00 - 08/01/2016 22:00:00","BZN|GB","Without Sequence","36.54","",""
"08/01/2016 22:00:00 - 08/01/2016 23:00:00","BZN|GB","Without Sequence","36.51","",""
"08/01/2016 23:00:00 - 09/01/2016 00:00:00","BZN|GB","Without Sequence","41.03","",""
"09/01/2016 00:00:00 - 09/01/2016 01:00:00","BZN|GB","Without Sequence","41.02","",""
"09/01/2016 01:00:00 - 09/01/2016 02:00:00","BZN|GB","Without Sequence","41.04","",""
"09/01/2016 02:00:00 - 09/01/2016 03:00:00","BZN|GB","Without Sequence","32.82","",""
"09/01/2016 03:00:00 - 09/01/2016 04:00:00","BZN|GB","Without Sequence","31.01","",""
"09/01/2016 04:00:00 - 09/01/2016 05:00:00","BZN|GB","Without Sequence","27.54","",""
"09/01/2016 05:00:00 - 09/01/2016 06:00:00","BZN|GB","Without Sequence","27.41","",""
"09/01/2016 06:00:00 - 09/01/2016 07:00:00","BZN|GB","Without Sequence","30.57","",""
"09/01/2016 07:00:00 - 09/01/2016 08:00:00","BZN|GB","Without Sequence","30.19","",""
"09/01/2016 08:00:00 - 09/01/2016 09:00:00","BZN|GB","Without Sequence","30.93","",""
"09/01/2016 09:00:00 - 09/01/2016 10:00:00","BZN|GB","Without Sequence","37.04","",""
"09/01/2016 10:00:00 - 09/01/2016 11:00:00","BZN|GB","Without Sequence","41.01","",""
"09/01/2016 11:00:00 - 09/01/2016 12:00:00","BZN|GB","Without Sequence","41.01","",""
"09/01/2016 12:00:00 - 09/01/2016 13:00:00","BZN|GB","Without Sequence","41.00","",""
"09/01/2016 13:00:00 - 09/01/2016 14:00:00","BZN|GB","Without Sequence","41.00","",""
"09/01/2016 14:00:00 - 09/01/2016 15:00:00","BZN|GB","Without Sequence","32.95","",""
"09/01/2016 15:00:00 - 09/01/2016 16:00:00","BZN|GB","Without Sequence","32.51","",""
"09/01/2016 16:00:00 - 09/01/2016 17:00:00","BZN|GB","Without Sequence","44.01","",""
"09/01/2016 17:00:00 - 09/01/2016 18:00:00","BZN|GB","Without Sequence","68.23","",""
"09/01/2016 18:00:00 - 09/01/2016 19:00:00","BZN|GB","Without Sequence","52.00","",""
"09/01/2016 19:00:00 - 09/01/2016 20:00:00","BZN|GB","Without Sequence","40.60","",""
"09/01/2016 20:00:00 - 09/01/2016 21:00:00","BZN|GB","Without Sequence","36.13","",""
"09/01/2016 21:00:00 - 09/01/2016 22:00:00","BZN|GB","Without Sequence","36.86","",""
"09/01/2016 22:00:00 - 09/01/2016 23:00:00","BZN|GB","Without Sequence","35.01","",""
"09/01/2016 23:00:00 - 10/01/2016 00:00:00","BZN|GB","Without Sequence","40.04","",""
"10/01/2016 00:00:00 - 10/01/2016 01:00:00","BZN|GB","Without Sequence","40.06","",""
"10/01/2016 01:00:00 - 10/01/2016 02:00:00","BZN|GB","Without Sequence","42.06","",""
"10/01/2016 02:00:00 - 10/01/2016 03:00:00","BZN|GB","Without Sequence","34.66","",""
"10/01/2016 03:00:00 - 10/01/2016 04:00:00","BZN|GB","Without Sequence","28.47","",""
"10/01/2016 04:00:00 - 10/01/2016 05:00:00","BZN|GB","Without Sequence","23.04","",""
"10/01/2016 05:00:00 - 10/01/2016 06:00:00","BZN|GB","Without Sequence","23.99","",""
"10/01/2016 06:00:00 - 10/01/2016 07:00:00","BZN|GB","Without Sequence","22.74","",""
"10/01/2016 07:00:00 - 10/01/2016 08:00:00","BZN|GB","Without Sequence","27.95","",""
"10/01/2016 08:00:00 - 10/01/2016 09:00:00","BZN|GB","Without Sequence","27.52","",""
"10/01/2016 09:00:00 - 10/01/2016 10:00:00","BZN|GB","Without Sequence","30.89","",""
"10/01/2016 10:00:00 - 10/01/2016 11:00:00","BZN|GB","Without Sequence","32.94","",""
"10/01/2016 11:00:00 - 10/01/2016 12:00:00","BZN|GB","Without Sequence","38.60","",""
"10/01/2016 12:00:00 - 10/01/2016 13:00:00","BZN|GB","Without Sequence","40.06","",""
"10/01/2016 13:00:00 - 10/01/2016 14:00:00","BZN|GB","Without Sequence","39.06","",""
"10/01/2016 14:00:00 - 10/01/2016 15:00:00","BZN|GB","Without Sequence","33.07","",""
"10/01/2016 15:00:00 - 10/01/2016 16:00:00","BZN|GB","Without Sequence","31.32","",""
"10/01/2016 16:00:00 - 10/01/2016 17:00:00","BZN|GB","Without Sequence","40.59","",""
"10/01/2016 17:00:00 - 10/01/2016 18:00:00","BZN|GB","Without Sequence","69.60","",""
"10/01/2016 18:00:00 - 10/01/2016 19:00:00","BZN|GB","Without Sequence","51.62","",""
"10/01/2016 19:00:00 - 10/01/2016 20:00:00","BZN|GB","Without Sequence","35.99","",""
"10/01/2016 20:00:00 - 10/01/2016 21:00:00","BZN|GB","Without Sequence","33.58","",""
"10/01/2016 21:00:00 - 10/01/2016 22:00:00","BZN|GB","Without Sequence","33.07","",""
"10/01/2016 22:00:00 - 10/01/2016 23:00:00","BZN|GB","Without Sequence","30.00","",""
"10/01/2016 23:00:00 - 11/01/2016 00:00:00","BZN|GB","Without Sequence","31.00","",""
"11/01/2016 00:00:00 - 11/01/2016 01:00:00","BZN|GB","Without Sequence","30.96","",""
"11/01/2016 01:00:00 - 11/01/2016 02:00:00","BZN|GB","Without Sequence","31.93","",""
"11/01/2016 02:00:00 - 11/01/2016 03:00:00","BZN|GB","Without Sequence","30.51","",""
"11/01/2016 03:00:00 - 11/01/2016 04:00:00","BZN|GB","Without Sequence","29.96","",""
"11/01/2016 04:00:00 - 11/01/2016 05:00:00","BZN|GB","Without Sequence","29.40","",""
"11/01/2016 05:00:00 - 11/01/2016 06:00:00","BZN|GB","Without Sequence","30.83","",""
"11/01/2016 06:00:00 - 11/01/2016 07:00:00","BZN|GB","Without Sequence","38.43","",""
"11/01/2016 07:00:00 - 11/01/2016 08:00:00","BZN|GB","Without Sequence","34.98","",""
"11/01/2016 08:00:00 - 11/01/2016 09:00:00","BZN|GB","Without Sequence","34.97","",""
"11/01/2016 09:00:00 - 11/01/2016 10:00:00","BZN|GB","Without Sequence","34.02","",""
"11/01/2016 10:00:00 - 11/01/2016 11:00:00","BZN|GB","Without Sequence","35.59","",""
"11/01/2016 11:00:00 - 11/01/2016 12:00:00","BZN|GB","Without Sequence","40.66","",""
"11/01/2016 12:00:00 - 11/01/2016 13:00:00","BZN|GB","Without Sequence","44.34","",""
"11/01/2016 13:00:00 - 11/01/2016 14:00:00","BZN|GB","Without Sequence","47.80","",""
"11/01/2016 14:00:00 - 11/01/2016 15:00:00","BZN|GB","Without Sequence","40.38","",""
"11/01/2016 15:00:00 - 11/01/2016 16:00:00","BZN|GB","Without Sequence","33.07","",""
"11/01/2016 16:00:00 - 11/01/2016 17:00:00","BZN|GB","Without Sequence","40.10","",""
"11/01/2016 17:00:00 - 11/01/2016 18:00:00","BZN|GB","Without Sequence","80.00","",""
"11/01/2016 18:00:00 - 11/01/2016 19:00:00","BZN|GB","Without Sequence","53.96","",""
"11/01/2016 19:00:00 - 11/01/2016 20:00:00","BZN|GB","Without Sequence","47.91","",""
"11/01/2016 20:00:00 - 11/01/2016 21:00:00","BZN|GB","Without Sequence","38.95","",""
"11/01/2016 21:00:00 - 11/01/2016 22:00:00","BZN|GB","Without Sequence","36.15","",""
"11/01/2016 22:00:00 - 11/01/2016 23:00:00","BZN|GB","Without Sequence","30.83","",""
"11/01/2016 23:00:00 - 12/01/2016 00:00:00","BZN|GB","Without Sequence","37.83","",""
"12/01/2016 00:00:00 - 12/01/2016 01:00:00","BZN|GB","Without Sequence","32.36","",""
"12/01/2016 01:00:00 - 12/01/2016 02:00:00","BZN|GB","Without Sequence","44.35","",""
"12/01/2016 02:00:00 - 12/01/2016 03:00:00","BZN|GB","Without Sequence","30.94","",""
"12/01/2016 03:00:00 - 12/01/2016 04:00:00","BZN|GB","Without Sequence","29.91","",""
"12/01/2016 04:00:00 - 12/01/2016 05:00:00","BZN|GB","Without Sequence","18.82","",""
"12/01/2016 05:00:00 - 12/01/2016 06:00:00","BZN|GB","Without Sequence","24.82","",""
"12/01/2016 06:00:00 - 12/01/2016 07:00:00","BZN|GB","Without Sequence","37.54","",""
"12/01/2016 07:00:00 - 12/01/2016 08:00:00","BZN|GB","Without Sequence","38.03","",""
"12/01/2016 08:00:00 - 12/01/2016 09:00:00","BZN|GB","Without Sequence","37.98","",""
"12/01/2016 09:00:00 - 12/01/2016 10:00:00","BZN|GB","Without Sequence","36.42","",""
"12/01/2016 10:00:00 - 12/01/2016 11:00:00","BZN|GB","Without Sequence","36.98","",""
"12/01/2016 11:00:00 - 12/01/2016 12:00:00","BZN|GB","Without Sequence","34.09","",""
"12/01/2016 12:00:00 - 12/01/2016 13:00:00","BZN|GB","Without Sequence","34.07","",""
